customer_id,age,monthly_spend,visits_30d,support_calls,membership,region,signup_date,device,churn
C10386,57,91204.0,10,4,Basic,Seoul,2026-03-30,iOS,1
C10387,41,72449.0,10,1,Silver,Daegu,2025-12-25,Android,0
C10388,26,68135.0,12,1,Silver,Seoul,2024-06-08,Android,0
C10389,32,108230.0,7,1,Silver,Busan,2023-04-23,Android,0
C10390,66,66223.0,8,2,Silver,Seoul,2023-03-29,iOS,0
C10391,40,79185.0,5,2,Gold,Seoul,2024-03-22,Android,0
C10392,46,41493.0,8,0,Silver,Seoul,2024-06-26,iOS,0
C10393,37,8958.0,8,1,Silver,Daejeon,2024-12-24,Web,0
C10394,59,80388.0,7,1,Silver,Seoul,2024-04-28,Web,0
C10395,57,46505.0,12,0,Silver,Seoul,2024-01-07,iOS,0
C10396,65,90736.0,7,0,Gold,Seoul,2024-03-10,iOS,0
C10397,41,109615.0,4,3,Basic,Daegu,2023-11-20,iOS,0
C10398,52,86613.0,7,0,Silver,Busan,2024-10-05,Web,0
C10399,24,77403.0,8,3,Basic,Seoul,2025-11-02,Android,0
C10400,31,81689.0,9,2,Silver,Daegu,2026-02-02,iOS,0
C10401,48,52293.0,9,1,Silver,Seoul,2024-04-30,iOS,0
C10402,42,60016.0,0,2,Gold,Daegu,2024-09-13,Android,0
C10403,48,65826.0,14,2,Silver,Daejeon,2025-09-18,Android,0
C10404,21,39743.0,4,1,Gold,Daejeon,2025-02-27,iOS,0
C10405,32,63155.0,9,0,Silver,Seoul,2025-05-30,Android,0
C10406,67,77404.0,12,0,Silver,Seoul,2024-06-01,Android,0
C10407,57,36679.0,8,1,Basic,Daegu,2024-03-06,Android,1
C10408,31,33409.0,7,2,Silver,Busan,2025-11-16,Web,0
C10409,43,76546.0,8,3,Basic,Seoul,2025-04-30,Android,0
C10410,22,74653.0,5,0,Silver,Seoul,2024-11-16,iOS,0
C10411,65,70676.0,1,0,Basic,Daegu,2025-08-20,iOS,0
C10412,36,53246.0,8,2,Silver,Busan,2025-08-20,iOS,1
C10413,44,34865.0,6,1,Basic,Daegu,2023-11-20,Android,1
C10414,66,77725.0,7,0,Silver,Busan,2023-09-29,iOS,0
C10415,27,95992.0,11,1,Basic,Daejeon,2024-03-16,Android,0
C10416,22,5609.0,8,2,Gold,Seoul,2024-08-17,Web,0
C10417,38,67744.0,7,4,Basic,Busan,2025-11-28,Android,1
C10418,32,22736.0,8,1,Silver,Seoul,2023-07-18,Android,0
C10419,45,48773.0,3,3,Basic,Seoul,2024-09-13,Android,0
C10420,44,91897.0,8,2,Silver,Daejeon,2025-02-03,Web,0
C10421,24,,5,3,Silver,Daegu,2024-06-05,Web,1
C10422,57,68059.0,5,1,Basic,Busan,,iOS,0
C10423,48,57897.0,5,1,Basic,Seoul,2024-07-19,iOS,0
C10424,20,61161.0,9,2,Basic,Seoul,2025-09-13,Android,0
C10425,30,68010.0,9,0,Silver,Daegu,2024-09-07,iOS,0
C10426,57,58129.0,10,0,Basic,Seoul,2025-10-24,Android,0
C10427,19,68960.0,5,3,Basic,Daejeon,2026-02-22,Android,0
C10428,29,52353.0,7,2,Silver,Seoul,2024-03-05,Web,0
C10429,59,,9,0,Silver,Daegu,2023-08-15,Android,0
C10430,58,83212.0,6,3,Silver,Daegu,,Android,0
C10431,37,38371.0,6,3,Basic,Daegu,2023-07-02,iOS,0
C10432,27,117525.0,4,2,Gold,Daejeon,2024-02-04,Android,0
C10433,68,,8,1,Basic,Seoul,2023-12-05,Web,0
C10434,32,68698.0,3,3,Silver,Daegu,2026-03-24,iOS,0
C10435,54,54339.0,9,0,Silver,Daejeon,2026-01-10,Android,0
C10436,47,13760.0,8,0,Gold,Seoul,2023-03-15,Web,0
C10437,62,87256.0,4,2,Silver,Seoul,2023-06-21,Android,0
C10438,19,83136.0,11,0,Basic,Busan,2024-03-26,iOS,0
C10439,30,44255.0,9,2,Basic,Seoul,2026-03-29,Android,1
C10440,59,77119.0,10,1,Gold,Daejeon,2024-05-17,Web,0
C10441,50,61857.0,8,3,Gold,Daejeon,2025-05-24,iOS,0
C10442,54,84314.0,6,0,Basic,Busan,2023-12-26,Android,0
C10443,31,56229.0,7,0,Gold,Daejeon,2024-03-03,Android,0
C10444,69,64953.0,5,2,Basic,Seoul,2026-02-16,iOS,0
C10445,54,64519.0,1,3,Silver,Seoul,2026-02-14,iOS,1
C10446,19,49483.0,7,3,Basic,Seoul,2024-11-21,iOS,0
C10447,29,42107.0,5,3,Basic,Daegu,2023-01-11,Android,0
C10448,32,52231.0,10,0,Basic,Daegu,2024-02-28,iOS,1
C10449,66,34101.0,12,2,Basic,Seoul,2026-05-21,Android,0
C10450,54,44467.0,6,3,Silver,Seoul,2024-08-24,iOS,1
C10451,29,70181.0,14,2,Silver,Seoul,2024-11-27,iOS,0
C10452,22,66661.0,7,2,Basic,Busan,2024-02-21,iOS,0
C10453,45,33143.0,3,2,Basic,Busan,2023-11-12,Web,0
C10454,57,44590.0,8,1,Gold,Busan,2025-06-27,Android,0
C10455,59,41804.0,5,1,Gold,Daegu,2026-04-14,iOS,0
C10456,42,99939.0,6,4,Silver,Seoul,2024-05-26,iOS,0
C10457,34,55399.0,6,2,Gold,Daejeon,2025-03-24,Web,0
C10458,58,67861.0,4,4,Silver,Daegu,2025-07-30,Android,0
C10459,67,56234.0,2,3,Basic,Seoul,2025-02-20,iOS,1
C10460,50,57493.0,7,4,Basic,Busan,2023-10-09,Android,0
C10461,42,68335.0,8,2,Basic,Daejeon,2024-01-28,iOS,0
C10462,24,60778.0,8,1,Basic,Busan,2025-04-30,Android,0
C10463,47,44726.0,0,2,Basic,Busan,2023-11-02,Web,0
C10464,53,5000.0,1,1,Gold,Daejeon,2025-07-31,iOS,0
C10465,35,51249.0,5,2,Silver,Daejeon,2024-02-19,Android,0
C10466,42,52298.0,5,0,Silver,Daegu,2025-01-22,Android,0
C10467,48,21147.0,9,4,Basic,Seoul,2023-09-25,Android,0
C10468,34,28488.0,7,1,Basic,Daegu,2023-08-07,iOS,0
C10469,19,32236.0,9,0,Basic,Busan,2024-01-26,iOS,0
C10470,55,5000.0,8,0,Basic,Seoul,2024-03-22,iOS,0
C10471,53,74767.0,9,1,Basic,Seoul,2023-06-21,Android,0
C10472,55,43942.0,10,0,Silver,Daejeon,2026-04-21,Android,0
C10473,32,58386.0,6,1,Basic,Daegu,2023-08-06,Android,0
C10474,63,94001.0,9,0,Silver,Seoul,2023-10-03,iOS,0
C10475,66,61709.0,8,2,Basic,Daejeon,2025-06-19,Android,0
C10476,55,54086.0,11,1,Gold,Daegu,2023-04-12,Android,0
C10477,28,86897.0,8,1,Silver,Seoul,2025-01-02,iOS,0
C10478,42,97879.0,7,3,Basic,Daegu,2026-01-19,iOS,0
C10479,53,28310.0,7,3,Silver,Daejeon,2023-06-02,Android,0
C10480,43,47844.0,9,3,Basic,Daejeon,2023-04-10,Android,0
C10481,43,61206.0,9,2,Silver,Daegu,2023-01-09,Android,0
C10482,69,71175.0,4,1,Gold,Seoul,2025-11-07,Android,0
C10483,46,63607.0,7,0,Basic,Busan,2025-08-07,Android,0
C10484,49,49383.0,8,0,Gold,Seoul,2024-01-22,iOS,0
C10485,63,107071.0,6,1,,Daejeon,2024-11-04,iOS,0
C10486,69,49496.0,9,4,Gold,Daegu,2025-03-04,Android,0
C10487,30,58537.0,8,4,Basic,Seoul,2024-11-02,iOS,0
C10488,53,85368.0,7,0,Basic,Daejeon,2026-02-05,iOS,0
C10489,41,63061.0,2,3,Silver,Busan,2024-09-10,iOS,0
C10490,28,98299.0,2,2,Basic,Seoul,2024-04-02,iOS,0
C10491,50,77747.0,13,0,Gold,Daejeon,2024-06-19,Android,0
C10492,63,70536.0,4,3,Basic,Daejeon,2023-07-11,Web,0
C10493,65,61428.0,5,0,Basic,Seoul,2023-01-11,Android,0
C10494,22,79781.0,6,0,Basic,Daejeon,2025-05-07,Android,0
C10495,29,90541.0,7,2,Silver,Daejeon,2026-04-06,Android,0
C10496,51,78622.0,6,2,Silver,Seoul,2026-04-23,Android,0
C10497,44,67033.0,5,3,Silver,Daegu,2025-05-25,iOS,0
C10498,53,89292.0,7,1,Basic,Busan,2024-02-17,Android,0
C10499,43,77555.0,7,3,Silver,Busan,2025-05-20,Android,0
C10500,64,51792.0,6,4,Basic,Daejeon,2024-03-17,Web,0
C10501,24,53897.0,10,4,Gold,Busan,2026-03-16,Web,0
C10502,66,73391.0,10,1,Gold,Daejeon,2023-08-27,iOS,0
C10503,25,56144.0,7,0,Gold,Busan,2026-02-17,iOS,0
C10504,40,35984.0,6,1,Basic,Daegu,2024-04-01,iOS,0
C10505,31,15177.0,9,0,Basic,Daegu,2025-01-06,Android,0
C10506,19,74909.0,9,3,Gold,Seoul,2025-02-24,Android,0
C10507,32,61936.0,8,2,Basic,Seoul,2025-02-22,Android,0
C10508,53,70624.0,7,1,Gold,Busan,2023-12-10,iOS,0
C10509,63,76545.0,13,0,Basic,Daegu,2024-02-13,Android,0
C10510,30,30205.0,5,4,Silver,Seoul,2023-09-27,iOS,0
C10511,34,77929.0,11,0,Silver,Seoul,2023-06-20,iOS,0
C10512,23,71245.0,8,2,Silver,Seoul,2025-06-16,iOS,0
C10513,29,41865.0,6,3,Gold,Seoul,2023-12-15,Android,0
C10514,65,72371.0,9,0,Basic,Seoul,2025-01-06,Android,0
C10515,37,46071.0,7,0,,Busan,2023-06-09,Android,0
C10516,28,77037.0,9,1,Basic,Daejeon,2024-07-11,Android,0
C10517,19,42554.0,9,2,Silver,Busan,,iOS,0
C10518,63,54697.0,6,1,Basic,Daegu,2024-04-16,iOS,0
C10519,24,66377.0,4,1,Silver,Seoul,2026-01-04,iOS,0
C10520,52,56849.0,8,0,Gold,Seoul,2024-12-15,Android,0
C10521,55,68051.0,6,2,Basic,Seoul,2025-04-23,Android,0
C10522,28,59639.0,6,4,Basic,Busan,2024-09-14,iOS,0
C10523,60,22951.0,10,1,Gold,Daejeon,2024-01-26,Android,0
C10524,36,76477.0,8,3,Silver,Daegu,2023-08-18,Android,0
C10525,47,49055.0,10,2,Silver,Daejeon,2023-06-22,Android,0
C10526,39,67998.0,8,1,Basic,Daegu,2024-07-07,Android,0
C10527,25,26266.0,17,3,Basic,Seoul,2026-01-04,iOS,0
C10528,20,70554.0,5,2,Basic,Daegu,2024-06-07,Android,0
C10529,59,74494.0,3,2,Silver,Seoul,2025-03-12,iOS,0
C10530,65,43847.0,5,4,Silver,Seoul,2024-06-30,Android,0
C10531,58,70782.0,6,1,Basic,Busan,2023-11-30,Android,1
C10532,46,33113.0,6,2,Gold,Seoul,2025-08-31,iOS,0
C10533,35,73578.0,4,1,Silver,Seoul,2025-01-25,iOS,0
C10534,63,42659.0,3,1,,Daegu,2026-04-12,Web,0
C10535,45,,8,1,Basic,Seoul,2023-08-10,Android,0
C10536,49,55213.0,10,3,Silver,Seoul,2023-02-06,Android,0
C10537,61,79884.0,3,1,Silver,Daejeon,2024-02-07,Android,0
C10538,49,56206.0,4,1,Gold,Busan,2024-05-21,iOS,0
C10539,40,98720.0,4,0,Basic,Daegu,2025-06-01,iOS,0
C10540,50,63378.0,6,2,Silver,Daegu,2025-10-27,Android,0
C10541,60,77203.0,6,3,Silver,Daegu,2024-03-24,Android,0
C10542,39,74737.0,7,2,Silver,Seoul,2025-08-04,Android,0
C10543,47,49461.0,8,0,Basic,Seoul,2024-05-31,Android,0
C10544,48,80796.0,11,0,Silver,Daegu,,Android,0
C10545,59,96120.0,6,2,Gold,Seoul,2024-07-27,iOS,0
C10546,67,104365.0,10,1,Silver,Daegu,2025-05-26,Android,0
C10547,57,91116.0,8,2,Silver,Busan,2024-03-07,Android,0
C10548,42,85641.0,9,1,Silver,Daegu,2023-07-16,Android,0
C10549,38,12868.0,9,3,Silver,Busan,2023-10-26,iOS,0
C10550,31,62562.0,6,3,Gold,Daejeon,2025-08-10,Android,0
C10551,67,58739.0,4,1,Silver,Seoul,2025-11-15,Android,0
C10552,69,58375.0,8,1,Silver,Daejeon,2024-05-16,iOS,0
C10553,33,92716.0,8,3,Basic,Daegu,2023-10-23,iOS,0
C10554,67,49170.0,9,0,Basic,Daegu,2025-12-05,Android,0
C10555,57,89158.0,7,4,Basic,Busan,2023-09-07,Android,1
C10556,62,91337.0,12,0,Basic,Daegu,2023-08-04,Android,0
C10557,25,81875.0,9,3,Gold,Busan,2026-03-30,iOS,0
C10558,58,73056.0,1,1,Silver,Seoul,2024-05-06,iOS,0
C10559,47,88875.0,6,4,Basic,Seoul,2023-10-14,Android,0
C10560,29,96433.0,6,0,Silver,Seoul,2026-01-29,Android,0
C10561,37,30497.0,6,1,Basic,Busan,2024-07-19,Android,0
C10562,36,58832.0,8,1,Basic,Daegu,2024-10-05,Android,1
C10563,51,69616.0,2,2,Basic,Daegu,2023-05-01,Android,0
C10564,33,56374.0,5,3,Gold,Seoul,2023-04-19,iOS,0
C10565,21,78118.0,6,2,Basic,Daegu,2023-05-31,iOS,0
C10566,19,69044.0,9,0,Silver,Daejeon,2023-08-19,iOS,0
C10567,33,33947.0,10,1,Silver,Seoul,2023-10-10,iOS,0
C10568,49,63829.0,7,3,Silver,Seoul,2025-01-15,iOS,0
C10569,25,134439.0,9,1,Silver,Busan,2025-09-15,iOS,0
C10570,33,73561.0,9,3,Basic,Busan,2024-08-12,Android,0
C10571,36,52884.0,7,2,Basic,Daejeon,2024-03-06,Android,1
C10572,19,78189.0,6,1,Basic,Seoul,2025-01-03,Android,0
C10573,42,70385.0,4,1,Basic,Busan,2026-04-05,Android,0
C10574,53,74313.0,7,1,Basic,Daejeon,2026-01-19,Web,0
C10575,25,74308.0,3,1,Basic,Seoul,2025-05-01,Android,0
C10576,26,52421.0,8,4,Basic,Seoul,2026-01-11,Android,1
C10577,63,63377.0,8,2,Basic,Seoul,2026-03-12,Android,0
C10578,28,59614.0,6,2,Basic,Seoul,2024-03-23,iOS,0
C10579,22,58276.0,6,0,Silver,Busan,2023-09-06,Android,0
C10580,44,50009.0,5,0,Gold,Busan,2023-12-10,Android,0
C10581,34,27473.0,12,2,Silver,Seoul,2024-09-16,Web,0
C10582,34,98212.0,5,1,Gold,Busan,2023-07-23,Android,0
C10583,58,54651.0,12,2,Basic,Daegu,2024-02-12,Web,0
C10584,66,65553.0,6,1,Silver,Seoul,2023-02-24,Android,0
C10585,27,21671.0,4,1,Basic,Daejeon,2023-01-25,Web,0
C10586,58,89658.0,8,3,Basic,Busan,2025-09-25,iOS,1
C10587,25,48324.0,12,0,Basic,Daejeon,2024-01-16,Android,0
C10588,66,84711.0,10,3,Silver,Busan,2023-02-12,Android,0
C10589,20,66492.0,7,1,Gold,Daegu,2026-01-13,iOS,0
C10590,30,44844.0,9,0,Basic,Busan,2023-07-25,Android,0
C10591,22,55416.0,4,2,Basic,Daegu,,iOS,0
C10592,19,31338.0,11,2,Gold,Seoul,2025-12-30,Android,0
C10593,37,62443.0,10,1,Gold,Seoul,2023-05-19,Android,0
C10594,24,71745.0,6,0,Silver,Busan,2025-02-26,Android,1
C10595,68,94500.0,10,2,Silver,Busan,2025-09-20,Web,0
C10596,22,80048.0,5,1,Basic,Daegu,2025-10-29,iOS,0
C10597,69,71147.0,4,3,Basic,Busan,2024-08-22,Android,1
C10598,54,64462.0,10,0,Silver,Daegu,2023-12-17,iOS,0
C10599,29,90353.0,2,3,Gold,Daejeon,2024-12-10,Android,0
C10600,64,109405.0,7,1,Silver,Daejeon,2025-07-29,iOS,0
C10601,41,52689.0,11,3,Basic,Daejeon,2023-01-21,Web,0
C10602,52,93588.0,6,1,Silver,Daejeon,2026-03-13,iOS,0
C10603,31,72871.0,9,2,Basic,Daejeon,2023-03-04,Web,0
C10604,57,33038.0,4,2,Basic,Seoul,2025-03-18,Android,0
C10605,39,65912.0,7,3,Basic,Seoul,2023-03-08,iOS,0
C10606,23,65044.0,5,1,Gold,Busan,2025-12-08,Android,0
C10607,41,47208.0,11,1,Silver,Seoul,2023-11-15,Android,0
C10608,33,57984.0,3,1,Basic,Seoul,2025-03-16,Android,0
C10609,39,11495.0,12,0,Gold,Seoul,2024-01-28,Android,1
C10610,47,57074.0,4,0,Gold,Daejeon,2025-02-24,Android,0
C10611,35,44752.0,7,4,Gold,Busan,2025-11-01,iOS,0
C10612,21,30930.0,9,5,Silver,Daejeon,2024-01-01,Android,0
C10613,31,78006.0,9,2,Silver,Daegu,2024-03-27,iOS,0
C10614,37,47614.0,6,2,Silver,Seoul,2024-03-20,Android,0
C10615,63,49427.0,5,1,Basic,Busan,2023-03-12,iOS,0
C10616,63,48137.0,6,0,Basic,Seoul,2024-11-12,iOS,0
C10617,54,74560.0,10,2,Silver,Seoul,2023-03-29,iOS,0
C10618,26,52341.0,3,2,Basic,Seoul,2023-10-26,iOS,0
C10619,61,71642.0,8,2,Gold,Busan,2023-03-20,iOS,0
C10620,45,114079.0,7,1,Gold,Daejeon,2025-06-03,Android,0
C10621,67,75383.0,6,2,,Seoul,2023-02-21,Web,0
C10622,39,46503.0,1,1,Gold,Daejeon,2025-06-14,iOS,0
C10623,59,46695.0,8,1,Gold,Seoul,2025-10-27,Android,0
C10624,36,74488.0,6,3,Gold,Daegu,2024-12-10,iOS,0
C10625,47,59570.0,1,1,Silver,Daegu,2025-08-17,iOS,0
C10626,44,47781.0,12,1,Silver,Busan,2026-02-09,Android,0
C10627,68,32864.0,4,5,Basic,Seoul,2023-10-26,Android,0
C10628,34,67124.0,6,3,Basic,Seoul,2023-06-11,iOS,1
C10629,58,52292.0,6,3,Silver,Daejeon,2023-03-14,iOS,0
C10630,50,97303.0,4,3,Basic,Daejeon,2025-07-17,iOS,0
C10631,45,107150.0,6,1,Basic,Daegu,2023-08-19,Android,0
C10632,39,99373.0,7,2,Basic,Daegu,2025-06-10,iOS,0
C10633,26,99706.0,5,4,Basic,Seoul,2025-01-25,iOS,0
C10634,49,88736.0,8,2,Basic,Seoul,2025-09-20,Web,0
C10635,28,87536.0,8,2,Basic,Seoul,2025-09-08,iOS,0
C10636,37,63455.0,9,0,Basic,Busan,2023-11-02,iOS,0
C10637,40,71264.0,8,0,Basic,Daejeon,2023-02-17,iOS,0
C10638,41,94633.0,7,4,Silver,Busan,2025-07-07,Web,0
C10639,21,67022.0,10,1,Basic,Seoul,2025-07-30,Web,0
C10640,43,105560.0,4,1,Gold,Daegu,2026-03-24,Web,0
C10641,41,58631.0,6,4,Gold,Busan,2023-01-12,Android,0
C10642,32,64379.0,10,3,Silver,Seoul,2026-04-06,Android,0
C10643,51,78850.0,13,2,Basic,Seoul,2025-09-15,iOS,0
C10644,45,47769.0,11,2,Gold,Busan,2025-09-14,iOS,0
C10645,64,68427.0,10,1,,Daejeon,2025-06-04,iOS,1
C10646,56,38898.0,7,3,Silver,Busan,2025-03-07,Android,0
C10647,61,43540.0,6,0,Basic,Daejeon,2024-04-28,Android,1
C10648,53,47194.0,6,2,Silver,Daegu,2025-11-21,iOS,1
C10649,27,67863.0,7,3,Silver,Daejeon,2024-05-28,Android,0
C10650,46,45535.0,6,1,Silver,Seoul,2023-07-26,Android,0
C10651,65,47452.0,6,0,Silver,Busan,2025-06-14,Web,0
C10652,19,32827.0,4,2,Basic,Daejeon,2025-01-20,Android,0
C10653,22,30774.0,11,4,Silver,Daejeon,2026-04-06,iOS,0
C10654,43,48945.0,8,3,Basic,Seoul,2023-03-01,Web,0
C10655,62,,6,2,Silver,Daejeon,2026-05-18,iOS,0
C10656,38,57366.0,8,3,Basic,Seoul,2024-06-01,Android,0
C10657,62,25931.0,5,1,Silver,Seoul,2025-03-31,Web,0
C10658,46,33371.0,8,3,Gold,Seoul,,iOS,0
C10659,36,86756.0,10,2,Silver,Busan,2024-02-08,Web,0
C10660,42,75097.0,4,0,Basic,Seoul,2023-02-26,Web,0
C10661,28,87737.0,7,2,Basic,Busan,2025-01-13,iOS,0
C10662,24,70447.0,3,2,Silver,Daegu,2023-07-10,Android,0
C10663,57,64375.0,8,3,Basic,Seoul,2025-12-27,Web,0
C10664,65,24427.0,8,0,Basic,Seoul,2024-08-17,Web,0
C10665,53,19564.0,7,1,Gold,Seoul,2026-04-17,iOS,0
C10666,56,75598.0,8,0,Silver,Busan,2023-06-13,Android,0
C10667,30,73264.0,7,0,Basic,Busan,2024-10-20,Web,0
C10668,22,35373.0,7,2,Basic,Seoul,2024-10-22,Android,0
C10669,54,29416.0,7,2,Silver,Seoul,2024-04-15,Web,0
C10670,38,101539.0,10,1,Gold,Daejeon,2026-04-14,Android,0
C10671,44,51613.0,4,1,Gold,Seoul,2025-08-02,Android,0
C10672,51,104334.0,4,4,Silver,Daejeon,2026-02-19,Web,1
C10673,56,85484.0,8,1,Basic,Busan,2024-04-04,Web,0
C10674,38,48739.0,12,2,Basic,Daegu,2026-05-05,Android,0
C10675,69,49483.0,5,3,Silver,Seoul,2024-11-29,Android,1
C10676,53,63118.0,10,0,Basic,Daegu,2024-11-12,iOS,1
C10677,59,26907.0,3,1,Basic,Daejeon,2025-07-23,Android,0
C10678,46,104619.0,6,0,Basic,Seoul,2025-04-16,iOS,0
C10679,56,,12,2,Basic,Busan,2026-03-13,Web,0
C10680,24,61622.0,7,0,Basic,Daegu,2024-03-04,iOS,0
C10681,60,93153.0,0,3,Gold,Daejeon,2025-04-29,Android,0
C10682,52,137350.0,8,2,Gold,Seoul,2024-04-23,iOS,0
C10683,42,57980.0,7,0,,Busan,2026-03-01,Android,0
C10684,21,90373.0,8,2,Basic,Busan,2023-03-08,Web,0
C10685,20,64601.0,7,1,Silver,Seoul,2023-07-15,iOS,0
C10686,38,53275.0,8,1,Basic,Seoul,2025-12-07,Android,1
C10687,44,86254.0,2,2,Gold,Daejeon,2026-02-07,Android,0
C10688,54,37719.0,4,2,Silver,Daejeon,2025-02-02,Android,0
C10689,37,64680.0,5,0,Basic,Busan,2024-08-19,iOS,0
C10690,61,78958.0,9,3,Gold,Seoul,2023-10-24,iOS,0
C10691,50,112749.0,5,1,Gold,Seoul,2023-10-23,Web,0
C10692,25,54630.0,4,1,Basic,Seoul,2025-05-27,iOS,0
C10693,33,67571.0,8,2,Basic,Seoul,2025-12-19,Web,0
C10694,28,62748.0,5,0,Silver,Daegu,2024-05-14,Android,0
C10695,35,59045.0,13,0,Basic,Seoul,2023-03-06,iOS,0
C10696,26,39192.0,7,4,Gold,Daegu,2024-12-09,iOS,1
C10697,54,63043.0,7,1,,Seoul,2024-03-17,iOS,0
C10698,24,26821.0,6,3,Silver,Busan,2025-08-01,Android,0
C10699,32,62084.0,10,1,Silver,Seoul,2025-01-25,Android,0
C10700,27,65887.0,6,0,Basic,Daegu,2023-02-24,Android,0
C10701,59,68951.0,4,2,Silver,Daejeon,2023-02-10,iOS,0
C10702,65,41018.0,7,2,Gold,Daejeon,2024-04-22,iOS,0
C10703,46,62284.0,8,0,Silver,Busan,2023-05-27,iOS,0
C10704,26,38739.0,11,1,Gold,Seoul,2023-05-03,iOS,0
C10705,49,85606.0,5,0,Basic,Daegu,2023-10-10,iOS,0
C10706,45,46885.0,9,1,Silver,Daegu,2026-03-05,Android,0
C10707,46,92781.0,5,2,Basic,Daegu,2026-04-23,Web,0
C10708,39,80978.0,10,1,Gold,Busan,2023-09-03,Web,0
C10709,38,57393.0,7,1,Gold,Busan,2025-04-28,Android,0
C10710,57,54548.0,10,1,Gold,Daejeon,2026-01-17,iOS,0
C10711,62,47062.0,10,2,Basic,Seoul,2024-07-17,Android,0
C10712,40,61638.0,13,0,Silver,Daegu,2023-08-30,iOS,0
C10713,21,84706.0,3,2,Basic,Daejeon,2023-01-18,Android,0
C10714,41,57117.0,3,2,Basic,Daejeon,2025-12-13,iOS,0
C10715,55,41626.0,5,2,Silver,Seoul,2024-02-19,Android,0
C10716,41,38927.0,6,1,Silver,Busan,2023-08-01,Web,0
C10717,60,31200.0,3,2,Silver,Busan,2025-04-15,iOS,1
C10718,67,77038.0,2,0,Silver,Seoul,2024-04-09,Android,0
C10719,58,74150.0,9,2,Gold,Daejeon,2023-05-13,Web,1
C10017,67,33442.0,8,4,Silver,Daejeon,2024-03-23,iOS,0
C10103,37,74665.0,9,0,Silver,Busan,2025-01-10,Android,0
C10255,46,48123.0,11,2,Basic,Daegu,2025-11-22,Android,0
C10411,65,70676.0,1,0,Basic,Daegu,2025-08-20,iOS,0
