shipment_id,order_date,distance_km,weight_kg,traffic_level,weather,vehicle_type,priority,driver_experience_years,warehouse_wait_min,package_type,temperature_c,delivery_time_min
SHP00278,2026-05-31,154.8,11.4,high,rain,van,same_day,6.1,6.5,medium,1.2,192.7
SHP00279,2026-06-06,52.8,11.8,medium,clear,van,normal,0.9,6.1,medium,12.6,113.6
SHP00280,2026-06-13,34.7,,low,clear,bike,normal,2.0,3.2,small,-1.3,70.0
SHP00281,2026-06-23,174.5,14.5,low,clear,van,normal,3.4,33.7,medium,3.8,206.8
SHP00282,2026-07-16,59.5,11.0,medium,clear,car,same_day,4.5,19.9,medium,3.4,96.1
SHP00283,2026-07-30,15.4,5.8,high,clear,car,normal,5.5,22.1,large,1.1,92.1
SHP00284,2026-07-24,176.7,12.9,low,clear,van,same_day,2.4,22.4,fragile,26.1,165.4
SHP00285,2026-07-27,162.9,3.1,medium,clear,van,normal,3.2,30.3,small,13.6,210.5
SHP00286,2026-05-14,123.6,8.1,medium,clear,van,normal,7.2,11.8,,-0.5,174.1
SHP00287,2026-07-31,148.3,3.3,low,rain,car,express,4.5,17.1,large,5.8,170.1
SHP00288,2026-05-22,9.4,9.6,high,clear,bike,normal,8.9,24.1,small,15.9,88.0
SHP00289,2026-05-31,116.0,16.4,medium,clear,car,express,7.8,29.3,small,-2.8,116.7
SHP00290,2026-07-30,164.5,10.7,high,clear,car,same_day,3.3,25.0,medium,11.1,195.9
SHP00291,2026-07-29,62.0,3.1,medium,clear,car,normal,6.2,31.2,large,26.0,108.8
SHP00292,2026-06-11,134.6,3.6,high,clear,van,normal,0,19.2,fragile,4.7,202.6
SHP00293,2026-05-12,143.1,13.4,low,clear,car,express,4.8,19.2,medium,2.4,130.3
SHP00294,2026-07-18,65.5,1.6,high,,van,normal,4.3,20.4,small,24.7,138.9
SHP00295,2026-05-18,137.6,0.3,low,clear,van,express,6.2,8.3,medium,28.6,144.0
SHP00296,2026-06-09,45.7,0.3,low,clear,car,normal,1.7,16.4,medium,25.0,73.6
SHP00297,2026-06-08,40.1,6.7,medium,clear,car,same_day,3.7,12.2,small,14.4,47.2
SHP00298,2026-07-01,135.8,1.0,low,rain,bike,express,3.7,16.8,medium,23.9,150.9
SHP00299,2026-05-13,43.4,16.0,medium,clear,bike,normal,1.4,0,medium,31.3,84.1
SHP00300,2026-07-15,37.4,10.1,high,clear,car,normal,10.2,9.4,small,-1.7,98.9
SHP00301,2026-05-20,47.6,1.9,medium,clear,van,normal,2.9,20.7,medium,16.7,98.7
SHP00302,2026-05-14,115.0,16.5,low,clear,car,normal,6.0,16.8,large,2.0,123.9
SHP00303,2026-07-05,76.7,3.1,low,rain,van,express,,16.1,small,28.0,81.2
SHP00304,2026-06-07,10.0,7.0,high,clear,car,normal,7.9,29.1,medium,1.2,103.9
SHP00305,2026-07-12,162.2,9.0,medium,rain,car,normal,1.1,23.4,medium,7.6,210.4
SHP00306,2026-06-19,23.4,6.2,low,clear,car,express,4.2,5.7,fragile,25.3,49.7
SHP00307,2026-05-13,35.9,7.2,high,clear,car,normal,4.5,11.8,medium,5.5,88.3
SHP00308,2026-06-01,82.1,10.6,medium,clear,car,express,6.6,25.0,small,2.5,117.3
SHP00309,2026-05-14,125.5,9.8,medium,snow,bike,normal,4.8,19.2,small,0.4,173.9
SHP00310,2026-06-09,92.8,6.4,high,clear,van,normal,,3.6,medium,1.4,153.1
SHP00311,2026-05-25,74.2,0.3,medium,rain,van,normal,9.0,9.8,fragile,16.5,148.0
SHP00312,2026-08-11,30.0,,medium,clear,car,normal,1.2,0,medium,4.1,66.0
SHP00313,2026-05-10,148.2,9.6,medium,clear,car,normal,6.4,10.0,medium,10.4,182.8
SHP00314,2026-07-22,126.6,8.2,medium,snow,car,normal,7.6,16.2,small,21.1,180.8
SHP00315,2026-05-08,159.6,3.3,high,clear,bike,express,6.5,18.6,large,25.8,192.5
SHP00316,2026-05-28,157.4,13.0,high,clear,van,express,4.6,18.7,small,18.8,189.9
SHP00317,2026-05-19,104.6,1.6,medium,rain,van,normal,6.0,10.7,large,10.6,150.8
SHP00318,2026-06-25,53.1,4.5,medium,clear,van,normal,7.5,5.4,small,9.2,95.7
SHP00319,2026-07-04,159.6,8.4,medium,rain,car,same_day,9.4,14.9,small,3.0,163.4
SHP00320,2026-07-21,104.0,13.9,medium,rain,car,normal,7.1,28.8,medium,31.8,155.5
SHP00321,2026-06-24,119.1,0.3,low,clear,car,express,4.9,24.0,small,32.4,125.3
SHP00322,2026-05-20,44.4,12.1,low,clear,car,express,0.2,15.0,medium,21.4,53.1
SHP00323,2026-07-21,84.6,16.8,high,clear,van,express,7.8,34.7,small,-3.0,153.6
SHP00324,2026-06-22,69.2,5.7,medium,clear,bike,normal,,20.3,large,1.2,118.1
SHP00325,2026-07-28,55.5,12.3,medium,,van,express,0,9.1,large,32.7,131.8
SHP00326,2026-08-07,132.0,11.3,medium,clear,car,same_day,3.4,5.9,large,9.9,129.8
SHP00327,2026-05-15,127.6,10.3,high,clear,van,normal,2.6,17.7,medium,12.4,185.7
SHP00328,2026-07-01,150.7,5.7,high,clear,car,normal,6.2,24.9,medium,32.2,208.0
SHP00329,2026-06-22,156.0,4.1,medium,clear,van,express,7.7,14.3,medium,16.8,155.0
SHP00330,2026-06-09,86.3,12.0,medium,,car,same_day,0,10.3,fragile,17.3,90.5
SHP00331,2026-07-11,4.0,14.2,medium,clear,car,express,,21.6,fragile,18.2,43.0
SHP00332,2026-07-25,39.8,0.7,medium,clear,van,express,9.3,18.6,large,25.2,61.2
SHP00333,2026-05-16,45.6,,low,clear,car,same_day,8.9,19.1,large,29.5,65.0
SHP00334,2026-07-30,61.2,2.0,medium,clear,car,express,6.3,11.7,,21.2,86.6
SHP00335,2026-07-12,143.8,3.9,medium,rain,van,express,4.0,14.5,fragile,5.3,165.8
SHP00336,2026-05-23,60.5,6.8,low,clear,van,normal,3.9,24.7,medium,32.1,80.1
SHP00337,2026-05-09,97.5,2.4,medium,clear,bike,same_day,6.1,30.9,small,12.9,113.4
SHP00338,2026-07-24,44.5,7.0,medium,clear,car,normal,2.4,20.5,large,28.3,102.9
SHP00339,2026-07-17,27.8,9.6,medium,clear,car,normal,3.7,27.3,medium,29.2,104.7
SHP00340,2026-07-31,86.5,3.9,medium,rain,bike,normal,6.7,14.3,large,11.6,138.4
SHP00341,2026-06-28,91.8,5.8,medium,clear,bike,normal,3.0,24.8,fragile,28.0,131.7
SHP00342,2026-07-14,118.0,16.8,low,clear,van,same_day,2.6,19.0,,8.7,116.6
SHP00343,2026-07-23,147.8,7.0,medium,clear,bike,express,2.0,19.5,large,7.0,183.4
SHP00344,2026-07-12,100.9,3.8,medium,snow,car,express,0.9,33.3,large,20.4,168.2
SHP00345,2026-08-06,53.6,11.0,medium,rain,van,normal,2.5,9.6,small,14.1,113.9
SHP00346,2026-06-04,91.6,6.9,medium,rain,van,normal,2.9,23.7,large,11.4,164.6
SHP00347,2026-05-29,139.5,9.3,medium,clear,car,normal,6.3,27.4,medium,31.5,180.9
SHP00348,2026-06-08,136.2,17.5,medium,rain,car,express,7.5,13.3,large,32.6,177.8
SHP00349,2026-06-19,24.6,25.3,medium,clear,bike,express,5.2,13.3,small,-1.8,95.7
SHP00350,2026-05-06,100.5,6.8,high,rain,car,express,4.6,22.1,large,27.6,145.2
SHP00351,2026-06-22,114.5,11.7,medium,rain,car,express,8.5,12.1,small,15.0,155.4
SHP00352,2026-05-14,15.0,6.9,medium,clear,van,normal,6.4,11.6,small,24.7,52.4
SHP00353,2026-05-12,105.1,2.9,medium,clear,car,express,,18.9,small,23.7,125.0
SHP00354,2026-05-21,29.0,10.8,high,clear,car,normal,8.1,2.5,medium,16.7,97.4
SHP00355,2026-05-24,145.4,5.2,medium,snow,car,express,1.7,10.2,small,-0.7,187.5
SHP00356,2026-05-20,55.7,9.3,low,clear,van,express,3.8,20.8,small,2.4,47.2
SHP00357,2026-05-10,127.3,4.8,medium,clear,bike,normal,6.9,18.8,fragile,29.8,151.0
SHP00358,2026-08-01,100.3,8.4,medium,rain,van,normal,0,25.6,medium,28.8,156.0
SHP00359,2026-05-11,115.9,7.6,high,clear,car,normal,,24.1,small,8.9,173.4
SHP00360,2026-05-03,8.8,10.6,low,clear,car,express,5.0,5.3,small,28.4,34.5
SHP00361,2026-05-22,113.7,3.8,medium,rain,van,express,5.9,18.2,medium,26.6,155.8
SHP00362,2026-07-08,97.2,12.6,high,clear,car,normal,6.0,19.7,medium,18.1,157.8
SHP00363,2026-05-24,74.7,10.6,high,clear,van,express,7.0,17.3,medium,14.7,136.5
SHP00364,2026-07-28,79.6,4.6,medium,rain,car,normal,1.1,16.4,medium,25.7,138.3
SHP00365,2026-05-23,34.3,6.1,medium,clear,car,express,6.6,23.0,medium,29.6,76.2
SHP00366,2026-06-11,143.8,16.5,medium,rain,van,normal,0.3,11.9,fragile,15.7,202.1
SHP00367,2026-05-09,70.2,16.7,low,snow,car,same_day,3.5,4.7,large,2.9,105.1
SHP00368,2026-06-14,52.8,5.6,low,clear,van,same_day,5.2,32.7,medium,7.0,76.4
SHP00369,2026-05-24,66.3,7.2,medium,clear,car,normal,3.2,21.6,medium,3.1,130.5
SHP00370,2026-07-04,80.3,3.8,medium,rain,car,normal,7.2,9.8,large,25.0,135.9
SHP00371,2026-07-02,140.3,7.2,medium,clear,car,normal,3.2,16.3,large,27.6,168.7
SHP00372,2026-06-03,105.3,17.3,low,snow,van,normal,4.2,16.5,medium,2.4,165.0
SHP00373,2026-05-20,136.2,4.6,low,clear,bike,normal,3.9,28.1,large,5.5,162.1
SHP00374,2026-08-08,81.9,14.8,low,clear,bike,same_day,8.3,10.0,small,27.1,95.3
SHP00375,2026-07-03,99.2,12.6,high,clear,bike,express,0,9.1,small,21.5,142.5
SHP00376,2026-06-16,120.7,4.5,medium,clear,car,normal,4.6,28.4,medium,-0.9,155.6
SHP00377,2026-05-13,17.8,1.8,low,clear,bike,normal,4.1,21.4,medium,9.9,63.3
SHP00378,2026-07-13,116.8,10.5,medium,clear,car,same_day,8.7,17.6,small,4.8,124.0
SHP00379,2026-07-11,94.7,3.6,low,clear,car,express,0.7,14.4,small,12.6,83.3
SHP00380,2026-07-26,71.2,3.7,low,clear,car,normal,2.7,23.5,large,20.5,115.7
SHP00381,2026-06-21,90.9,9.5,high,clear,bike,normal,9.1,29.7,large,3.9,161.7
SHP00382,2026-05-17,64.5,9.6,medium,snow,bike,normal,3.0,26.1,small,21.4,119.1
SHP00383,2026-07-06,142.0,,medium,clear,car,same_day,2.8,25.1,large,9.8,158.7
SHP00384,2026-06-10,76.8,7.9,low,rain,van,express,2.9,12.8,fragile,7.5,108.4
SHP00385,2026-05-30,82.8,7.3,medium,rain,car,normal,6.4,16.0,small,20.8,126.7
SHP00386,2026-05-05,157.9,,medium,clear,van,normal,5.0,32.4,fragile,3.8,189.3
SHP00387,2026-07-12,14.0,8.6,low,rain,car,normal,5.9,23.3,medium,25.5,56.7
SHP00388,2026-08-09,6.0,16.9,medium,rain,car,normal,5.7,16.8,small,25.6,65.6
SHP00389,2026-08-07,160.4,2.7,medium,snow,van,normal,4.5,29.6,fragile,0.9,222.3
SHP00390,2026-05-19,132.1,2.1,high,clear,van,normal,3.3,0,medium,19.7,156.9
SHP00391,2026-05-04,62.7,5.3,medium,clear,car,same_day,4.5,23.0,medium,0.6,91.9
SHP00392,2026-06-05,71.9,7.5,low,clear,bike,normal,8.6,16.5,small,25.6,104.3
SHP00393,2026-05-12,135.2,0.3,medium,clear,van,normal,11.6,22.5,small,1.3,152.8
SHP00394,2026-05-05,173.8,13.8,medium,rain,car,normal,2.0,15.7,fragile,8.5,225.3
SHP00395,2026-08-01,4.0,10.3,low,rain,van,normal,6.9,12.0,fragile,32.9,68.7
SHP00396,2026-07-17,64.0,10.5,high,rain,bike,normal,1.1,22.6,small,5.3,161.7
SHP00397,2026-08-08,114.5,3.7,medium,clear,car,normal,2.6,7.9,small,16.3,131.7
SHP00398,2026-05-11,17.2,0.3,medium,clear,car,normal,3.0,18.9,large,0.0,80.1
SHP00399,2026-06-19,140.3,12.0,medium,clear,van,normal,6.2,23.3,medium,16.3,180.4
SHP00400,2026-06-23,5.6,,low,clear,van,normal,1.6,28.6,medium,14.5,38.0
SHP00401,2026-08-09,116.3,9.6,low,clear,car,normal,2.7,14.4,small,12.6,117.9
SHP00402,2026-05-08,179.0,8.4,medium,clear,bike,normal,3.0,111.4,medium,9.8,285.0
SHP00403,2026-05-29,126.6,10.3,high,clear,van,express,7.9,17.1,large,15.4,161.3
SHP00404,2026-08-14,173.3,13.8,high,clear,car,same_day,5.6,40.5,medium,25.1,208.2
SHP00405,2026-05-15,176.5,13.5,low,rain,car,normal,0,16.0,medium,6.4,192.0
SHP00406,2026-08-13,3.8,10.0,low,rain,car,normal,3.5,25.7,fragile,17.9,52.7
SHP00407,2026-05-11,174.4,0.3,medium,rain,van,express,6.1,19.8,medium,6.1,192.2
SHP00408,2026-07-12,149.3,3.0,medium,clear,van,same_day,5.3,9.9,fragile,12.4,158.3
SHP00409,2026-05-06,72.4,3.8,medium,clear,car,normal,2.8,19.7,large,22.5,120.3
SHP00410,2026-08-06,141.2,12.0,medium,clear,van,same_day,9.2,20.2,fragile,11.4,145.2
SHP00411,2026-06-04,115.6,1.6,medium,,bike,express,4.9,20.8,large,-0.3,162.9
SHP00412,2026-05-16,138.8,6.3,medium,clear,bike,normal,4.7,36.0,medium,4.8,192.3
SHP00413,2026-07-12,136.9,6.0,low,rain,van,express,3.8,9.2,medium,31.6,134.8
SHP00414,2026-05-29,147.8,4.5,medium,rain,car,same_day,6.0,33.0,medium,4.5,160.3
SHP00415,2026-06-09,121.5,19.6,low,clear,car,normal,0.5,24.2,large,8.0,160.2
SHP00416,2026-05-06,60.2,9.7,low,snow,van,express,3.6,5.1,medium,12.4,106.4
SHP00417,2026-05-23,127.8,17.0,medium,rain,car,express,7.3,10.1,medium,8.0,149.6
SHP00418,2026-05-11,23.4,8.0,medium,rain,van,normal,3.7,9.4,small,11.1,76.5
SHP00419,2026-07-19,54.2,0.3,medium,clear,car,same_day,5.0,23.1,small,-1.5,99.3
SHP00420,2026-05-10,79.5,5.6,medium,rain,car,normal,5.5,27.0,small,0.4,138.0
SHP00421,2026-08-14,97.4,9.5,medium,rain,van,normal,9.2,19.8,large,7.2,166.1
SHP00422,2026-06-22,2.6,4.5,high,clear,van,normal,3.0,21.8,small,20.5,81.8
SHP00423,2026-07-27,41.7,8.5,medium,clear,van,normal,4.8,5.1,medium,30.6,84.4
SHP00424,2026-06-22,43.8,9.9,medium,snow,bike,normal,6.2,26.8,medium,-0.2,121.8
SHP00425,2026-06-20,151.3,1.7,high,clear,car,normal,2.4,6.2,small,19.7,183.0
SHP00426,2026-05-03,91.4,3.3,medium,clear,car,express,8.0,12.3,medium,-1.1,116.7
SHP00427,2026-06-17,46.0,15.5,low,clear,car,express,1.7,22.1,medium,14.7,87.2
SHP00428,2026-06-17,10.1,8.9,medium,clear,car,normal,4.5,21.8,,17.7,67.8
SHP00429,2026-05-23,112.0,2.0,low,rain,bike,express,4.5,16.2,medium,0.3,129.7
SHP00430,2026-05-16,137.5,12.3,low,clear,van,normal,,26.5,small,27.5,160.9
SHP00431,2026-05-01,74.5,4.8,high,clear,car,normal,2.2,28.3,medium,26.4,151.4
SHP00432,2026-07-13,66.1,9.0,medium,clear,van,normal,8.9,17.6,large,17.6,111.9
SHP00433,2026-05-02,99.1,4.1,medium,clear,van,normal,7.5,15.4,large,30.6,141.5
SHP00434,2026-08-12,155.8,,high,clear,car,normal,8.2,32.7,large,11.6,219.7
SHP00435,2026-06-13,110.7,9.6,low,clear,car,same_day,8.5,11.0,medium,22.2,88.4
SHP00436,2026-06-27,27.3,9.7,low,clear,bike,normal,4.9,12.6,large,27.4,66.7
SHP00437,2026-05-04,157.3,6.6,medium,clear,van,express,2.7,10.1,small,27.3,167.7
SHP00438,2026-05-08,151.2,2.0,medium,clear,van,normal,1.8,18.5,medium,24.6,174.2
SHP00439,2026-07-24,177.6,9.5,medium,clear,car,normal,7.2,13.0,small,14.1,197.9
SHP00440,2026-05-01,90.0,4.7,medium,clear,car,normal,12.3,13.5,medium,-1.4,104.8
SHP00441,2026-05-09,116.2,15.1,high,clear,van,normal,0,26.9,medium,18.7,198.0
SHP00442,2026-06-30,137.1,18.2,low,clear,car,express,2.1,12.2,large,1.2,151.6
SHP00443,2026-08-03,155.5,9.9,high,clear,van,normal,5.3,21.2,large,7.6,227.6
SHP00444,2026-07-29,155.0,10.7,high,rain,car,express,6.8,16.8,medium,8.1,201.6
SHP00445,2026-06-28,31.0,0.3,low,clear,car,normal,0,24.0,medium,-1.7,71.4
SHP00446,2026-05-26,158.3,6.1,medium,snow,van,same_day,1.2,20.5,large,-2.4,196.3
SHP00447,2026-06-16,133.0,13.1,high,clear,car,same_day,1.3,32.2,fragile,21.3,175.3
SHP00448,2026-06-25,158.4,3.0,low,clear,van,normal,16.4,30.4,small,9.4,156.3
SHP00449,2026-08-02,177.2,9.5,medium,rain,car,normal,9.7,11.0,small,32.1,210.1
SHP00450,2026-06-21,152.8,9.7,high,clear,car,same_day,7.6,5.9,small,22.7,164.2
SHP00451,2026-05-26,5.8,16.7,medium,rain,bike,same_day,5.6,17.9,fragile,18.5,74.4
SHP00452,2026-07-15,4.2,7.1,medium,clear,car,same_day,,7.7,medium,19.0,20.4
SHP00453,2026-07-27,41.0,8.7,medium,rain,van,normal,6.0,15.5,large,5.1,99.4
SHP00454,2026-06-19,126.3,14.0,medium,rain,van,normal,2.1,43.1,large,15.8,204.3
SHP00455,2026-05-22,179.4,4.5,low,rain,car,normal,4.1,20.9,medium,18.0,210.6
SHP00456,2026-07-02,126.2,1.1,high,clear,van,same_day,2.1,19.7,small,32.0,164.8
SHP00457,2026-05-05,130.7,1.9,high,rain,car,normal,1.8,2.4,medium,0.5,184.1
SHP00458,2026-08-13,147.0,6.8,low,rain,van,normal,8.6,28.6,large,19.5,184.6
SHP00459,2026-08-08,30.9,4.1,high,rain,bike,express,6.9,18.8,medium,12.9,108.7
SHP00460,2026-07-23,21.5,5.3,low,clear,car,normal,3.5,14.5,small,29.8,66.3
SHP00461,2026-07-12,16.7,6.3,low,clear,car,normal,3.9,16.6,medium,30.4,74.7
SHP00462,2026-05-24,174.6,8.0,high,rain,bike,express,9.4,15.2,large,-2.1,228.2
SHP00463,2026-05-07,102.7,5.5,medium,rain,van,express,2.0,10.5,medium,24.8,137.0
SHP00464,2026-07-22,100.9,11.4,low,clear,bike,same_day,5.9,108.0,fragile,10.3,169.7
SHP00465,2026-05-24,144.3,10.6,medium,clear,bike,normal,7.0,11.9,fragile,0.2,169.8
SHP00466,2026-07-06,78.5,16.5,medium,clear,van,normal,5.5,21.3,large,22.2,131.2
SHP00467,2026-06-07,70.6,3.3,medium,clear,bike,normal,2.9,18.4,small,12.4,125.3
SHP00468,2026-07-20,86.1,15.0,medium,,car,normal,7.5,24.4,small,6.0,135.2
SHP00469,2026-08-10,124.1,7.8,high,clear,van,normal,0,19.9,small,14.3,196.7
SHP00470,2026-05-01,122.7,10.3,high,clear,car,normal,8.6,14.3,small,-0.0,170.2
SHP00471,2026-06-01,109.2,13.7,high,clear,car,normal,6.5,29.9,small,9.2,166.6
SHP00472,2026-07-26,16.9,0.3,low,clear,bike,normal,2.7,15.5,large,9.0,75.8
SHP00473,2026-06-09,97.4,0.3,low,rain,van,express,3.2,18.7,medium,3.6,131.0
SHP00474,2026-05-04,165.6,6.4,medium,clear,van,normal,9.6,19.8,large,29.8,206.4
SHP00475,2026-05-04,137.4,15.5,medium,,car,express,9.0,13.6,small,13.8,147.9
SHP00476,2026-06-01,5.1,9.9,low,clear,car,express,0,21.7,small,17.3,29.2
SHP00477,2026-08-06,38.5,,high,clear,car,normal,6.4,32.5,medium,0.8,112.7
SHP00478,2026-07-10,137.6,11.0,low,rain,car,normal,3.0,10.8,small,8.6,158.6
SHP00479,2026-05-14,131.4,16.8,low,clear,van,same_day,,28.0,medium,25.4,150.2
SHP00480,2026-05-29,48.9,17.1,low,rain,car,same_day,4.2,15.0,small,2.2,60.1
SHP00481,2026-06-27,169.0,4.6,low,clear,bike,express,4.8,25.2,medium,0.5,171.1
SHP00482,2026-06-04,145.2,3.5,low,clear,car,express,12.5,24.8,fragile,-1.8,141.5
SHP00483,2026-06-12,159.2,15.9,medium,clear,bike,normal,,24.4,small,16.4,184.0
SHP00484,2026-08-07,22.5,16.2,medium,clear,bike,express,9.2,11.9,large,14.9,57.0
SHP00485,2026-06-01,35.5,21.1,medium,clear,car,express,3.7,35.2,large,5.4,115.7
SHP00486,2026-06-04,14.5,24.9,medium,rain,car,same_day,5.3,7.5,fragile,1.0,44.8
SHP00487,2026-05-13,118.1,14.2,medium,clear,car,express,5.9,18.2,large,26.6,144.4
SHP00488,2026-08-02,104.6,4.9,low,rain,car,normal,2.1,21.0,large,4.9,135.8
SHP00489,2026-06-13,118.6,12.8,medium,snow,bike,normal,2.2,16.5,medium,28.9,213.1
SHP00490,2026-05-20,166.9,15.1,medium,clear,car,express,5.3,22.0,fragile,30.2,182.9
SHP00491,2026-06-04,99.0,0.7,high,rain,car,express,5.6,24.3,large,6.1,166.8
SHP00492,2026-08-04,167.3,11.8,medium,clear,car,normal,5.7,21.1,large,7.4,213.6
SHP00493,2026-06-30,70.4,6.6,medium,clear,van,same_day,7.4,18.8,fragile,15.0,101.0
SHP00494,2026-05-11,26.6,16.8,medium,clear,car,same_day,4.4,3.8,fragile,29.6,50.9
SHP00495,2026-07-17,124.1,2.9,medium,clear,van,normal,7.3,11.4,small,28.1,144.2
SHP00496,2026-07-24,42.5,10.3,medium,clear,car,normal,3.3,20.7,fragile,7.3,114.7
SHP00497,2026-06-05,173.9,3.2,medium,clear,van,express,0.4,6.8,small,26.6,166.8
SHP00498,2026-07-15,62.9,3.4,medium,clear,car,express,0.6,111.3,fragile,0.5,157.2
SHP00499,2026-08-12,150.4,5.4,medium,rain,bike,express,3.3,12.9,fragile,3.3,209.4
SHP00500,2026-06-16,64.5,9.5,medium,rain,van,normal,7.6,1.2,small,14.7,102.4
SHP00501,2026-05-19,70.8,5.3,medium,rain,van,express,3.1,18.2,small,18.3,105.4
SHP00502,2026-06-01,49.3,8.6,high,rain,car,normal,7.4,20.2,fragile,16.6,125.0
SHP00503,2026-05-30,162.9,6.4,medium,snow,car,same_day,2.9,28.6,medium,24.8,195.0
SHP00504,2026-05-09,58.3,8.0,low,rain,bike,normal,0.9,33.0,medium,29.1,126.2
SHP00505,2026-07-28,90.4,2.7,medium,clear,car,same_day,2.9,22.6,medium,18.8,129.2
SHP00506,2026-06-17,156.4,12.1,high,clear,car,normal,0.6,29.4,small,16.3,213.4
SHP00507,2026-05-09,77.7,14.5,low,clear,bike,normal,5.6,19.3,small,0.5,103.7
SHP00508,2026-05-27,26.9,1.6,high,clear,bike,normal,10.8,15.5,small,17.5,91.2
SHP00509,2026-05-27,154.9,0.8,low,rain,car,normal,4.7,20.8,fragile,20.6,177.0
SHP00510,2026-06-18,29.6,4.8,high,clear,van,normal,1.6,20.2,large,4.4,119.7
SHP00511,2026-08-10,55.6,13.4,low,clear,van,normal,9.4,26.2,small,17.9,95.6
SHP00512,2026-07-27,44.0,9.5,medium,,bike,normal,1.1,5.3,small,2.3,92.3
SHP00513,2026-05-21,52.7,20.8,medium,clear,car,same_day,4.0,8.7,small,6.2,75.1
SHP00514,2026-08-12,2.5,13.2,medium,clear,van,express,9.2,17.4,fragile,22.9,46.9
SHP00515,2026-05-14,122.4,11.1,medium,clear,van,normal,6.9,19.8,small,25.8,157.7
SHP00516,2026-07-14,47.0,11.3,high,clear,van,express,10.3,18.7,medium,25.6,95.4
SHP00517,2026-07-22,100.7,0.9,low,clear,car,normal,,0,large,10.4,114.9
SHP00518,2026-06-02,23.3,8.1,medium,clear,van,express,9.0,10.1,small,13.6,60.6
SHP00519,2026-07-29,144.6,13.4,high,clear,car,normal,2.4,19.2,small,18.9,196.4
SHP00520,2026-05-16,93.0,8.4,high,clear,car,normal,4.3,24.6,large,25.9,167.7
