customer_id,order_datetime,age,region,channel,membership_level,visit_count,session_time_min,cart_value,discount_pct,payment_method,campaign,order_amount
C00275,2026-01-23 21:00:00,34,Busan,web,silver,2,22.8,70.9,5,transfer,none,106.8
C00276,2026-04-09 15:00:00,39,Daegu,store,basic,6,unknown,146.9,10,transfer,summer,148.8
C00277,2026-05-28 18:00:00,39,Daegu,web,basic,5,5.0,130.9,0,card,none,143.9
C00278,2026-07-07 09:00:00,49,Daejeon,store,basic,1,12.6,158.7,15,mobile,none,170.7
C00279,2026-04-22 10:00:00,49,Gwangju,app,silver,9,24.1,97.1,15,transfer,none,159.4
C00280,2026-08-04 15:00:00,43,Gwangju,app,basic,10,unknown,69.0,20,card,none,109.2
C00281,2026-06-13 12:00:00,52,Daejeon,store,basic,7,26.2,414.0,10,mobile,none,198.9
C00282,2026-04-05 10:00:00,61,Gwangju,web,basic,5,18.8,71.4,5,mobile,summer,98.4
C00283,2026-01-22 18:00:00,30,Seoul,app,silver,12,26.2,93.3,15,transfer,vip,136.3
C00284,2026-05-27 22:00:00,18,Gwangju,store,gold,8,22.9,30.7,0,mobile,summer,140.3
C00285,2026-06-08 10:00:00,53,Busan,web,basic,12,26.4,227.5,0,card,vip,200.8
C00286,2026-06-10 10:00:00,55,Seoul,app,silver,9,12.3,195.1,0,mobile,none,208.8
C00287,2026-03-12 16:00:00,18,Daejeon,web,basic,10,19.2,39.7,15,card,summer,45.2
C00288,2026-01-26 22:00:00,,Daejeon,app,basic,13,24.5,126.5,5,transfer,summer,143.4
C00289,2026-05-02 08:00:00,44,Seoul,app,gold,11,9.2,55.9,10,transfer,summer,139.7
C00290,2026-03-10 22:00:00,43,Seoul,web,basic,5,21.6,116.2,10,mobile,none,118.4
C00291,2026-07-31 13:00:00,37,Daejeon,store,basic,12,14.2,80.5,0,mobile,vip,143.0
C00292,2026-02-10 09:00:00,25,Seoul,web,basic,6,24.7,166.7,15,card,summer,187.8
C00293,2026-03-05 08:00:00,,Gwangju,app,silver,10,15.4,68.1,10,card,summer,121.9
C00294,2026-04-25 10:00:00,52,Seoul,app,basic,12,15.1,63.2,5,card,none,107.5
C00295,2026-05-27 20:00:00,62,Daejeon,store,basic,6,,47.3,5,mobile,none,107.4
C00296,2026-06-03 20:00:00,29,Daegu,app,gold,11,17.3,118.9,20,transfer,none,161.6
C00297,2026-02-25 15:00:00,34,Gwangju,store,gold,12,10.4,60.4,0,transfer,summer,139.3
C00298,2026-06-25 09:00:00,33,Daegu,store,silver,4,17.7,97.9,5,mobile,none,156.6
C00299,2026-02-08 16:00:00,41,Daejeon,store,basic,1,21.3,23.8,15,card,summer,36.3
C00300,2026-03-08 22:00:00,18,Busan,app,silver,4,20.4,178.5,15,card,summer,198.4
C00301,2026-06-13 20:00:00,18,Gwangju,web,basic,9,13.3,136.5,0,transfer,none,154.7
C00302,2026-07-15 22:00:00,60,Busan,store,gold,10,26.6,94.4,5,transfer,summer,181.8
C00303,2026-03-26 13:00:00,38,Gwangju,store,gold,11,21.7,61.5,20,card,none,140.4
C00304,2026-06-24 14:00:00,44,Daegu,app,gold,3,15.7,123.9,0,transfer,none,168.8
C00305,2026-08-09 19:00:00,41,Seoul,web,basic,9,,227.4,5,card,summer,229.5
C00306,2026-05-06 20:00:00,56,Daejeon,app,basic,8,14.0,53.8,10,card,none,78.7
C00307,2026-07-07 13:00:00,63,Seoul,store,silver,5,17.4,46.0,0,card,summer,106.9
C00308,2026-04-09 16:00:00,44,Daejeon,store,silver,5,14.8,123.1,5,mobile,none,155.4
C00309,2026-06-25 10:00:00,24,Seoul,web,basic,15,14.1,129.0,10,card,none,170.5
C00310,2026-02-01 13:00:00,40,Gwangju,web,silver,6,5.0,56.4,15,card,summer,97.0
C00311,2026-06-17 21:00:00,57,Daegu,app,silver,8,11.1,128.4,15,card,summer,149.6
C00312,2026-06-19 09:00:00,31,Gwangju,store,silver,6,12.3,84.5,0,transfer,none,135.2
C00313,2026-01-28 15:00:00,41,Daegu,store,basic,10,16.3,163.2,0,card,none,189.0
C00314,2026-05-04 13:00:00,39,Daejeon,web,gold,8,18.1,124.7,15,mobile,none,169.2
C00315,2026-07-05 09:00:00,53,Daejeon,web,basic,4,1.0,140.4,5,card,vip,143.9
C00316,2026-06-23 13:00:00,,Busan,store,silver,6,18.6,,0,transfer,none,184.4
C00317,2026-04-23 17:00:00,36,Daejeon,app,gold,14,12.5,136.6,0,transfer,summer,199.6
C00318,2026-04-18 18:00:00,26,,app,gold,9,14.2,157.0,0,transfer,summer,227.1
C00319,2026-06-23 15:00:00,43,Busan,app,gold,11,15.9,439.6,20,card,vip,163.0
C00320,2026-06-17 13:00:00,40,Gwangju,web,gold,16,18.1,,20,mobile,vip,98.9
C00321,2026-05-13 16:00:00,32,Daegu,store,silver,2,6.7,136.7,10,transfer,none,172.9
C00322,2026-06-06 08:00:00,18,Busan,web,silver,17,18.2,51.0,10,transfer,none,114.8
C00323,2026-03-13 08:00:00,23,Daejeon,app,silver,7,7.7,166.1,0,transfer,none,182.9
C00324,2026-05-08 19:00:00,39,Seoul,store,gold,6,14.3,52.8,0,mobile,none,140.8
C00325,2026-05-11 16:00:00,43,Busan,app,basic,13,23.3,91.0,0,mobile,summer,141.9
C00326,2026-04-26 09:00:00,27,Daegu,store,silver,12,22.9,150.0,20,mobile,none,194.3
C00327,2026-02-12 15:00:00,51,Busan,web,basic,12,16.4,82.5,15,transfer,none,114.0
C00328,2026-03-28 09:00:00,32,Daejeon,app,silver,8,14.8,57.0,0,mobile,none,101.5
C00329,2026-05-08 08:00:00,35,Gwangju,web,silver,7,29.3,68.7,10,card,summer,124.2
C00330,2026-06-03 17:00:00,47,Busan,app,basic,11,11.4,5,20,transfer,vip,73.4
C00331,2026-04-26 20:00:00,47,Gwangju,app,silver,11,13.4,29.2,5,mobile,summer,101.1
C00332,2026-03-16 18:00:00,54,Gwangju,store,silver,4,25.6,174.1,0,transfer,summer,211.6
C00333,2026-07-14 13:00:00,24,Gwangju,app,gold,5,27.3,78.4,20,transfer,summer,131.5
C00334,2026-02-07 08:00:00,,Daegu,web,gold,6,12.9,105.0,5,mobile,summer,143.2
C00335,2026-02-22 20:00:00,28,Gwangju,web,silver,7,7.7,124.5,20,mobile,none,113.7
C00336,2026-06-28 12:00:00,37,Daegu,store,basic,7,,68.3,20,mobile,none,109.9
C00337,2026-06-08 21:00:00,43,Daegu,store,silver,1,24.4,12.4,20,mobile,none,63.3
C00338,2026-04-25 10:00:00,31,Daejeon,web,basic,9,16.7,181.1,0,mobile,none,188.1
C00339,2026-02-11 17:00:00,39,Busan,app,silver,7,1.0,128.7,0,mobile,summer,152.8
C00340,2026-05-27 16:00:00,27,Gwangju,web,silver,3,26.5,91.0,0,card,none,138.8
C00341,2026-05-18 14:00:00,46,Daegu,web,gold,9,18.4,147.0,5,mobile,none,217.7
C00342,2026-06-16 08:00:00,38,Busan,web,silver,10,21.3,109.2,15,transfer,none,162.6
C00343,2026-07-23 09:00:00,27,Gwangju,store,basic,11,13.8,208.4,5,card,none,223.0
C00344,2026-01-22 09:00:00,30,Busan,store,silver,12,,99.3,0,card,vip,176.2
C00345,2026-04-19 21:00:00,50,Seoul,store,silver,11,11.4,5,10,card,none,76.7
C00346,2026-01-14 10:00:00,43,Daejeon,app,basic,9,8.4,74.3,5,transfer,none,105.1
C00347,2026-01-05 14:00:00,32,Gwangju,web,silver,3,10.9,53.3,20,card,none,64.2
C00348,2026-06-25 12:00:00,38,Seoul,app,basic,5,13.5,147.1,20,card,none,143.3
C00349,2026-04-11 20:00:00,43,Daegu,web,silver,3,20.8,98.4,20,mobile,none,132.9
C00350,2026-04-11 16:00:00,43,Daegu,web,basic,6,16.1,124.6,20,mobile,vip,147.0
C00351,2026-02-06 10:00:00,,Gwangju,web,gold,13,16.9,,20,mobile,none,164.4
C00352,2026-01-18 12:00:00,35,Busan,web,basic,13,23.5,62.1,0,card,vip,113.9
C00353,2026-03-23 15:00:00,23,Gwangju,app,silver,9,13.8,164.7,15,transfer,none,180.5
C00354,2026-07-02 19:00:00,58,Daejeon,app,basic,5,12.6,59.0,5,transfer,none,106.9
C00355,2026-01-28 10:00:00,35,Busan,app,silver,6,14.5,193.2,15,mobile,none,208.0
C00356,2026-05-10 18:00:00,40,Gwangju,app,silver,13,18.8,52.0,0,,none,134.8
C00357,2026-07-18 10:00:00,33,Busan,app,silver,10,18.6,27.7,5,card,none,76.5
C00358,2026-08-06 20:00:00,38,Busan,store,gold,14,15.8,106.2,0,mobile,vip,184.4
C00359,2026-02-07 19:00:00,35,Seoul,app,basic,1,28.5,125.4,0,card,summer,126.6
C00360,2026-04-10 15:00:00,36,Gwangju,store,gold,15,9.9,172.2,0,mobile,none,245.9
C00361,2026-05-20 17:00:00,47,Gwangju,app,basic,13,10.2,157.3,0,card,none,171.9
C00362,2026-05-05 20:00:00,58,Busan,web,silver,2,18.1,78.7,0,transfer,none,113.3
C00363,2026-02-17 10:00:00,26,Seoul,app,silver,12,20.7,128.5,5,transfer,none,192.9
C00364,2026-01-06 11:00:00,58,Gwangju,web,basic,13,19.4,140.8,0,transfer,vip,187.3
C00365,2026-05-13 14:00:00,26,Daegu,web,basic,4,28.1,113.9,20,mobile,vip,126.9
C00366,2026-08-01 14:00:00,33,Gwangju,app,basic,2,9.6,118.0,20,mobile,none,110.0
C00367,2026-04-27 17:00:00,31,Gwangju,store,silver,6,14.5,120.2,0,card,summer,181.1
C00368,2026-06-03 08:00:00,62,Busan,store,silver,11,11.0,105.3,20,card,vip,143.6
C00369,2026-07-18 18:00:00,30,Daejeon,web,gold,4,15.6,115.4,15,transfer,summer,135.8
C00370,2026-07-09 22:00:00,49,Busan,web,basic,8,6.2,126.0,10,mobile,none,137.1
C00371,2026-02-18 08:00:00,33,Daejeon,store,basic,1,13.9,93.7,0,transfer,none,134.0
C00372,2026-05-30 12:00:00,46,Daejeon,web,basic,7,25.7,44.3,20,mobile,none,64.9
C00373,2026-04-05 16:00:00,30,,store,basic,6,14.8,146.3,20,mobile,none,162.2
C00374,2026-02-11 09:00:00,59,Seoul,web,basic,8,23.9,393.4,20,mobile,none,109.2
C00375,2026-01-24 21:00:00,55,Daegu,web,silver,15,14.7,111.9,0,mobile,none,182.2
C00376,2026-05-14 12:00:00,37,Daejeon,app,basic,6,7.8,188.8,20,mobile,vip,171.9
C00377,2026-05-13 12:00:00,,Busan,store,basic,14,6.2,100.1,15,card,summer,144.0
C00378,2026-03-12 20:00:00,38,Seoul,web,silver,3,23.2,78.4,0,mobile,summer,123.4
C00379,2026-05-30 13:00:00,26,,store,basic,14,unknown,226.9,10,card,none,254.1
C00380,2026-03-17 13:00:00,41,Daegu,store,basic,14,12.9,199.5,15,transfer,summer,213.3
C00381,2026-07-17 11:00:00,40,Seoul,app,basic,1,9.5,118.6,15,card,none,122.0
C00382,2026-06-29 11:00:00,30,Daegu,web,basic,9,10.1,69.1,20,transfer,summer,98.2
C00383,2026-07-30 13:00:00,63,Daegu,web,gold,12,10.5,111.6,15,mobile,vip,166.9
C00384,2026-03-02 19:00:00,57,Daegu,web,silver,8,22.5,116.9,15,card,vip,171.1
C00385,2026-06-23 18:00:00,37,Daegu,store,basic,8,28.0,468.2,10,mobile,vip,36.8
C00386,2026-05-11 12:00:00,40,Daejeon,store,basic,2,24.0,145.6,10,transfer,none,175.8
C00387,2026-06-25 20:00:00,53,Seoul,web,silver,17,14.5,54.5,20,transfer,summer,99.5
C00388,2026-03-08 10:00:00,53,,app,basic,5,15.5,39.9,5,transfer,summer,81.9
C00389,2026-04-06 13:00:00,44,Busan,web,silver,5,18.6,128.0,15,card,summer,151.7
C00390,2026-07-24 19:00:00,32,Gwangju,store,silver,12,27.2,130.1,20,transfer,none,195.1
C00391,2026-05-24 21:00:00,27,Daejeon,store,basic,6,16.1,89.3,5,mobile,none,117.0
C00392,2026-07-27 12:00:00,50,Busan,store,silver,5,23.0,62.0,15,mobile,none,130.6
C00393,2026-07-19 12:00:00,27,Daejeon,store,basic,12,5.6,111.2,0,mobile,vip,167.2
C00394,2026-03-28 14:00:00,26,Daegu,web,basic,4,10.3,115.8,0,mobile,none,123.4
C00395,2026-03-10 17:00:00,33,Gwangju,store,gold,5,,137.5,5,transfer,none,189.4
C00396,2026-03-02 18:00:00,34,Seoul,web,basic,7,28.6,104.9,10,transfer,none,120.2
C00397,2026-01-07 20:00:00,22,Seoul,store,gold,12,21.7,123.7,0,transfer,none,205.0
C00398,2026-06-10 10:00:00,,Daejeon,app,gold,13,26.8,174.7,5,mobile,vip,241.4
C00399,2026-05-21 15:00:00,58,Gwangju,app,silver,15,7.9,89.3,10,mobile,none,155.8
C00400,2026-02-28 20:00:00,31,Seoul,store,silver,10,20.2,81.2,0,card,none,154.4
C00401,2026-05-01 16:00:00,66,Daejeon,app,silver,8,24.5,87.1,0,card,none,155.8
C00402,2026-04-22 14:00:00,61,Daegu,web,basic,8,28.1,50.2,0,card,none,76.8
C00403,2026-07-24 22:00:00,25,Daegu,app,basic,3,15.6,173.8,15,card,none,166.4
C00404,2026-06-08 15:00:00,55,Gwangju,web,basic,7,26.7,108.6,0,card,none,141.1
C00405,2026-02-02 19:00:00,37,Daegu,app,basic,8,18.0,109.4,0,transfer,vip,122.4
C00406,2026-03-26 09:00:00,43,Gwangju,app,basic,13,2.7,182.9,0,transfer,summer,210.5
C00407,2026-08-01 08:00:00,53,Busan,store,gold,12,17.1,187.4,10,card,none,245.6
C00408,2026-02-23 15:00:00,24,Seoul,store,gold,1,28.5,131.0,20,mobile,none,172.8
C00409,2026-05-04 18:00:00,35,Busan,store,basic,11,26.8,127.9,0,card,none,178.2
C00410,2026-07-22 11:00:00,44,Busan,app,silver,9,17.1,116.4,15,card,none,139.4
C00411,2026-01-24 18:00:00,18,Daegu,store,basic,1,26.8,103.7,0,mobile,summer,146.1
C00412,2026-05-23 20:00:00,45,Daejeon,app,silver,5,11.9,,0,,vip,179.2
C00413,2026-05-05 19:00:00,29,Gwangju,app,basic,9,15.5,75.6,0,transfer,none,133.0
C00414,2026-05-22 10:00:00,18,Daejeon,web,silver,10,18.7,94.4,5,mobile,none,148.5
C00415,2026-02-17 22:00:00,62,Seoul,store,gold,8,17.8,70.0,20,transfer,none,126.9
C00416,2026-02-09 17:00:00,20,Seoul,web,gold,7,24.0,95.6,20,card,none,146.1
C00417,2026-01-09 11:00:00,45,Daejeon,store,silver,9,26.8,118.7,10,mobile,none,162.1
C00418,2026-01-19 08:00:00,51,Daejeon,store,basic,10,15.0,5,0,mobile,summer,75.1
C00419,2026-04-17 21:00:00,26,Seoul,app,basic,12,19.5,,0,card,vip,141.5
C00420,2026-05-17 14:00:00,50,,store,silver,9,24.9,105.5,0,mobile,none,188.6
C00421,2026-06-13 17:00:00,30,Busan,store,basic,11,9.6,,0,transfer,summer,66.3
C00422,2026-04-01 22:00:00,35,Daejeon,store,basic,3,36.8,84.1,20,card,summer,130.0
C00423,2026-02-24 14:00:00,41,Daejeon,web,silver,1,16.5,227.5,10,transfer,summer,177.3
C00424,2026-03-19 08:00:00,34,Daegu,store,silver,7,21.7,111.2,20,mobile,vip,150.4
C00425,2026-02-09 09:00:00,49,Busan,web,basic,8,21.3,140.1,15,transfer,none,126.4
C00426,2026-07-07 09:00:00,54,Gwangju,web,silver,6,4.7,146.8,20,transfer,none,171.7
C00427,2026-07-26 17:00:00,23,,web,gold,12,22.6,84.6,10,card,summer,167.4
C00428,2026-06-12 20:00:00,18,Busan,app,silver,7,15.3,63.4,15,card,none,105.4
C00429,2026-06-22 19:00:00,70,Busan,app,basic,7,17.2,42.2,0,transfer,none,82.2
C00430,2026-07-10 08:00:00,50,Busan,web,basic,5,15.4,63.8,20,card,none,84.5
C00031,2026-04-16 20:00:00,29,Seoul,app,gold,2,17.0,133.3,20,transfer,none,170.1
C00146,2026-06-13 17:00:00,24,Seoul,store,basic,12,33.6,8.8,0,card,none,104.6
C00103,2026-05-10 11:00:00,46,Daegu,web,silver,11,20.7,,15,mobile,none,98.9
C00405,2026-02-02 19:00:00,37,Daegu,app,basic,8,18.0,109.4,0,transfer,vip,122.4
C00357,2026-07-18 10:00:00,33,Busan,app,silver,10,18.6,27.7,5,card,none,76.5
