customer_id,signup_date,age,gender,region,plan_type,monthly_fee,usage_hours,support_calls,late_payments,contract_months,device_type,payment_method,satisfaction_score,churn
CUST-00224,2023-03-14,32.0,Female,Busan,Premium,59091.0,35.5,2.0,0,6,Web,Card,4.0,0
CUST-00225,2025-03-28,43.0,Female,Incheon,Standard,35152.0,42.6,1.0,1,6,Android,VirtualAccount,1.0,0
CUST-00226,2024-03-31,45.0,Male,Incheon,Premium,46825.0,18.8,4.0,2,12,Android,BankTransfer,4.0,1
CUST-00227,2025-05-10,58.0,Female,Busan,Premium,66202.0,23.7,4.0,0,12,Android,Mobile,1.0,0
CUST-00228,2025-04-29,54.0,Male,Busan,Standard,64278.0,27.6,4.0,0,24,Android,VirtualAccount,1.0,0
CUST-00229,2025-07-24,27.0,Male,Seoul,Premium,65600.0,17.7,3.0,0,6,Web,BankTransfer,5.0,0
CUST-00230,2023-04-17,37.0,Male,Seoul,Basic,80231.0,33.1,0.0,0,12,Android,,2.0,0
CUST-00231,2026-03-14,25.0,Male,Daegu,Basic,62853.0,41.6,1.0,1,3,iOS,Mobile,4.0,0
CUST-00232,2023-04-02,43.0,Female,Seoul,Premium,255995.0,71.7,0.0,0,12,Android,Card,4.0,0
CUST-00233,2023-07-30,57.0,Female,Seoul,Basic,74908.0,16.1,0.0,0,24,Android,BankTransfer,5.0,0
CUST-00234,2024-10-09,52.0,Male,Incheon,Basic,63028.0,36.3,1.0,0,12,Web,VirtualAccount,3.0,0
CUST-00235,2023-12-10,51.0,Male,Seoul,Standard,82526.0,33.6,4.0,0,1,iOS,Mobile,3.0,0
CUST-00236,2025-11-20,23.0,Male,Busan,Standard,77775.0,14.0,1.0,2,3,Android,BankTransfer,3.0,1
CUST-00237,2023-07-02,21.0,Male,Daejeon,Premium,44671.0,51.6,0.0,1,3,iOS,VirtualAccount,4.0,1
CUST-00238,2024-03-18,66.0,Male,Seoul,Premium,34196.0,32.7,0.0,0,12,iOS,Mobile,5.0,0
CUST-00239,2024-09-06,53.0,Male,Seoul,Basic,68886.0,69.5,2.0,0,3,Android,Card,2.0,0
CUST-00240,2026-05-01,59.0,Male,Incheon,Standard,72443.0,66.6,2.0,1,12,Web,VirtualAccount,5.0,0
CUST-00241,2024-07-17,47.0,Female,Incheon,Basic,45379.0,84.1,3.0,1,6,iOS,VirtualAccount,1.0,0
CUST-00242,2023-10-28,43.0,Female,Seoul,Premium,71338.0,29.4,1.0,1,1,Android,Mobile,3.0,0
CUST-00243,2023-10-30,34.0,Male,Busan,Basic,63564.0,24.5,1.0,0,24,Web,Mobile,3.0,0
CUST-00244,2024-01-23,71.0,Female,Busan,Standard,39792.0,18.7,3.0,0,12,iOS,Mobile,5.0,0
CUST-00245,2024-06-24,56.0,Female,Seoul,Standard,35342.0,33.6,5.0,0,24,Android,Mobile,5.0,0
CUST-00246,2025-12-20,43.0,Female,Busan,Standard,77180.0,13.7,2.0,1,6,iOS,Mobile,3.0,0
CUST-00247,2024-10-07,49.0,Female,Busan,Basic,70614.0,17.9,2.0,1,6,Android,Card,1.0,0
CUST-00248,2025-08-11,38.0,Male,Seoul,Standard,65120.0,10.4,5.0,3,6,iOS,Card,1.0,0
CUST-00249,2024-11-28,54.0,Female,Seoul,Standard,63450.0,60.1,2.0,1,12,Android,BankTransfer,4.0,0
CUST-00250,2023-06-03,,Female,Incheon,Standard,80959.0,35.2,1.0,0,12,Android,Mobile,3.0,0
CUST-00251,2024-10-06,41.0,Female,Daegu,Standard,65333.0,8.7,1.0,0,6,Web,Card,5.0,0
CUST-00252,2025-12-26,25.0,Male,Daegu,Standard,67500.0,34.9,2.0,2,24,Android,Card,5.0,0
CUST-00253,2026-02-11,39.0,Male,Seoul,Standard,31872.0,35.9,1.0,1,24,Android,BankTransfer,1.0,0
CUST-00254,2026-05-05,39.0,Male,Busan,Premium,52230.0,26.8,1.0,0,12,Android,VirtualAccount,,0
CUST-00255,2025-10-04,64.0,Male,Busan,Standard,51614.0,24.2,1.0,0,24,Android,VirtualAccount,2.0,0
CUST-00256,2025-08-12,23.0,Male,Incheon,Premium,78381.0,19.2,2.0,1,24,Android,BankTransfer,1.0,0
CUST-00257,2023-05-15,44.0,Female,Seoul,Premium,88224.0,34.3,2.0,1,1,Android,VirtualAccount,2.0,0
CUST-00258,2024-11-08,33.0,Male,Daegu,Premium,63076.0,103.5,1.0,4,12,iOS,VirtualAccount,3.0,0
CUST-00259,2024-08-28,37.0,Female,Busan,Standard,83113.0,54.8,1.0,2,12,Web,VirtualAccount,3.0,0
CUST-00260,2025-08-12,37.0,Male,Busan,Premium,25430.0,34.7,5.0,0,12,iOS,Mobile,3.0,0
CUST-00261,2025-12-27,24.0,Male,Seoul,Basic,64150.0,38.3,3.0,2,12,Android,VirtualAccount,4.0,1
CUST-00262,2025-03-13,25.0,Male,Daejeon,Premium,66213.0,101.7,4.0,0,12,Android,Mobile,2.0,0
CUST-00263,2024-05-14,41.0,Female,Daejeon,Premium,64948.0,32.1,3.0,1,12,Android,VirtualAccount,4.0,0
CUST-00264,2023-12-26,51.0,Male,Seoul,Standard,77143.0,43.6,1.0,0,3,Android,Card,1.0,0
CUST-00265,2025-08-25,18.0,Female,Seoul,Premium,19925.0,10.3,1.0,1,1,iOS,Mobile,3.0,0
CUST-00266,2024-09-06,62.0,Female,Seoul,Premium,58166.0,20.6,1.0,0,24,Web,VirtualAccount,1.0,0
CUST-00267,2023-05-25,18.0,Male,Seoul,Basic,69114.0,68.0,2.0,1,12,Android,BankTransfer,1.0,0
CUST-00268,2025-11-13,63.0,Male,Seoul,Standard,68794.0,36.5,0.0,2,24,iOS,Card,5.0,0
CUST-00269,2023-09-01,48.0,Male,Daejeon,Standard,52890.0,49.6,1.0,0,12,iOS,VirtualAccount,5.0,0
CUST-00270,2025-03-27,29.0,Male,Seoul,Basic,42495.0,31.1,2.0,1,3,iOS,Mobile,5.0,0
CUST-00271,2023-01-14,25.0,Female,Busan,Basic,80037.0,27.8,3.0,0,6,iOS,Mobile,1.0,1
CUST-00272,2025-04-01,37.0,Male,Daegu,Premium,52411.0,36.6,1.0,0,12,Web,BankTransfer,5.0,0
CUST-00273,2024-06-26,40.0,Female,Seoul,Premium,58729.0,19.1,0.0,2,6,Android,Mobile,5.0,0
CUST-00274,2024-02-16,42.0,Female,Daejeon,Standard,86307.0,21.6,1.0,1,24,iOS,Mobile,2.0,1
CUST-00275,2023-08-28,43.0,Male,Seoul,Premium,37810.0,19.6,0.0,0,1,iOS,VirtualAccount,1.0,0
CUST-00276,2024-10-30,64.0,Male,Busan,Standard,47164.0,48.6,3.0,0,12,iOS,VirtualAccount,5.0,0
CUST-00277,2023-05-17,39.0,Female,Incheon,Basic,73672.0,46.3,2.0,1,12,iOS,VirtualAccount,2.0,0
CUST-00278,2024-09-23,29.0,Male,Seoul,Premium,57636.0,58.7,3.0,1,12,iOS,VirtualAccount,2.0,0
CUST-00279,2025-05-02,55.0,Female,Daegu,Basic,86297.0,67.8,0.0,1,6,Android,VirtualAccount,5.0,0
CUST-00280,2025-09-02,62.0,Male,Daejeon,Standard,45290.0,23.1,0.0,0,6,Android,VirtualAccount,5.0,0
CUST-00281,2023-06-15,38.0,Female,Seoul,Standard,60296.0,45.0,0.0,0,6,Web,Card,2.0,1
CUST-00282,2024-05-10,52.0,Female,Seoul,Standard,73220.0,13.6,5.0,2,3,Web,BankTransfer,2.0,1
CUST-00283,2025-04-19,51.0,Female,Incheon,Basic,75875.0,17.2,1.0,0,12,Android,BankTransfer,5.0,0
CUST-00284,2025-02-02,37.0,Male,Seoul,Standard,59497.0,57.8,3.0,2,6,Web,Card,2.0,0
CUST-00285,2024-07-28,54.0,Female,Seoul,Standard,71285.0,29.2,1.0,1,3,iOS,VirtualAccount,2.0,0
CUST-00286,2026-01-09,59.0,Male,Daejeon,Standard,85150.0,53.1,1.0,1,12,Android,Card,2.0,1
CUST-00287,2024-05-25,51.0,Female,Busan,Premium,35325.0,70.2,1.0,0,24,iOS,VirtualAccount,4.0,0
CUST-00288,2025-06-09,26.0,Male,Busan,Standard,71632.0,59.8,2.0,0,24,Android,Mobile,2.0,0
CUST-00289,2024-04-26,57.0,Female,Daegu,Premium,74677.0,45.0,4.0,1,6,iOS,Card,3.0,0
CUST-00290,2023-07-27,65.0,Female,Incheon,Basic,18000.0,80.0,2.0,2,12,Android,VirtualAccount,3.0,0
CUST-00291,2023-06-14,33.0,Male,Incheon,Basic,31106.0,315.0,3.0,1,3,Android,Mobile,3.0,0
CUST-00292,2024-09-21,48.0,Male,Seoul,Premium,57638.0,122.0,2.0,0,6,iOS,Card,5.0,0
CUST-00293,2025-06-01,29.0,Male,Seoul,Standard,81952.0,22.4,0.0,1,12,Android,VirtualAccount,4.0,0
CUST-00294,2025-04-14,26.0,Female,Busan,Basic,90822.0,37.2,3.0,0,3,iOS,VirtualAccount,5.0,1
CUST-00295,2025-10-30,44.0,Female,Busan,Basic,97750.0,26.9,2.0,2,24,iOS,BankTransfer,5.0,0
CUST-00296,2023-12-16,30.0,Male,Incheon,Standard,50948.0,33.1,3.0,0,1,Web,Card,4.0,0
CUST-00297,2024-10-02,57.0,Male,Seoul,Standard,48127.0,26.9,1.0,1,3,iOS,Mobile,2.0,1
CUST-00298,2025-03-31,44.0,Female,Seoul,Standard,59078.0,27.3,1.0,0,1,iOS,BankTransfer,4.0,0
CUST-00299,2025-12-01,46.0,Female,Seoul,Standard,68337.0,25.0,3.0,0,12,Android,BankTransfer,4.0,0
CUST-00300,2023-02-16,38.0,Male,Seoul,Standard,45645.0,45.2,0.0,0,12,Web,Mobile,2.0,0
CUST-00301,2025-07-27,27.0,Female,Busan,Premium,59174.0,53.6,1.0,0,6,iOS,Card,4.0,0
CUST-00302,2026-03-14,35.0,Male,Daegu,Basic,53496.0,28.6,1.0,1,24,iOS,BankTransfer,1.0,0
CUST-00303,2024-07-19,,Female,Daegu,Premium,38161.0,43.3,6.0,1,24,iOS,BankTransfer,1.0,1
CUST-00304,2023-01-05,42.0,Female,Daegu,Premium,57663.0,40.7,2.0,0,1,Android,BankTransfer,4.0,0
CUST-00305,2023-02-05,48.0,Male,Incheon,Standard,78278.0,24.2,0.0,0,12,Android,Mobile,3.0,0
CUST-00306,2024-08-08,47.0,Male,Seoul,Standard,86562.0,27.7,0.0,3,6,Web,BankTransfer,4.0,0
CUST-00307,2023-04-05,18.0,Female,Seoul,Premium,60983.0,35.0,4.0,2,6,iOS,BankTransfer,4.0,0
CUST-00308,2026-01-03,39.0,Female,Seoul,Premium,62034.0,27.0,2.0,2,12,Android,Mobile,4.0,0
CUST-00309,2024-05-28,49.0,Male,Daejeon,Premium,57980.0,11.1,1.0,0,6,Android,Mobile,1.0,0
CUST-00310,2024-05-16,45.0,Female,Seoul,Basic,104457.0,37.2,2.0,2,12,Android,Mobile,3.0,0
CUST-00311,2023-09-05,30.0,Male,Seoul,Standard,20446.0,71.4,3.0,0,3,Android,BankTransfer,1.0,1
CUST-00312,2026-03-15,40.0,Female,Busan,Premium,63553.0,33.3,,0,24,Android,Card,2.0,0
CUST-00313,2024-07-22,30.0,Male,Seoul,Premium,69852.0,24.9,3.0,0,6,Web,Mobile,3.0,0
CUST-00314,2023-08-28,18.0,Female,Busan,Basic,54351.0,28.3,1.0,1,24,iOS,VirtualAccount,5.0,0
CUST-00315,2023-07-12,48.0,Male,Daejeon,Standard,44560.0,49.5,0.0,0,12,Android,Mobile,1.0,0
CUST-00316,2024-02-29,36.0,Male,Busan,Basic,44007.0,15.8,3.0,3,6,Android,Mobile,3.0,0
CUST-00317,2024-03-20,30.0,Male,Incheon,Standard,75017.0,15.5,0.0,1,24,Web,VirtualAccount,5.0,0
CUST-00318,2024-08-21,35.0,Female,Daejeon,Standard,51252.0,28.3,2.0,0,1,Android,Mobile,2.0,0
CUST-00319,2026-03-20,46.0,Female,Busan,Premium,81394.0,95.5,6.0,0,12,Android,Card,3.0,0
CUST-00320,2024-08-13,54.0,Male,Seoul,Basic,57144.0,30.9,4.0,3,3,Android,Mobile,5.0,0
CUST-00321,2024-10-21,56.0,Male,Busan,Standard,34724.0,24.1,0.0,0,1,iOS,BankTransfer,1.0,0
CUST-00322,2023-04-04,37.0,Female,Busan,Standard,51269.0,49.1,,0,12,Android,BankTransfer,1.0,0
CUST-00323,2024-09-03,36.0,Male,Daegu,Basic,62408.0,49.9,3.0,2,12,Android,VirtualAccount,1.0,0
CUST-00324,2023-05-09,53.0,Female,Busan,Premium,47408.0,66.2,1.0,2,24,iOS,Mobile,4.0,0
CUST-00325,2024-08-25,37.0,Female,Seoul,Premium,27367.0,24.8,0.0,1,1,Android,BankTransfer,3.0,0
CUST-00326,2024-08-31,22.0,Male,Busan,Standard,56418.0,54.7,0.0,1,3,Android,Card,1.0,0
CUST-00327,2026-03-13,32.0,Male,Incheon,Standard,87413.0,35.5,0.0,0,1,iOS,VirtualAccount,4.0,0
CUST-00328,2023-09-10,39.0,Female,Seoul,Standard,84797.0,43.2,3.0,0,12,Web,VirtualAccount,2.0,0
CUST-00329,2024-03-04,35.0,Male,Seoul,Premium,50747.0,44.2,0.0,1,24,Android,,3.0,0
CUST-00330,2025-04-22,47.0,Male,Daejeon,Basic,36680.0,45.0,1.0,0,24,Android,Card,5.0,0
CUST-00331,2026-03-12,28.0,Female,Incheon,Standard,31019.0,40.8,1.0,4,6,Web,BankTransfer,5.0,0
CUST-00332,2025-01-05,28.0,Female,Busan,Premium,50082.0,9.7,0.0,0,3,Android,Card,5.0,0
CUST-00333,2026-01-24,49.0,Female,Incheon,Basic,51158.0,59.7,0.0,2,12,iOS,BankTransfer,5.0,0
CUST-00334,2024-09-09,48.0,Male,Daegu,Premium,67933.0,21.7,4.0,1,24,iOS,Mobile,4.0,0
CUST-00335,2025-12-02,27.0,Female,Seoul,Premium,58196.0,93.9,2.0,0,1,iOS,Mobile,3.0,0
CUST-00336,2023-07-19,41.0,Female,Busan,Basic,64701.0,32.1,2.0,0,3,Android,VirtualAccount,5.0,0
CUST-00337,2026-01-25,55.0,Female,Incheon,Basic,54595.0,43.3,2.0,0,12,Web,Mobile,4.0,0
CUST-00338,2024-02-04,39.0,Female,Daejeon,Standard,53493.0,30.5,2.0,0,24,Android,VirtualAccount,4.0,0
CUST-00339,2025-03-20,32.0,Female,Busan,Basic,65384.0,12.2,1.0,0,12,iOS,VirtualAccount,2.0,0
CUST-00340,2025-02-19,37.0,Female,Incheon,Standard,62867.0,30.6,1.0,0,3,iOS,VirtualAccount,,0
CUST-00341,2024-07-16,32.0,Female,Incheon,Standard,57908.0,44.4,2.0,1,6,Web,BankTransfer,3.0,1
CUST-00342,2024-04-03,46.0,Female,Busan,Premium,91602.0,60.1,2.0,1,1,Android,VirtualAccount,1.0,0
CUST-00343,2023-10-13,51.0,Male,Seoul,Standard,81466.0,36.9,1.0,0,6,iOS,VirtualAccount,1.0,0
CUST-00344,2024-05-19,34.0,Female,Incheon,Standard,60092.0,9.9,1.0,1,3,Android,,1.0,0
CUST-00345,2023-10-22,53.0,Female,Seoul,Basic,51410.0,14.7,0.0,0,1,Android,BankTransfer,3.0,0
CUST-00346,2023-05-25,31.0,Female,Seoul,Standard,64647.0,43.8,0.0,1,6,Web,Mobile,3.0,0
CUST-00347,2023-12-03,45.0,Male,Incheon,Basic,58849.0,41.2,1.0,1,6,iOS,BankTransfer,4.0,0
CUST-00348,2025-07-25,41.0,Female,Seoul,Basic,78119.0,55.4,2.0,0,12,Web,BankTransfer,2.0,0
CUST-00349,2025-02-18,37.0,Male,Incheon,Standard,45708.0,7.8,2.0,1,6,Web,VirtualAccount,1.0,0
CUST-00350,2024-06-26,56.0,Male,Busan,Basic,57836.0,15.9,2.0,2,1,Android,VirtualAccount,3.0,1
CUST-00351,2023-01-26,41.0,Male,Seoul,Standard,71814.0,32.2,1.0,3,6,Web,Mobile,4.0,0
CUST-00352,2025-07-20,77.0,Male,Seoul,Standard,64862.0,37.2,1.0,0,12,iOS,Mobile,5.0,0
CUST-00353,2025-11-19,55.0,Male,Seoul,Standard,63177.0,19.3,1.0,1,3,Android,BankTransfer,3.0,0
CUST-00354,2026-01-15,42.0,Male,Busan,Basic,35863.0,20.6,3.0,1,12,Android,Card,4.0,1
CUST-00355,2024-12-09,30.0,Male,Seoul,Basic,46754.0,63.3,0.0,0,12,iOS,VirtualAccount,3.0,0
CUST-00356,2026-01-31,57.0,Female,Busan,Standard,43708.0,104.1,1.0,2,12,iOS,Card,5.0,0
CUST-00357,2024-12-15,32.0,Female,Incheon,Premium,45598.0,51.8,0.0,0,12,Android,VirtualAccount,4.0,0
CUST-00358,2023-07-19,36.0,Female,Daejeon,Basic,69867.0,42.4,1.0,1,6,iOS,VirtualAccount,1.0,0
CUST-00359,2024-10-30,64.0,Female,Daejeon,Standard,50937.0,11.3,0.0,2,6,Web,Mobile,2.0,1
CUST-00360,2026-01-29,27.0,Female,Busan,Basic,65348.0,29.9,1.0,2,12,Android,BankTransfer,3.0,0
CUST-00361,2024-10-27,56.0,Male,Daejeon,Standard,46370.0,52.4,4.0,1,6,Android,VirtualAccount,1.0,0
CUST-00362,2025-11-12,36.0,Female,Seoul,Standard,63283.0,33.9,1.0,1,12,Web,Card,1.0,0
CUST-00363,2024-02-07,54.0,Female,Daegu,Premium,94640.0,60.0,0.0,0,1,Android,VirtualAccount,3.0,0
CUST-00364,2026-05-06,34.0,Male,Daegu,Standard,64181.0,71.8,5.0,1,12,iOS,VirtualAccount,2.0,0
CUST-00365,2024-12-02,48.0,Male,Seoul,Standard,50477.0,55.3,3.0,1,6,Android,BankTransfer,3.0,1
CUST-00366,2023-11-12,42.0,Male,Seoul,Premium,102393.0,7.5,3.0,1,24,Android,Card,4.0,0
CUST-00367,2025-08-20,46.0,Female,Daejeon,Basic,73777.0,29.9,2.0,0,12,iOS,Card,2.0,0
CUST-00368,2026-02-23,51.0,Male,Seoul,Standard,57180.0,26.9,1.0,1,24,iOS,Mobile,2.0,0
CUST-00369,2023-03-03,36.0,Female,Incheon,Standard,97725.0,51.0,0.0,2,6,iOS,Card,4.0,1
CUST-00370,2026-05-09,46.0,Male,Daejeon,Basic,48243.0,27.9,,1,6,Android,Mobile,3.0,1
CUST-00371,2023-08-12,56.0,Male,Daejeon,Standard,88628.0,28.9,2.0,0,6,Web,Card,5.0,0
CUST-00372,2024-05-05,,Male,Busan,Premium,86099.0,60.4,2.0,0,24,iOS,Mobile,5.0,0
CUST-00373,2023-09-05,31.0,Female,Seoul,Basic,68814.0,23.1,1.0,0,12,iOS,Mobile,2.0,0
CUST-00374,2026-03-21,34.0,Male,Busan,Standard,72041.0,18.3,0.0,1,24,iOS,VirtualAccount,1.0,0
CUST-00375,2025-07-04,18.0,Female,Busan,Basic,63103.0,12.9,1.0,1,3,Web,Card,2.0,0
CUST-00376,2025-01-31,29.0,Male,Daegu,Basic,48785.0,51.8,3.0,1,12,Web,Mobile,5.0,0
CUST-00377,2025-05-04,53.0,Male,Seoul,Standard,39484.0,28.5,1.0,1,12,Android,VirtualAccount,2.0,0
CUST-00378,2023-08-30,40.0,Male,Daejeon,Basic,61789.0,42.9,0.0,2,12,iOS,BankTransfer,3.0,0
CUST-00379,2025-03-08,55.0,Male,Incheon,Standard,44385.0,26.6,1.0,0,12,Android,BankTransfer,2.0,0
CUST-00380,2025-10-17,49.0,Male,Daegu,Basic,47615.0,8.9,2.0,0,12,Android,Card,1.0,0
CUST-00381,2024-06-01,47.0,Female,Daejeon,Standard,68295.0,29.1,3.0,2,6,iOS,Card,2.0,0
CUST-00382,2025-04-05,42.0,Female,Seoul,Premium,69586.0,36.8,,3,1,Android,Mobile,2.0,1
CUST-00383,2026-02-10,20.0,Male,Daegu,Standard,41423.0,13.5,1.0,1,12,Android,BankTransfer,2.0,1
CUST-00384,2026-03-01,51.0,Male,Busan,Premium,24759.0,44.2,0.0,0,6,Web,VirtualAccount,1.0,0
CUST-00385,2024-04-11,20.0,Male,Seoul,Standard,68616.0,35.0,0.0,2,12,Android,Card,3.0,0
CUST-00386,2025-01-01,39.0,Female,Seoul,Standard,43979.0,29.0,2.0,2,12,Web,Mobile,,0
CUST-00387,2026-04-25,45.0,Male,Incheon,Premium,70641.0,44.8,2.0,1,3,Web,VirtualAccount,1.0,0
CUST-00388,2023-07-03,35.0,Female,Busan,Standard,71267.0,42.1,2.0,1,12,iOS,Card,5.0,0
CUST-00389,2024-03-28,41.0,Male,Busan,Standard,44041.0,15.1,1.0,0,1,iOS,VirtualAccount,1.0,0
CUST-00390,2023-05-20,43.0,Male,Daegu,Standard,106313.0,19.5,0.0,1,24,iOS,BankTransfer,1.0,0
CUST-00391,2026-03-24,55.0,Male,Seoul,Basic,63395.0,22.8,1.0,1,12,Android,VirtualAccount,2.0,0
CUST-00392,2025-03-23,39.0,Male,Daegu,Premium,79080.0,54.5,2.0,2,1,Android,Mobile,5.0,0
CUST-00393,2024-04-29,42.0,Male,Daejeon,Basic,44936.0,23.8,0.0,2,12,Web,Mobile,4.0,0
CUST-00394,2025-08-18,50.0,Female,Daegu,Premium,66188.0,42.2,0.0,1,12,Web,Card,1.0,0
CUST-00395,2025-04-07,24.0,Male,Seoul,Standard,39469.0,33.7,2.0,1,12,Android,BankTransfer,2.0,0
CUST-00396,2023-09-10,41.0,Female,Busan,Standard,62561.0,38.2,4.0,3,12,Web,VirtualAccount,1.0,0
CUST-00397,2023-03-02,39.0,Male,Daegu,Basic,61122.0,36.0,0.0,0,12,iOS,VirtualAccount,2.0,0
CUST-00398,2025-09-11,40.0,Female,Seoul,Standard,51790.0,13.0,3.0,0,1,Web,Card,3.0,0
CUST-00399,2023-06-11,46.0,Female,Busan,Standard,35211.0,42.9,2.0,1,12,Android,BankTransfer,2.0,0
CUST-00400,2025-01-03,52.0,Female,Daejeon,Standard,58019.0,18.0,4.0,1,6,Android,VirtualAccount,3.0,0
CUST-00401,2025-12-02,37.0,Female,Seoul,Basic,61874.0,12.6,0.0,1,6,Android,Mobile,5.0,0
CUST-00402,2024-03-23,62.0,Male,Busan,Standard,70553.0,23.3,3.0,0,6,Web,VirtualAccount,4.0,1
CUST-00403,2024-10-08,61.0,Female,Seoul,Premium,277420.0,38.7,1.0,0,24,Web,Mobile,1.0,0
CUST-00404,2023-01-24,31.0,Female,Daegu,Standard,39995.0,66.3,0.0,0,12,Web,Mobile,2.0,0
CUST-00405,2025-06-14,39.0,Female,Daejeon,Standard,45885.0,41.4,2.0,0,12,iOS,BankTransfer,4.0,0
CUST-00406,2025-03-20,29.0,Female,Incheon,Standard,71642.0,21.1,2.0,1,12,Android,Card,1.0,1
CUST-00407,2025-08-06,35.0,Male,Busan,Standard,69232.0,17.5,0.0,0,24,Android,Mobile,5.0,0
CUST-00408,2025-01-02,67.0,Female,Busan,Standard,63522.0,48.5,1.0,1,3,Web,BankTransfer,5.0,0
CUST-00409,2024-08-03,27.0,Female,Seoul,Standard,77847.0,46.8,3.0,2,24,Android,Mobile,1.0,0
CUST-00410,2024-02-10,44.0,Male,Busan,Basic,57153.0,51.8,0.0,1,12,Android,VirtualAccount,1.0,0
CUST-00411,2025-05-13,59.0,Female,Busan,Standard,61750.0,85.0,2.0,0,12,Android,,3.0,0
CUST-00412,2024-09-21,66.0,Female,Daegu,Premium,56551.0,31.2,1.0,0,24,Android,Card,4.0,0
CUST-00413,2023-07-12,67.0,Male,Busan,Premium,56264.0,27.6,1.0,0,1,Web,BankTransfer,1.0,0
CUST-00414,2023-12-26,52.0,Female,Seoul,Standard,45274.0,17.1,3.0,2,12,iOS,BankTransfer,5.0,0
CUST-00415,2026-02-24,30.0,Male,Busan,Standard,48644.0,30.7,0.0,1,3,iOS,BankTransfer,1.0,0
CUST-00416,2023-11-07,33.0,Male,Incheon,Basic,18000.0,28.5,1.0,0,12,iOS,Mobile,1.0,0
CUST-00417,2024-03-06,67.0,Male,Incheon,Standard,65564.0,29.8,2.0,1,24,iOS,Card,2.0,0
CUST-00418,2024-12-09,43.0,Male,Daejeon,Standard,59832.0,41.5,1.0,2,12,iOS,Card,2.0,0
CUST-00419,2024-05-19,21.0,Female,Incheon,Basic,69462.0,29.7,3.0,1,24,iOS,VirtualAccount,1.0,0
CUST-00420,2024-05-16,46.0,Male,Busan,Basic,56268.0,25.2,0.0,2,24,Android,VirtualAccount,3.0,0
CUST-00421,2025-04-11,46.0,Male,Daegu,Premium,91021.0,23.5,1.0,2,12,iOS,VirtualAccount,3.0,0
CUST-00422,2026-02-17,30.0,Male,Busan,Standard,55383.0,28.5,1.0,1,12,Web,Card,1.0,1
CUST-00423,2023-02-21,42.0,Female,Busan,Basic,102732.0,28.6,1.0,1,12,Web,BankTransfer,3.0,0
CUST-00424,2025-08-18,38.0,Male,Busan,Standard,76914.0,48.6,0.0,1,6,Android,VirtualAccount,4.0,0
CUST-00425,2023-04-08,67.0,Female,Incheon,Basic,45515.0,80.8,2.0,1,3,Web,Card,1.0,1
CUST-00426,2023-06-28,61.0,Female,Daejeon,Premium,76587.0,24.2,1.0,2,12,iOS,VirtualAccount,5.0,0
CUST-00427,2024-01-24,56.0,Male,Incheon,Premium,67230.0,41.7,2.0,2,12,Android,Mobile,5.0,0
CUST-00428,2023-10-13,41.0,Male,Seoul,Premium,49817.0,20.9,3.0,0,3,Android,Mobile,3.0,0
CUST-00429,2023-02-11,22.0,Female,Seoul,Standard,52823.0,45.3,3.0,2,6,Android,Card,2.0,0
CUST-00430,2023-04-24,18.0,Female,Incheon,Premium,76938.0,20.1,1.0,0,24,Android,BankTransfer,4.0,0
CUST-00431,2025-02-01,18.0,Male,Incheon,Basic,77487.0,25.9,1.0,0,24,iOS,VirtualAccount,5.0,0
CUST-00432,2023-02-14,70.0,Male,Busan,Basic,75929.0,19.1,2.0,0,1,iOS,BankTransfer,4.0,0
CUST-00433,2024-12-27,75.0,Male,Seoul,Basic,78372.0,62.6,2.0,2,24,Web,VirtualAccount,3.0,0
CUST-00434,2024-09-24,20.0,Female,Seoul,Premium,39968.0,42.5,1.0,0,3,iOS,VirtualAccount,4.0,0
CUST-00435,2024-07-12,49.0,Female,Seoul,Standard,98890.0,47.8,1.0,0,6,iOS,Card,2.0,0
CUST-00436,2025-01-13,49.0,Female,Seoul,Basic,69379.0,8.5,1.0,0,24,Android,BankTransfer,,0
CUST-00437,2024-11-27,34.0,Male,Seoul,Standard,60869.0,52.0,4.0,0,1,Android,VirtualAccount,5.0,0
CUST-00438,2025-09-27,,Male,Seoul,Standard,85112.0,38.2,1.0,1,12,Android,BankTransfer,5.0,0
CUST-00439,2023-03-27,46.0,Male,Busan,Premium,56459.0,69.1,2.0,1,6,iOS,Card,3.0,0
CUST-00440,2023-06-08,40.0,Female,Daejeon,Basic,77025.0,18.4,1.0,0,12,Android,Card,1.0,0
CUST-00441,2023-09-10,31.0,Male,Daejeon,Basic,59092.0,41.9,0.0,1,12,Android,Mobile,1.0,0
CUST-00442,2025-06-20,41.0,Female,Daegu,Standard,64779.0,46.8,2.0,0,6,Android,VirtualAccount,2.0,1
CUST-00443,2023-02-26,55.0,Male,Seoul,Standard,45369.0,40.6,3.0,0,1,iOS,Card,3.0,0
CUST-00444,2025-08-12,33.0,Male,Seoul,Standard,56723.0,33.0,1.0,0,6,Android,Card,1.0,0
CUST-00445,2025-05-10,,Female,Daejeon,Premium,70515.0,24.6,1.0,0,3,iOS,VirtualAccount,3.0,0
CUST-00446,2024-01-13,36.0,Female,Seoul,Standard,67075.0,21.2,5.0,1,12,Android,Mobile,3.0,1
CUST-00447,2023-07-13,38.0,Male,Daegu,Basic,48767.0,33.4,1.0,0,6,Android,Card,2.0,0
CUST-00448,2024-02-04,46.0,Female,Seoul,Standard,90128.0,31.5,0.0,0,1,Android,VirtualAccount,5.0,0
