order_id,order_date,distance_km,traffic_index,stop_count,driver_experience_years,region,weather,vehicle_type,service_level,package_type,delivery_fee,departure_hour,delivery_time_min
ORD-20260240,2026-06-14,14.62,51.1,6,3.1,Busan,clear,van,normal,large|fragile,4551.0,14,108.5
ORD-20260241,2026-04-07,32.29,100.0,5,4.7,Busan,clear,truck,normal,large|fragile,6630.0,17,181.8
ORD-20260242,2026-03-12,30.25,28.2,7,6.3,Seoul,clear,van,normal,large|fragile,6638.0,15,137.8
ORD-20260243,2026-08-03,10.36,53.6,6,3.7,Incheon,cloudy,van,express,medium,6384.0,7,101.3
ORD-20260244,2026-03-20,24.73,63.2,5,2.1,Daejeon,clear,truck,normal,large|fragile,4934.0,11,140.6
ORD-20260245,2026-02-20,31.6,72.8,5,5.5,Incheon,clear,motorbike,normal,medium,5622.0,22,132.9
ORD-20260246,2026-02-09,31.11,72.1,6,6.2,Daegu,clear,motorbike,express,small,8017.0,21,124.2
ORD-20260247,2026-02-22,35.19,24.2,4,6.1,Daegu,clear,truck,normal,medium,6432.0,20,139.9
ORD-20260248,2026-07-07,7.68,69.1,5,4.4,Busan,cloudy,truck,same_day,large|fragile,5769.0,6,97.0
ORD-20260249,2026-05-27,14.41,22.4,8,0.3,Busan,clear,van,normal,medium|fragile,3909.0,10,100.7
ORD-20260250,2026-05-06,23.25,51.9,2,2.6,Daejeon,clear,van,normal,medium,5194.0,22,104.2
ORD-20260251,2026-06-26,14.65,49.3,3,4.1,Daejeon,cloudy,van,express,large|fragile,6450.0,10,77.9
ORD-20260252,2026-06-01,16.32,48.5,4,7.0,Daejeon,clear,van,express,medium|fragile,6080.0,16,81.9
ORD-20260253,2026-07-24,20.27,37.7,5,5.6,Daejeon,rain,truck,normal,medium,5592.0,10,108.4
ORD-20260254,2026-05-01,12.27,77.1,4,5.2,Daegu,clear,van,normal,small,4018.0,16,92.2
ORD-20260255,2026-03-16,40.69,32.5,4,5.7,Daegu,clear,truck,normal,medium,6735.0,7,160.1
ORD-20260256,2026-01-11,20.27,56.9,3,5.6,Seoul,rain,van,normal,medium|fragile,4769.0,17,127.4
ORD-20260257,2026-07-06,5.8,71.8,11,0.2,Seoul,clear,motorbike,normal,small|fragile,4544.0,16,113.1
ORD-20260258,2026-05-23,33.37,38.6,5,6.4,Seoul,cloudy,motorbike,normal,medium,5383.0,20,142.6
ORD-20260259,2026-03-09,33.81,50.1,7,4.3,Seoul,clear,motorbike,normal,small,6134.0,11,144.4
ORD-20260260,2026-04-09,31.72,76.4,4,5.6,Incheon,clear,van,normal,small,6481.0,12,140.1
ORD-20260261,2026-06-06,24.88,82.1,4,2.3,Seoul,rain,van,same_day,small|fragile,6885.0,15,127.0
ORD-20260262,2026-03-12,33.21,20.9,3,5.2,Daegu,clear,motorbike,normal,small,6982.0,12,106.4
ORD-20260263,2026-07-07,60.25,74.4,5,3.9,Seoul,clear,van,normal,medium,9000.0,14,214.5
ORD-20260264,2026-04-15,34.23,57.4,7,0.2,Busan,rain,van,express,large|fragile,8226.0,15,161.0
ORD-20260265,2026-06-20,26.17,71.5,4,5.4,Busan,clear,motorbike,normal,medium,5501.0,18,135.9
ORD-20260266,2026-03-23,30.95,49.1,6,8.3,Daegu,rain,van,normal,medium|fragile,6428.0,16,140.8
ORD-20260267,2026-04-10,20.05,26.3,3,4.1,Daegu,cloudy,motorbike,normal,medium,4857.0,21,94.6
ORD-20260268,2026-07-26,10.61,61.0,6,6.1,Seoul,rain,truck,same_day,medium,5605.0,11,100.1
ORD-20260269,2026-01-29,56.83,51.8,2,5.0,Daegu,clear,van,same_day,medium|fragile,9615.0,9,177.0
ORD-20260270,2026-05-22,7.05,23.4,6,5.9,Incheon,clear,van,normal,small|fragile,4525.0,20,87.3
ORD-20260271,2026-06-11,14.26,40.2,4,5.5,Seoul,clear,van,normal,medium,4759.0,12,85.1
ORD-20260272,2026-04-07,10.08,75.3,7,3.8,Daegu,rain,van,normal,medium,4963.0,11,118.2
ORD-20260273,2026-07-14,38.9,57.5,2,3.2,Seoul,cloudy,motorbike,express,medium,7828.0,22,141.7
ORD-20260274,2026-06-25,6.15,63.8,3,7.1,Seoul,rain,van,normal,medium|fragile,3375.0,20,107.5
ORD-20260275,2026-03-03,49.64,69.4,2,3.3,Incheon,cloudy,van,normal,small|fragile,7641.0,21,175.6
ORD-20260276,2026-05-27,57.41,52.3,6,2.6,Seoul,clear,truck,normal,medium|fragile,8229.0,6,204.2
ORD-20260277,2026-07-21,15.1,80.1,4,0.7,Daejeon,clear,truck,same_day,medium,6250.0,15,102.0
ORD-20260278,2026-05-25,31.39,193.2,7,4.5,Busan,clear,van,normal,small,6312.0,19,148.8
ORD-20260279,2026-02-09,20.38,75.5,5,2.9,Busan,clear,van,normal,large|fragile,5468.0,21,125.3
ORD-20260280,2026-05-29,15.87,54.9,1,3.7,Seoul,cloudy,van,express,large,5801.0,16,92.5
ORD-20260281,2026-05-29,13.72,62.1,7,0.6,Daejeon,rain,truck,normal,small,5528.0,10,118.6
ORD-20260282,2026-02-13,8.63,69.5,5,6.4,Seoul,clear,truck,normal,small,3764.0,11,91.6
ORD-20260283,2026-01-11,15.08,47.9,8,0.5,Daegu,clear,motorbike,express,large,6598.0,12,93.6
ORD-20260284,2026-04-09,47.35,47.6,5,2.0,Seoul,rain,van,normal,small,7907.0,22,194.8
ORD-20260285,2026-02-26,40.75,36.1,3,2.1,Busan,clear,van,normal,medium,7104.0,14,138.5
ORD-20260286,2026-05-17,24.8,47.0,7,4.5,Busan,clear,van,normal,medium,5475.0,17,128.9
ORD-20260287,2026-06-09,30.3,60.9,9,4.6,Daejeon,clear,van,express,small,8616.0,16,125.0
ORD-20260288,2026-07-17,22.36,67.2,6,3.6,Seoul,rain,van,same_day,small,7083.0,14,122.6
ORD-20260289,2026-02-26,29.22,64.4,6,3.5,Incheon,clear,van,normal,medium,5521.0,22,147.9
ORD-20260290,2026-07-30,17.72,24.5,3,5.1,Seoul,rain,van,normal,medium,4709.0,6,105.1
ORD-20260291,2026-02-27,14.08,65.1,4,9.4,Daegu,rain,motorbike,express,medium,5575.0,14,77.3
ORD-20260292,2026-04-04,21.44,64.3,7,6.6,Busan,clear,motorbike,normal,small|fragile,5358.0,13,120.1
ORD-20260293,2026-05-29,25.43,66.3,2,6.2,Daejeon,clear,truck,normal,medium|fragile,5208.0,16,123.4
ORD-20260294,2026-05-28,18.0,65.4,8,2.7,Daegu,clear,van,express,small,7032.0,11,96.7
ORD-20260295,2026-02-07,9.87,44.4,5,9.4,Incheon,clear,van,same_day,small,,9,63.8
ORD-20260296,2026-03-13,23.98,59.9,7,6.5,Seoul,snow,motorbike,express,large,7077.0,6,139.5
ORD-20260297,2026-02-13,29.6,92.8,4,2.0,Incheon,clear,truck,normal,large,4516.0,15,157.0
ORD-20260298,2026-06-10,30.89,40.5,4,6.7,Daejeon,rain,motorbike,normal,small,5729.0,13,124.0
ORD-20260299,2026-05-27,10.18,75.7,4,1.2,Seoul,clear,van,normal,medium,2741.0,17,124.9
ORD-20260300,2026-05-21,7.65,58.9,5,7.6,Busan,clear,van,express,medium,6041.0,13,75.3
ORD-20260301,2026-03-14,16.35,29.5,0,4.9,Seoul,clear,truck,normal,large,4509.0,6,80.2
ORD-20260302,2026-04-19,18.24,34.4,6,2.8,Seoul,clear,van,normal,large|fragile,5118.0,9,125.9
ORD-20260303,2026-02-21,26.64,100.0,7,1.2,Daejeon,clear,van,express,medium,7546.0,11,130.3
ORD-20260304,2026-03-02,9.18,42.4,6,3.8,Incheon,rain,van,normal,small|fragile,3781.0,8,111.5
ORD-20260305,2026-02-22,11.3,61.6,5,6.0,Busan,cloudy,van,normal,small,3521.0,9,103.4
ORD-20260306,2026-03-26,14.8,35.1,3,2.3,Daejeon,clear,truck,same_day,medium,5613.0,13,61.1
ORD-20260307,2026-06-12,20.01,69.4,5,2.7,Daejeon,cloudy,van,same_day,small,6500.0,21,95.4
ORD-20260308,2026-04-13,8.53,51.5,2,2.8,Busan,cloudy,van,express,medium|fragile,4805.0,20,87.6
ORD-20260309,2026-03-16,8.61,46.5,8,5.4,Daegu,cloudy,van,normal,medium,4281.0,22,88.3
ORD-20260310,2026-04-24,27.5,65.3,5,4.6,Seoul,cloudy,van,express,medium,6708.0,19,129.0
ORD-20260311,2026-03-16,44.15,49.3,6,6.2,Busan,cloudy,truck,express,small,9036.0,12,166.3
ORD-20260312,2026-05-21,19.68,46.8,7,6.0,Seoul,clear,van,express,medium|fragile,6805.0,16,109.5
ORD-20260313,2026-05-10,35.63,59.7,4,5.6,Incheon,clear,truck,express,large,8718.0,8,144.6
ORD-20260314,2026-06-24,21.65,32.8,7,3.8,Seoul,clear,truck,normal,large,5670.0,17,121.8
ORD-20260315,2026-02-24,6.74,35.0,3,2.9,Seoul,clear,van,normal,small|fragile,3016.0,20,92.1
ORD-20260316,2026-07-16,251.75,78.7,6,8.8,Seoul,clear,van,normal,medium,4586.0,7,115.4
ORD-20260317,2026-07-29,54.19,60.1,10,1.0,Daegu,cloudy,truck,normal,large|fragile,8208.0,20,227.6
ORD-20260318,2026-08-04,7.83,39.4,5,5.7,Incheon,clear,van,normal,large,3600.0,12,70.1
ORD-20260319,2026-05-06,53.22,11.5,4,7.5,Busan,cloudy,van,normal,small,8322.0,22,144.3
ORD-20260320,2026-04-02,6.76,47.8,3,6.9,Busan,clear,van,normal,large|fragile,3395.0,22,70.1
ORD-20260321,2026-06-09,35.13,86.2,3,3.6,Daejeon,cloudy,van,normal,large|fragile,6681.0,8,175.7
ORD-20260322,2026-07-25,18.05,28.2,8,5.8,Incheon,clear,van,normal,medium,4394.0,10,100.2
ORD-20260323,2026-04-21,6.69,57.6,4,2.7,Seoul,clear,van,normal,medium|fragile,2885.0,17,100.0
ORD-20260324,2026-04-08,20.61,28.6,5,,Busan,clear,motorbike,normal,medium|fragile,4896.0,12,92.5
ORD-20260325,2026-04-16,23.02,67.1,1,1.8,Incheon,clear,van,normal,medium,4954.0,7,118.2
ORD-20260326,2026-07-24,45.21,38.5,5,4.8,Daegu,clear,truck,express,medium,9535.0,9,153.1
ORD-20260327,2026-06-18,37.54,48.6,6,4.0,Daegu,cloudy,van,normal,small|fragile,6675.0,13,152.7
ORD-20260328,2026-06-08,4.93,44.0,7,8.1,Incheon,cloudy,truck,normal,small|fragile,3586.0,22,74.1
ORD-20260329,2026-04-30,15.15,45.2,2,4.7,Daegu,rain,van,normal,medium|fragile,3963.0,11,110.0
ORD-20260330,2026-07-31,17.21,100.0,3,5.1,Seoul,rain,motorbike,normal,small,4721.0,7,133.2
ORD-20260331,2026-02-07,21.76,87.8,2,0.2,Busan,snow,van,normal,medium,4362.0,7,152.6
ORD-20260332,2026-06-01,38.86,41.1,4,4.1,Seoul,snow,motorbike,normal,medium,6715.0,7,161.2
ORD-20260333,2026-04-11,60.79,76.5,6,4.5,Seoul,clear,truck,express,large|fragile,11017.0,10,207.4
ORD-20260334,2026-04-04,14.24,45.1,2,3.7,Daegu,clear,van,normal,medium,4131.0,10,80.2
ORD-20260335,2026-06-07,23.49,98.0,9,4.9,Busan,snow,truck,normal,small,6192.0,9,172.4
ORD-20260336,2026-04-18,15.04,32.7,3,5.5,Busan,rain,van,same_day,medium,5710.0,11,73.3
ORD-20260337,2026-04-26,8.79,29.7,8,2.0,Daejeon,clear,truck,normal,medium,4748.0,22,89.1
ORD-20260338,2026-01-02,10.7,36.6,1,5.6,Seoul,cloudy,van,express,large|fragile,4876.0,22,68.9
ORD-20260339,2026-03-29,6.81,78.4,2,1.1,Daejeon,rain,motorbike,same_day,medium,5456.0,6,67.2
ORD-20260340,2026-08-06,19.36,66.3,4,5.3,Incheon,clear,van,express,large,6585.0,18,114.3
ORD-20260341,2026-03-18,6.96,86.1,3,2.2,Busan,cloudy,motorbike,normal,medium,3890.0,22,84.4
ORD-20260342,2026-03-09,17.77,64.2,5,4.0,Daejeon,rain,van,express,small|fragile,5839.0,9,105.3
ORD-20260343,2026-04-14,13.48,67.6,4,2.2,Incheon,clear,motorbike,normal,medium|fragile,4813.0,19,115.2
ORD-20260344,2026-07-09,43.59,28.2,2,4.5,Daegu,clear,van,normal,medium,7329.0,20,146.2
ORD-20260345,2026-03-12,44.38,42.2,4,3.6,Daejeon,cloudy,van,normal,medium,6472.0,16,163.8
ORD-20260346,2026-04-25,12.26,40.5,4,0.5,Busan,snow,truck,express,small,5882.0,13,104.0
ORD-20260347,2026-03-10,33.54,54.2,6,3.2,Daejeon,clear,van,express,medium,8255.0,21,136.1
ORD-20260348,2026-06-06,46.78,80.7,1,7.0,Busan,clear,van,normal,small|fragile,7186.0,7,179.3
ORD-20260349,2026-04-06,18.52,43.6,3,2.9,Busan,clear,motorbike,normal,large,5414.0,10,99.2
ORD-20260350,2026-07-24,19.91,80.1,6,5.5,Incheon,cloudy,truck,same_day,small,7273.0,10,102.0
ORD-20260351,2026-03-29,53.15,25.7,5,6.7,Seoul,clear,van,express,medium,10032.0,10,152.4
ORD-20260352,2026-05-17,13.96,30.3,9,3.0,Seoul,cloudy,van,express,medium|fragile,6459.0,8,103.9
ORD-20260353,2026-03-17,34.9,26.0,3,8.0,Seoul,cloudy,motorbike,normal,large|fragile,6046.0,6,132.1
ORD-20260354,2026-05-12,51.21,30.5,7,6.5,Incheon,cloudy,truck,express,medium,10207.0,7,170.0
ORD-20260355,2026-05-11,21.24,45.2,3,0.2,Seoul,clear,van,normal,medium,4479.0,11,112.2
ORD-20260356,2026-05-02,48.9,69.3,6,4.0,Seoul,clear,van,normal,medium,8077.0,17,188.5
ORD-20260357,2026-05-07,11.82,57.7,10,5.3,Seoul,clear,truck,normal,medium,4270.0,19,120.4
ORD-20260358,2026-03-25,15.92,63.8,4,5.5,Busan,clear,motorbike,normal,medium,3382.0,12,98.5
ORD-20260359,2026-01-11,26.69,60.9,8,1.4,Busan,cloudy,van,normal,large|fragile,5560.0,18,159.1
ORD-20260360,2026-06-20,16.66,68.6,5,,Daegu,clear,van,express,small|fragile,7083.0,16,88.4
ORD-20260361,2026-08-06,27.28,78.1,5,4.6,Busan,rain,motorbike,normal,small,6106.0,12,140.1
ORD-20260362,2026-01-02,32.75,52.6,2,5.2,Incheon,clear,motorbike,normal,small,5424.0,8,137.3
ORD-20260363,2026-03-15,21.62,36.3,4,3.6,Seoul,clear,van,express,small,6354.0,21,99.7
ORD-20260364,2026-07-15,26.89,41.5,5,1.1,Seoul,rain,motorbike,normal,medium|fragile,5779.0,22,135.0
ORD-20260365,2026-03-21,6.99,41.1,4,6.0,Incheon,rain,van,normal,small|fragile,3256.0,6,72.6
ORD-20260366,2026-03-04,19.21,66.3,6,0.9,Seoul,rain,van,normal,large|fragile,4761.0,15,142.7
ORD-20260367,2026-02-20,49.85,58.6,11,7.0,Seoul,clear,truck,normal,medium,8651.0,11,186.0
ORD-20260368,2026-04-06,20.48,46.0,4,3.7,Busan,cloudy,van,express,large|fragile,6682.0,18,112.4
ORD-20260369,2026-08-01,17.53,84.2,6,4.8,Daegu,clear,van,same_day,small,6265.0,9,107.7
ORD-20260370,2026-03-24,13.04,65.9,6,1.4,Seoul,cloudy,motorbike,normal,small,4862.0,15,101.2
ORD-20260371,2026-08-08,21.87,39.2,7,7.5,Daegu,cloudy,truck,normal,large|fragile,6298.0,19,131.2
ORD-20260372,2026-06-15,29.73,53.0,7,3.7,Seoul,rain,van,normal,medium,7261.0,15,143.9
ORD-20260373,2026-04-09,28.3,46.3,6,3.6,Daegu,clear,truck,normal,large|fragile,5984.0,14,131.1
ORD-20260374,2026-01-08,170.79,89.4,5,2.6,Daegu,clear,motorbike,express,large,8844.0,21,137.1
ORD-20260375,2026-01-12,11.8,53.1,7,3.6,Busan,clear,truck,express,medium|fragile,6487.0,22,96.3
ORD-20260376,2026-05-23,15.27,61.6,6,4.2,Busan,rain,motorbike,normal,medium|fragile,4905.0,18,123.0
ORD-20260377,2026-03-21,14.5,53.2,2,7.8,Daegu,clear,truck,express,large|fragile,5041.0,7,91.6
ORD-20260378,2026-06-27,23.83,78.0,4,4.5,Incheon,clear,motorbike,same_day,medium,6449.0,8,108.9
ORD-20260379,2026-01-01,27.41,40.9,7,4.0,Busan,clear,van,normal,large,6311.0,6,124.5
ORD-20260380,2026-07-16,21.46,40.0,7,4.8,Daegu,rain,van,normal,medium,5077.0,13,119.2
ORD-20260381,2026-07-31,21.24,38.2,12,7.0,Daegu,clear,truck,same_day,large,7361.0,20,123.7
ORD-20260382,2026-07-01,27.68,68.2,6,5.0,Busan,clear,van,normal,medium,5431.0,10,136.0
ORD-20260383,2026-02-07,29.26,64.3,8,7.6,Seoul,clear,truck,express,large,8142.0,12,122.5
ORD-20260384,2026-06-22,15.43,65.4,3,1.9,Seoul,clear,motorbike,normal,medium|fragile,5039.0,19,106.3
ORD-20260385,2026-03-20,8.75,62.1,6,5.2,Daejeon,clear,van,normal,medium|fragile,3882.0,11,86.5
ORD-20260386,2026-07-25,14.64,87.7,5,4.2,Seoul,clear,truck,normal,medium,4858.0,16,123.1
ORD-20260387,2026-02-14,17.87,83.5,4,8.8,Busan,clear,truck,same_day,small|fragile,6740.0,17,113.0
ORD-20260388,2026-03-20,31.73,45.5,2,6.6,Busan,clear,truck,express,small,7730.0,15,111.9
ORD-20260389,2026-04-24,29.45,65.4,7,4.3,Busan,clear,van,express,small,8334.0,6,124.0
ORD-20260390,2026-05-31,15.58,72.6,2,4.2,Busan,clear,motorbike,express,large|fragile,6593.0,20,98.3
ORD-20260391,2026-07-28,15.5,31.1,7,5.8,Daegu,cloudy,truck,normal,medium,4666.0,15,105.4
ORD-20260392,2026-05-01,30.17,68.1,2,4.0,Incheon,clear,truck,normal,small,5676.0,15,126.9
ORD-20260393,2026-07-09,34.55,47.8,8,1.9,Incheon,rain,van,same_day,large|fragile,8538.0,8,148.1
ORD-20260394,2026-01-27,6.54,75.9,2,3.1,Seoul,cloudy,van,express,small,4553.0,17,91.6
ORD-20260395,2026-04-21,22.75,43.8,3,3.1,Seoul,clear,van,normal,medium,4645.0,11,104.7
ORD-20260396,2026-06-28,17.89,59.7,8,5.8,Busan,rain,van,same_day,medium,6249.0,12,100.0
ORD-20260397,2026-05-13,7.9,56.2,3,3.7,Incheon,rain,truck,normal,large,4273.0,22,94.8
ORD-20260398,2026-01-12,21.61,68.3,3,4.0,Busan,clear,truck,normal,medium|fragile,5352.0,11,112.4
ORD-20260399,2026-02-13,11.58,34.8,5,4.1,Incheon,rain,van,normal,large,4284.0,14,93.3
ORD-20260400,2026-06-07,26.92,43.9,2,5.2,Seoul,cloudy,truck,normal,small,5070.0,16,110.6
ORD-20260401,2026-07-15,16.03,55.8,1,7.3,Daegu,clear,van,normal,medium|fragile,4674.0,20,97.6
ORD-20260402,2026-07-11,16.92,38.0,9,4.2,Seoul,cloudy,van,normal,small|fragile,5940.0,14,99.7
ORD-20260403,2026-05-30,16.64,100.0,3,5.2,Busan,clear,truck,normal,small,5190.0,18,127.0
ORD-20260404,2026-05-19,17.56,32.3,6,5.8,Busan,rain,truck,normal,medium,4851.0,8,118.9
ORD-20260405,2026-05-10,23.73,69.2,3,3.8,Daejeon,cloudy,van,same_day,small,6769.0,6,101.8
ORD-20260406,2026-07-23,14.12,57.5,4,4.4,Seoul,cloudy,van,express,small,6472.0,14,85.4
ORD-20260407,2026-01-03,26.81,33.6,2,7.0,Daejeon,snow,van,express,small,6733.0,9,104.1
ORD-20260408,2026-04-18,24.74,60.3,4,4.1,Seoul,clear,van,express,medium,6804.0,21,97.8
ORD-20260409,2026-03-19,21.26,77.8,8,2.6,Seoul,cloudy,van,normal,medium,5752.0,16,130.1
ORD-20260410,2026-02-17,24.32,70.9,6,1.7,Daejeon,cloudy,van,normal,small,5338.0,17,141.5
ORD-20260411,2026-05-30,12.91,56.5,5,6.1,Daegu,cloudy,truck,normal,large,4645.0,18,116.6
ORD-20260412,2026-01-29,17.16,31.9,8,7.9,Daegu,rain,truck,express,large,6330.0,13,103.1
ORD-20260413,2026-07-16,37.78,56.5,6,2.9,Busan,cloudy,van,normal,medium,6618.0,14,154.9
ORD-20260414,2026-04-16,28.98,65.5,5,4.3,Daejeon,clear,van,same_day,small,7096.0,9,126.8
ORD-20260415,2026-07-03,36.3,28.8,5,4.8,Seoul,clear,motorbike,express,large,7764.0,6,120.2
ORD-20260416,2026-01-05,13.48,40.5,5,4.6,Daegu,clear,van,express,large,5633.0,9,94.1
ORD-20260417,2026-02-18,10.82,65.6,9,6.6,Busan,clear,truck,express,medium|fragile,6111.0,19,111.4
ORD-20260418,2026-04-07,15.88,56.4,0,2.6,Daegu,clear,van,normal,medium,4187.0,6,73.4
ORD-20260419,2026-03-13,31.74,69.3,5,4.3,Seoul,cloudy,truck,normal,medium,5624.0,14,144.2
ORD-20260420,2026-06-09,6.4,43.0,2,3.6,Incheon,clear,truck,normal,medium,2462.0,6,64.3
ORD-20260421,2026-07-14,39.51,42.1,6,8.0,Incheon,clear,truck,normal,medium|fragile,7402.0,10,155.1
ORD-20260422,2026-06-28,39.53,42.4,4,6.8,Incheon,clear,truck,normal,medium,6947.0,13,148.0
ORD-20260423,2026-07-13,30.74,21.5,7,0.2,Seoul,rain,van,express,small|fragile,8665.0,12,133.6
ORD-20260424,2026-02-10,27.34,56.6,3,0.2,Daejeon,rain,van,normal,medium|fragile,5510.0,8,150.6
ORD-20260425,2026-07-20,37.36,72.3,2,2.5,Daegu,rain,van,normal,large|fragile,6140.0,22,166.1
ORD-20260426,2026-01-13,11.26,51.9,5,4.4,Seoul,clear,motorbike,normal,medium|fragile,3994.0,9,99.6
ORD-20260427,2026-05-28,15.47,71.5,4,5.6,Busan,rain,van,express,small,5592.0,13,107.2
ORD-20260428,2026-07-08,29.05,70.6,2,4.0,Seoul,snow,motorbike,normal,medium,5992.0,12,149.6
ORD-20260429,2026-02-01,79.79,58.0,5,3.4,Daegu,clear,motorbike,express,large|fragile,12376.0,14,225.3
ORD-20260430,2026-03-24,22.08,87.9,5,6.5,Daegu,clear,truck,express,medium,6788.0,11,108.7
ORD-20260431,2026-02-03,22.33,23.3,2,6.6,Busan,cloudy,truck,normal,medium|fragile,4844.0,7,105.0
ORD-20260432,2026-02-21,30.51,65.7,4,2.5,Seoul,rain,van,same_day,small|fragile,7282.0,19,148.8
ORD-20260433,2026-08-04,31.43,51.2,4,4.8,Daegu,cloudy,van,normal,large,5655.0,16,129.4
ORD-20260434,2026-02-07,11.18,45.0,4,4.6,Seoul,cloudy,truck,normal,small,2888.0,14,92.8
ORD-20260435,2026-03-10,8.46,68.6,2,4.3,Incheon,snow,van,same_day,large,5463.0,20,94.2
ORD-20260436,2026-03-27,28.05,56.6,6,5.0,Daejeon,clear,truck,normal,small,5137.0,19,148.2
ORD-20260437,2026-03-22,15.02,60.8,4,2.6,Incheon,clear,truck,express,small,6380.0,12,89.7
ORD-20260438,2026-02-01,13.24,24.3,9,5.9,Incheon,clear,motorbike,normal,small,4720.0,8,86.1
ORD-20260439,2026-08-04,21.26,59.5,4,6.6,Seoul,clear,motorbike,same_day,medium,6875.0,18,87.1
ORD-20260440,2026-02-18,34.92,60.5,1,4.1,Seoul,clear,van,normal,small,5427.0,15,136.5
ORD-20260441,2026-05-21,13.61,67.3,1,2.3,Busan,clear,van,express,large,5877.0,6,91.0
ORD-20260442,2026-01-03,55.43,48.7,7,7.5,Daegu,clear,truck,normal,large,7791.0,9,200.3
ORD-20260443,2026-06-05,19.82,52.5,5,5.0,Seoul,cloudy,motorbike,normal,small|fragile,5619.0,18,135.4
ORD-20260444,2026-03-07,23.33,68.7,3,5.4,Incheon,clear,van,same_day,medium,7217.0,17,120.1
ORD-20260445,2026-01-23,13.75,30.1,3,3.1,Incheon,rain,van,normal,medium,4390.0,7,94.8
ORD-20260446,2026-06-25,15.15,71.6,7,6.4,Incheon,clear,van,express,medium|fragile,6755.0,15,109.8
ORD-20260447,2026-06-15,57.12,49.5,7,1.5,Incheon,clear,truck,normal,medium|fragile,8149.0,20,208.3
ORD-20260448,2026-05-23,14.01,43.9,4,2.7,Busan,clear,truck,normal,small,3898.0,11,91.6
ORD-20260449,2026-01-02,10.12,58.2,6,4.2,Seoul,rain,motorbike,normal,medium,4185.0,15,110.6
ORD-20260450,2026-04-28,22.57,54.7,8,4.1,Seoul,cloudy,truck,normal,large,6232.0,9,145.0
ORD-20260451,2026-03-18,12.85,45.6,3,6.4,Daejeon,rain,van,express,medium,5230.0,11,86.3
ORD-20260452,2026-06-06,229.93,39.4,8,2.4,Seoul,clear,truck,normal,large,8810.0,17,201.9
ORD-20260453,2026-05-12,9.77,77.5,3,2.8,Seoul,clear,van,express,medium,5528.0,17,88.8
ORD-20260454,2026-05-17,32.42,51.5,8,3.2,Busan,cloudy,motorbike,express,medium|fragile,8363.0,8,147.0
ORD-20260455,2026-04-25,7.28,75.0,6,0.4,Busan,clear,van,normal,small,3878.0,6,87.4
ORD-20260456,2026-03-03,40.64,24.4,6,7.0,Incheon,clear,truck,normal,small,7479.0,16,142.6
ORD-20260457,2026-01-09,3.68,50.5,3,5.4,Seoul,rain,truck,normal,small,3342.0,16,71.4
ORD-20260458,2026-03-07,30.92,71.4,5,5.2,Busan,rain,motorbike,same_day,medium|fragile,7705.0,7,137.3
ORD-20260459,2026-08-01,21.94,41.8,4,5.2,Busan,cloudy,van,normal,large,4642.0,16,107.9
ORD-20260460,2026-07-24,9.92,47.5,8,4.0,Daegu,clear,van,express,small,5841.0,7,78.7
ORD-20260461,2026-01-10,20.39,43.9,9,1.6,Seoul,clear,van,normal,medium,5853.0,20,130.9
ORD-20260462,2026-03-25,9.23,58.7,0,5.4,Seoul,clear,motorbike,normal,medium,,15,80.1
ORD-20260463,2026-01-19,26.66,66.0,4,4.2,Busan,clear,truck,normal,medium,6239.0,20,149.8
ORD-20260464,2026-02-25,13.42,75.6,6,2.0,Busan,clear,motorbike,normal,medium|fragile,4664.0,17,135.1
ORD-20260465,2026-02-13,24.76,66.2,5,2.0,Daejeon,clear,van,express,medium|fragile,7539.0,6,115.8
ORD-20260466,2026-06-08,6.71,63.9,2,5.5,Incheon,clear,truck,express,medium|fragile,5619.0,18,88.8
ORD-20260467,2026-05-26,40.21,45.1,5,1.7,Seoul,clear,van,same_day,small|fragile,8643.0,10,131.3
ORD-20260468,2026-05-10,33.68,59.5,10,4.3,Busan,cloudy,motorbike,normal,medium,7006.0,19,158.4
ORD-20260469,2026-07-09,6.06,67.1,5,5.5,Seoul,clear,van,express,medium,5855.0,9,83.6
ORD-20260470,2026-07-08,6.68,197.3,6,5.3,Seoul,clear,van,express,medium|fragile,6097.0,7,81.9
ORD-20260471,2026-06-20,32.82,74.7,1,0.4,Incheon,clear,van,normal,medium|fragile,5274.0,14,133.5
ORD-20260472,2026-04-13,15.75,84.9,3,4.6,Seoul,rain,van,express,medium,5582.0,13,106.6
ORD-20260473,2026-05-24,16.42,52.2,7,6.7,Incheon,rain,truck,same_day,large,7416.0,16,107.2
ORD-20260474,2026-06-14,18.82,44.4,4,2.8,Seoul,cloudy,van,normal,small,4778.0,21,99.4
ORD-20260475,2026-02-10,14.64,47.5,6,,Incheon,clear,van,same_day,small,5952.0,16,75.0
ORD-20260476,2026-07-11,24.99,80.0,8,6.9,Daejeon,cloudy,motorbike,normal,large,6273.0,6,133.1
ORD-20260477,2026-01-30,33.6,63.6,1,7.6,Incheon,cloudy,truck,normal,small|fragile,6482.0,18,155.6
ORD-20260478,2026-05-23,48.38,45.1,3,3.1,Daegu,snow,truck,express,medium|fragile,10000.0,9,187.9
ORD-20260479,2026-03-25,32.28,72.4,6,2.5,Busan,clear,van,express,small|fragile,8130.0,18,145.6
