customer_id,age,gender,region,plan_type,contract_type,payment_method,signup_date,tenure_months,monthly_fee,support_calls,late_payments,avg_weekly_hours,auto_payment,churn
C100594,30.0,Male,Gwangju,Basic,Monthly,Mobile,2023-10-10,26.0,31.6,0.0,0.0,3.3,No,0
C100019,39.0,Female,Daegu,Standard,Two-year,Card,2022-08-13,40.0,45.2,1.0,0.0,1.9,No,0
C100107,25.0,Female,Seoul,Standard,Monthly,Card,2025-08-26,4.0,55.2,3.0,2.0,6.5,No,0
C100346,44.0,Female,Seoul,Basic,One-year,Card,2023-10-23,26.0,23.8,1.0,1.0,2.3,Yes,0
C100111,19.0,Female,Seoul,Basic,Monthly,Virtual account,2025-01-09,11.0,17.0,2.0,0.0,4.9,Yes,0
C100217,,Female,Busan,Standard,Monthly,Mobile,2025-11-19,1.0,41.4,1.0,1.0,6.2,Yes,1
C100285,50.0,Female,Daejeon,Basic,Monthly,Card,2025-04-04,8.0,19.7,1.0,0.0,5.9,Yes,1
C100384,57.0,Female,Daejeon,Premium,Two-year,Card,2025-10-30,2.0,79.1,0.0,1.0,4.4,Yes,0
C100135,38.0,Female,Seoul,Basic,Monthly,Bank transfer,2024-10-04,14.0,19.4,0.0,1.0,6.0,Yes,0
C100252,35.0,Male,Seoul,Basic,One-year,Mobile,2022-11-03,37.0,27.4,2.0,0.0,3.7,Yes,1
C100201,24.0,Female,Seoul,Standard,Monthly,Bank transfer,2025-04-23,8.0,45.3,1.0,1.0,9.0,Yes,0
C100574,54.0,Female,Seoul,Basic,Monthly,Card,2025-11-11,1.0,23.6,0.0,0.0,1.7,Yes,0
C100006,51.0,Male,Seoul,Standard,Monthly,Bank transfer,2022-06-05,42.0,42.4,1.0,0.0,4.1,Yes,0
C100562,42.0,Female,Daegu,Basic,Monthly,Mobile,2025-02-15,10.0,28.6,1.0,0.0,1.7,Yes,0
C100360,36.0,Male,Daejeon,Basic,Monthly,Virtual account,2025-07-19,5.0,27.1,1.0,1.0,3.5,No,1
C100228,39.0,Female,Daejeon,Standard,One-year,Bank transfer,2025-12-29,1.0,41.6,0.0,0.0,4.8,Yes,0
C100241,42.0,Female,Seoul,Standard,Monthly,Card,2022-11-08,37.0,50.1,1.0,1.0,5.1,Yes,0
C100547,22.0,Male,Seoul,Standard,Two-year,Bank transfer,2024-01-02,23.0,57.4,0.0,0.0,9.9,No,0
C100586,31.0,Female,Busan,Premium,One-year,Card,2022-03-10,45.0,75.0,0.0,0.0,4.0,No,0
C100453,46.0,Male,Busan,Premium,Two-year,Bank transfer,2022-02-04,46.0,80.9,2.0,0.0,,No,0
C100397,59.0,Male,Daejeon,Basic,One-year,Card,2023-10-22,26.0,18.9,3.0,0.0,5.2,Yes,0
C100288,112.0,Female,Busan,Standard,Two-year,Mobile,2023-06-28,30.0,48.8,1.0,1.0,2.0,No,0
C100051,37.0,Male,Seoul,Basic,One-year,Card,2025-08-09,4.0,31.5,2.0,0.0,14.7,Yes,0
C100404,43.0,Male,Daejeon,Basic,Monthly,,2024-12-30,12.0,19.8,0.0,2.0,3.1,Yes,1
C100023,56.0,Male,Daejeon,Basic,One-year,Card,2025-04-18,8.0,23.3,3.0,1.0,2.3,No,0
C100056,31.0,Male,Seoul,Standard,Monthly,Card,2024-04-12,20.0,47.6,3.0,0.0,7.9,No,0
C100139,43.0,Female,Busan,Basic,Monthly,Mobile,2025-02-05,10.0,24.8,1.0,1.0,4.0,No,0
C100616,37.0,Female,Daejeon,Basic,Two-year,Bank transfer,2022-02-27,46.0,35.6,1.0,2.0,1.8,Yes,0
C100475,40.0,Female,Daejeon,Basic,Monthly,Mobile,2025-04-05,8.0,34.4,3.0,1.0,1.0,No,1
C100245,53.0,Male,Seoul,Basic,Two-year,Card,2023-04-17,32.0,,,0.0,9.0,No,0
C100020,40.0,Male,Seoul,Basic,Monthly,Card,2022-01-22,47.0,15.7,3.0,0.0,3.5,Yes,0
C100517,45.0,Male,Busan,Premium,Monthly,Bank transfer,2022-02-01,46.0,74.0,3.0,1.0,2.8,No,0
C100390,56.0,Male,Seoul,Basic,Monthly,Bank transfer,2023-03-15,33.0,29.5,2.0,1.0,5.4,Yes,0
C100469,53.0,Male,Seoul,Standard,Two-year,Card,2025-04-16,8.0,42.3,0.0,1.0,2.3,Yes,0
C100257,37.0,Female,Seoul,Premium,Monthly,Card,2025-01-18,11.0,68.2,1.0,1.0,3.2,Yes,0
C100552,68.0,Male,Busan,Standard,Two-year,Bank transfer,2022-08-18,40.0,47.7,1.0,1.0,6.3,Yes,0
C100554,31.0,Female,Daegu,Standard,Monthly,Bank transfer,2022-02-19,46.0,37.9,3.0,0.0,4.1,No,0
C100151,30.0,Female,Busan,Standard,One-year,Card,2023-07-21,29.0,49.2,1.0,1.0,5.1,No,0
C100296,38.0,Female,Gwangju,Standard,Monthly,Card,2022-08-28,40.0,48.3,2.0,2.0,5.5,Yes,0
C100339,42.0,Female,Daejeon,,One-year,Card,2022-07-15,41.0,43.4,1.0,0.0,1.1,No,0
C100413,57.0,Female,Seoul,Basic,Monthly,Bank transfer,2025-02-26,10.0,32.0,3.0,2.0,0.9,Yes,0
C100444,32.0,Male,Seoul,Standard,One-year,Virtual account,2025-02-27,10.0,49.3,2.0,0.0,0.7,Yes,1
C100173,37.0,Female,Busan,Premium,One-year,Virtual account,2025-08-20,4.0,82.5,2.0,1.0,2.4,Yes,0
C100585,50.0,Male,Seoul,Basic,Monthly,Mobile,2023-05-28,31.0,33.2,3.0,0.0,1.7,No,0
C100291,41.0,Female,Daejeon,Standard,Monthly,Virtual account,2025-10-06,2.0,36.6,2.0,2.0,0.5,No,0
C100175,61.0,Male,Daegu,Basic,Monthly,Bank transfer,2025-06-27,6.0,29.3,1.0,1.0,5.5,Yes,0
C100351,40.0,Female,Busan,Standard,Monthly,Mobile,2024-12-21,12.0,52.8,0.0,2.0,4.5,Yes,0
C100429,55.0,Male,Gwangju,Basic,Monthly,Virtual account,2025-03-19,9.0,30.5,0.0,1.0,4.4,No,1
C100263,27.0,Female,Busan,Basic,Monthly,Card,2022-08-24,40.0,,2.0,0.0,6.7,Yes,0
C100108,33.0,Female,Busan,Premium,Two-year,Bank transfer,2024-06-13,18.0,75.1,1.0,1.0,5.7,Yes,1
C100478,53.0,Male,Gwangju,Premium,One-year,Card,2025-10-08,2.0,75.4,1.0,1.0,1.3,Yes,0
C100432,27.0,Male,Seoul,Standard,One-year,Mobile,2025-04-25,8.0,52.6,2.0,0.0,2.9,Yes,0
C100202,38.0,Female,Daegu,Standard,One-year,Mobile,2022-09-30,39.0,44.2,0.0,1.0,7.2,Yes,0
C100094,46.0,Female,Daejeon,Basic,Monthly,Bank transfer,2023-01-23,35.0,27.4,0.0,1.0,2.2,No,0
C100572,42.0,Male,Busan,Premium,Monthly,Mobile,2024-09-28,15.0,66.3,4.0,2.0,2.5,No,0
C100322,45.0,Male,Daejeon,Standard,One-year,Bank transfer,2023-05-06,31.0,48.9,5.0,0.0,2.7,No,0
C100356,40.0,Male,Busan,Standard,Monthly,Virtual account,2024-01-01,24.0,55.4,2.0,2.0,1.2,Yes,1
C100539,47.0,Male,Daegu,Standard,Monthly,Bank transfer,2023-11-23,25.0,51.4,5.0,0.0,3.6,Yes,0
C100141,47.0,Female,Seoul,Basic,Two-year,Mobile,2024-12-27,12.0,35.1,2.0,2.0,1.7,No,1
C100358,44.0,Male,Busan,Standard,Monthly,Card,2023-06-09,30.0,42.2,1.0,1.0,3.7,No,0
C100553,33.0,Male,Gwangju,Standard,One-year,Bank transfer,2022-07-30,41.0,45.1,1.0,0.0,5.7,Yes,0
C100012,49.0,Female,Seoul,Premium,Two-year,Mobile,2025-03-15,9.0,69.6,1.0,1.0,8.1,Yes,0
C100599,30.0,Male,Gwangju,,One-year,Mobile,2024-01-07,23.0,71.7,1.0,1.0,7.5,No,0
C100142,21.0,Female,Daejeon,Basic,Monthly,Card,2023-07-30,29.0,26.9,3.0,1.0,4.2,Yes,0
C100323,48.0,Male,Seoul,Basic,One-year,Mobile,2022-10-31,38.0,17.4,3.0,1.0,5.0,Yes,0
C100221,53.0,Female,Daegu,Basic,One-year,Card,2023-08-18,28.0,18.6,0.0,1.0,5.5,Yes,0
C100490,45.0,Female,Seoul,Premium,One-year,Card,2023-01-24,35.0,78.7,,0.0,1.2,No,0
C100016,26.0,Male,Daejeon,Premium,Monthly,Mobile,2025-04-20,8.0,76.2,1.0,1.0,3.7,Yes,1
C100259,50.0,Female,Seoul,Premium,Monthly,Card,2022-04-04,44.0,67.4,1.0,2.0,9.5,No,0
C100255,35.0,Male,Gwangju,Standard,Monthly,Bank transfer,2024-03-14,21.0,40.2,1.0,0.0,2.8,No,0
C100620,38.0,Male,Busan,Basic,Monthly,Bank transfer,2022-09-01,40.0,21.6,0.0,2.0,2.4,Yes,0
C100618,23.0,Female,Seoul,Basic,Monthly,Virtual account,2022-03-07,45.0,31.9,3.0,0.0,10.7,Yes,0
C100526,49.0,Female,Busan,Basic,Monthly,Card,2022-11-06,37.0,13.4,1.0,0.0,3.6,Yes,0
C100498,54.0,Male,Busan,Premium,Monthly,Card,2025-12-09,1.0,81.8,1.0,3.0,9.3,Yes,0
C100174,24.0,Female,Busan,Basic,Monthly,Bank transfer,2025-06-03,6.0,19.7,18.0,1.0,1.8,Yes,1
C100238,20.0,Male,,Basic,One-year,Mobile,2022-07-09,41.0,21.1,1.0,2.0,2.5,No,0
C100194,41.0,Female,Daegu,Basic,Monthly,Virtual account,2022-05-04,43.0,30.1,1.0,0.0,12.9,No,0
C100092,30.0,Male,Seoul,Premium,One-year,Mobile,2025-06-27,6.0,79.1,0.0,1.0,1.0,No,0
C100062,45.0,Female,Gwangju,Standard,Monthly,Mobile,2024-06-23,18.0,53.0,2.0,2.0,4.6,Yes,0
C100502,29.0,Male,Seoul,Basic,Two-year,Bank transfer,2023-12-23,24.0,34.9,4.0,1.0,0.9,Yes,0
C100089,41.0,Male,Seoul,Basic,Monthly,Bank transfer,2024-10-01,15.0,19.7,0.0,1.0,2.3,Yes,0
C100467,48.0,Male,Seoul,Standard,Monthly,Card,2024-01-25,23.0,48.0,0.0,2.0,6.1,Yes,0
C100516,48.0,Female,Daejeon,Standard,Two-year,Bank transfer,2022-03-26,45.0,43.6,2.0,0.0,2.9,No,0
C100249,50.0,Female,Busan,Basic,Two-year,Mobile,2023-03-15,33.0,26.0,0.0,1.0,4.1,Yes,0
C100019,39.0,Female,Daegu,Standard,Two-year,Card,2022-08-13,40.0,45.2,1.0,0.0,1.9,No,0
C100418,42.0,Female,Seoul,Basic,Monthly,Bank transfer,2022-09-06,39.0,21.4,0.0,2.0,6.7,No,1
C100592,31.0,Female,Seoul,Basic,Monthly,Card,2025-06-02,6.0,31.0,1.0,0.0,3.9,Yes,1
C100436,37.0,Female,Seoul,Basic,Monthly,Mobile,2025-09-22,3.0,29.0,1.0,1.0,2.9,Yes,0
C100304,61.0,Male,Seoul,Premium,Monthly,Bank transfer,2024-11-03,13.0,72.0,0.0,0.0,,No,0
C100515,54.0,Male,Seoul,Basic,Monthly,Virtual account,2025-05-03,7.0,18.4,3.0,0.0,3.5,Yes,1
C100309,32.0,Female,Gwangju,Premium,One-year,Card,2025-05-12,7.0,82.2,0.0,0.0,13.3,Yes,0
C100593,33.0,Female,Daejeon,Premium,Monthly,Card,2025-03-20,9.0,83.4,1.0,0.0,5.2,Yes,0
C100439,64.0,Female,Daegu,Standard,One-year,Card,2025-08-02,4.0,51.7,4.0,1.0,2.4,No,1
C100477,47.0,Male,Seoul,Basic,Monthly,Mobile,2025-09-15,3.0,24.1,2.0,3.0,5.5,Yes,0
C100169,27.0,Male,Busan,Basic,Two-year,Virtual account,2024-01-01,24.0,18.9,3.0,2.0,0.9,Yes,0
C100426,19.0,Female,Busan,Standard,Monthly,Card,2023-11-20,25.0,53.0,1.0,1.0,8.2,Yes,0
C100292,33.0,Male,Daegu,Standard,Monthly,Mobile,2022-08-30,40.0,46.3,0.0,0.0,1.9,Yes,0
C100188,49.0,Male,Gwangju,Basic,Monthly,Mobile,2024-06-15,18.0,27.4,3.0,1.0,2.9,Yes,0
C100274,35.0,Male,Daegu,Standard,Monthly,Virtual account,2022-01-12,47.0,49.2,2.0,0.0,1.6,Yes,0
C100345,25.0,Male,Busan,Premium,One-year,Card,2024-11-05,13.0,73.2,2.0,1.0,4.3,Yes,0
C100147,57.0,Male,Daejeon,Premium,Monthly,Mobile,2024-02-03,22.0,73.5,1.0,1.0,3.2,Yes,0
C100576,32.0,Female,Daejeon,Basic,Two-year,Bank transfer,2022-04-25,44.0,22.8,3.0,0.0,1.9,Yes,1
C100458,48.0,Male,Seoul,Standard,Two-year,,2022-05-29,43.0,43.1,1.0,0.0,2.4,Yes,0
C100565,31.0,Male,Seoul,Basic,Monthly,Card,2022-06-19,42.0,21.3,0.0,2.0,2.9,Yes,0
C100415,36.0,Female,Seoul,Standard,Monthly,Bank transfer,2025-11-04,1.0,43.8,1.0,1.0,7.7,No,0
C100117,39.0,Female,Seoul,Basic,Two-year,Mobile,2024-11-24,13.0,10.1,1.0,1.0,8.1,Yes,0
C100388,28.0,Female,Daegu,Standard,One-year,Card,2025-01-10,11.0,38.3,1.0,5.0,1.7,Yes,0
C100473,39.0,Male,Daegu,Standard,One-year,,2023-05-10,31.0,44.5,1.0,0.0,5.6,Yes,0
C100260,42.0,Female,Seoul,Basic,One-year,Card,2023-01-16,35.0,17.5,6.0,0.0,2.7,No,0
C100422,27.0,Male,Daegu,Standard,Monthly,Card,2025-09-23,3.0,44.2,1.0,0.0,0.2,Yes,0
C100185,39.0,Male,Busan,Standard,Monthly,Virtual account,2025-11-24,1.0,42.2,2.0,1.0,3.2,No,0
C100399,53.0,Male,Seoul,Basic,Monthly,Card,2023-09-19,27.0,31.6,2.0,1.0,6.2,Yes,0
C100443,43.0,Female,Daegu,Standard,Monthly,Virtual account,2024-12-11,12.0,49.0,1.0,1.0,3.9,No,1
C100099,20.0,Female,Daegu,Basic,Monthly,Card,2025-11-28,1.0,17.6,2.0,0.0,5.2,No,0
C100138,36.0,Female,Seoul,Basic,Monthly,Card,2024-01-08,23.0,22.9,2.0,1.0,8.9,Yes,0
C100386,42.0,Female,Busan,Standard,One-year,Mobile,2025-06-03,6.0,41.3,2.0,1.0,6.6,No,0
C100230,46.0,Female,Seoul,Basic,One-year,Card,2025-12-30,1.0,33.9,2.0,2.0,3.0,Yes,0
C100126,43.0,Male,Gwangju,Basic,Monthly,Bank transfer,2022-06-13,42.0,25.8,0.0,0.0,8.4,No,0
C100167,,Female,Busan,Standard,Monthly,Bank transfer,2022-12-16,36.0,49.3,3.0,1.0,3.7,Yes,0
C100076,19.0,Female,Seoul,Standard,Monthly,Bank transfer,2024-09-15,15.0,46.5,1.0,0.0,1.1,Yes,0
C100234,55.0,Male,Busan,Premium,Monthly,Bank transfer,2024-04-14,20.0,71.3,3.0,0.0,8.8,Yes,0
C100207,34.0,Female,Daegu,Basic,One-year,Card,2025-08-03,4.0,22.5,3.0,3.0,2.3,Yes,0
C100617,48.0,Male,Seoul,Basic,Monthly,Bank transfer,2025-09-18,3.0,37.0,0.0,0.0,4.3,Yes,1
C100577,31.0,Male,Busan,Standard,Two-year,Bank transfer,2024-11-29,13.0,48.2,2.0,0.0,2.2,Yes,0
C100010,39.0,Female,Busan,Premium,Monthly,Mobile,2025-01-25,11.0,86.4,0.0,2.0,0.6,Yes,0
C100414,43.0,Female,Busan,Basic,One-year,Card,2023-08-10,28.0,29.0,4.0,0.0,1.7,Yes,0
C100186,36.0,Female,Busan,Basic,Monthly,Virtual account,2025-04-17,8.0,22.6,3.0,0.0,0.4,Yes,0
C100057,19.0,Male,Seoul,Standard,Monthly,Card,2022-07-09,41.0,43.9,1.0,0.0,9.7,No,0
C100129,53.0,Male,Seoul,Premium,Monthly,Card,2023-07-16,29.0,71.1,2.0,1.0,1.1,Yes,1
C100189,30.0,Male,Gwangju,Basic,One-year,Card,2025-08-15,4.0,19.6,2.0,0.0,5.2,No,0
C100492,44.0,Female,Busan,Standard,Monthly,Card,2024-05-26,19.0,43.0,1.0,0.0,1.0,No,0
C100604,45.0,Female,Seoul,Standard,One-year,Card,2025-04-16,8.0,45.9,2.0,2.0,3.0,Yes,0
C100335,25.0,Female,Daegu,Basic,Monthly,Card,2024-09-18,15.0,25.9,1.0,0.0,7.3,No,0
C100483,42.0,Male,Daejeon,Standard,One-year,Bank transfer,2023-01-02,35.0,42.1,1.0,0.0,8.7,Yes,0
C100536,,Female,Seoul,Standard,Two-year,Bank transfer,2022-03-23,45.0,39.6,3.0,0.0,1.8,No,0
C100365,31.0,Male,Busan,Basic,Two-year,Bank transfer,2025-09-28,3.0,24.7,2.0,0.0,4.0,No,0
C100197,59.0,Male,Daejeon,Basic,One-year,Mobile,2024-11-17,13.0,18.1,1.0,2.0,1.7,Yes,0
C100450,31.0,Male,Seoul,Standard,Monthly,Card,2022-01-19,47.0,54.3,3.0,0.0,6.6,No,0
C100281,37.0,Female,Seoul,Standard,One-year,Virtual account,2022-03-01,46.0,43.9,3.0,2.0,3.0,Yes,0
C100380,31.0,Female,Seoul,Standard,Two-year,Card,2022-02-07,46.0,44.8,1.0,1.0,8.8,Yes,0
C100401,43.0,Female,Seoul,Premium,One-year,Bank transfer,2022-11-06,37.0,76.5,3.0,0.0,3.9,No,0
C100300,21.0,Female,Seoul,Basic,Monthly,Bank transfer,2025-09-10,3.0,26.1,0.0,0.0,4.1,Yes,0
C100198,43.0,Male,Busan,Standard,Monthly,Card,2025-04-10,8.0,41.6,0.0,0.0,2.6,Yes,0
C100091,43.0,Female,Seoul,Premium,Monthly,Card,2025-01-12,11.0,81.3,0.0,1.0,5.7,Yes,0
C100437,43.0,Female,Daegu,Standard,Monthly,Mobile,2024-04-29,20.0,33.0,5.0,1.0,3.2,Yes,0
C100039,41.0,Male,Daegu,Standard,Monthly,Card,2022-09-30,39.0,43.9,5.0,0.0,1.4,Yes,0
C100376,24.0,Male,Seoul,Standard,Two-year,Bank transfer,2022-04-10,44.0,48.3,0.0,4.0,3.5,No,0
C100373,34.0,Female,Busan,Basic,Monthly,Card,2025-08-16,4.0,22.3,3.0,2.0,3.9,Yes,1
C100598,47.0,Female,Busan,Premium,Monthly,Bank transfer,2023-04-10,32.0,74.4,1.0,1.0,3.7,Yes,0
C100214,54.0,Female,Daejeon,Standard,Two-year,Virtual account,2024-06-05,18.0,48.7,1.0,0.0,5.8,Yes,0
C100521,28.0,Male,Gwangju,Basic,Monthly,Card,2023-12-14,24.0,27.4,1.0,0.0,3.4,No,0
C100591,20.0,Male,Daejeon,Standard,One-year,Card,2022-10-19,38.0,44.2,2.0,0.0,4.9,No,0
C100265,35.0,Male,Seoul,Premium,Two-year,Bank transfer,2024-01-28,23.0,80.9,0.0,1.0,10.2,No,0
C100301,19.0,Male,Busan,Standard,One-year,Bank transfer,2024-01-15,23.0,43.2,1.0,0.0,1.1,No,0
C100354,42.0,Male,Daegu,Basic,One-year,Virtual account,2022-10-13,38.0,17.4,3.0,3.0,4.0,Yes,1
C100508,69.0,Male,Seoul,Basic,Monthly,Mobile,2022-11-19,37.0,29.5,0.0,1.0,0.7,Yes,0
C100451,30.0,Female,Busan,Standard,Monthly,Card,2022-01-09,47.0,52.4,0.0,0.0,4.8,Yes,0
C100338,54.0,Male,Seoul,Standard,Monthly,Mobile,2022-02-21,46.0,50.5,0.0,0.0,8.5,Yes,0
C100058,34.0,Female,Busan,Basic,Monthly,Bank transfer,2025-05-26,7.0,30.4,0.0,2.0,1.5,Yes,1
C100449,29.0,Female,Daejeon,Basic,Two-year,Bank transfer,2023-09-14,27.0,29.5,2.0,0.0,2.3,Yes,0
C100391,38.0,Female,Busan,Standard,One-year,Card,2023-03-22,33.0,45.6,1.0,1.0,1.8,Yes,0
C100171,28.0,Male,Seoul,Basic,Monthly,Virtual account,2024-05-18,19.0,26.4,1.0,1.0,1.0,No,0
C100298,37.0,Male,Gwangju,Standard,Monthly,Bank transfer,2025-08-16,4.0,41.3,2.0,1.0,2.4,Yes,0
C100204,19.0,Male,Busan,Basic,Monthly,Bank transfer,2023-04-13,32.0,22.9,2.0,0.0,13.9,Yes,0
C100442,29.0,Male,Seoul,Standard,One-year,Bank transfer,2025-09-17,3.0,45.2,0.0,0.0,2.9,No,0
C100145,54.0,Male,Gwangju,Standard,Monthly,Mobile,2022-09-08,39.0,46.3,2.0,1.0,5.5,Yes,0
C100282,28.0,Female,Seoul,Basic,Monthly,Mobile,2025-07-25,5.0,21.8,0.0,2.0,3.5,Yes,1
C100080,33.0,Female,Seoul,Premium,Monthly,Mobile,2025-11-30,1.0,70.5,3.0,1.0,1.0,No,0
C100267,49.0,Male,Daegu,Standard,Monthly,Virtual account,2024-03-28,21.0,55.2,,1.0,5.1,No,0
C100195,50.0,Male,Daegu,Premium,Monthly,Mobile,2023-11-14,25.0,,0.0,0.0,6.1,Yes,0
C100465,41.0,Male,Seoul,Premium,Monthly,Virtual account,2022-04-29,44.0,78.3,3.0,0.0,1.3,Yes,0
C100387,46.0,Male,Seoul,Standard,One-year,Card,2023-02-17,34.0,50.9,1.0,1.0,3.1,No,0
C100013,55.0,Male,Seoul,Basic,Monthly,Bank transfer,2024-07-25,17.0,24.6,0.0,2.0,7.5,Yes,1
C100348,53.0,Female,Seoul,Standard,One-year,Card,2023-09-12,27.0,47.4,0.0,1.0,13.0,No,0
C100087,46.0,Female,Seoul,Standard,One-year,Card,2024-07-11,17.0,47.4,0.0,2.0,2.5,Yes,0
C100342,51.0,Female,Busan,Basic,Monthly,Bank transfer,2023-09-26,27.0,15.9,3.0,2.0,10.4,Yes,0
C100005,47.0,Male,Busan,Basic,Two-year,Mobile,2022-07-03,41.0,18.9,3.0,0.0,2.1,Yes,0
C100022,54.0,Male,Busan,Standard,Monthly,Mobile,2024-11-20,13.0,53.4,1.0,1.0,0.9,No,0
C100417,35.0,Female,Busan,Basic,Monthly,Card,2023-04-04,32.0,33.6,2.0,0.0,8.4,Yes,0
C100472,21.0,Female,Daegu,Basic,Monthly,Mobile,2025-08-09,4.0,24.0,1.0,0.0,9.5,Yes,0
C100190,50.0,Female,Seoul,Basic,Monthly,Card,2022-10-06,38.0,20.5,3.0,1.0,12.3,Yes,0
C100306,34.0,Female,Daegu,Premium,One-year,Virtual account,2025-05-27,7.0,72.6,3.0,1.0,6.2,Yes,0
C100063,45.0,Female,Seoul,Standard,Monthly,Card,2023-03-12,33.0,40.7,2.0,0.0,4.4,Yes,0
C100277,41.0,Female,Daegu,Basic,Monthly,Card,2023-07-28,29.0,23.9,2.0,1.0,7.8,Yes,0
C100410,24.0,Female,Daejeon,Basic,One-year,Card,2023-05-15,31.0,33.7,0.0,2.0,0.4,Yes,0
C100580,33.0,Male,Daegu,Basic,One-year,Virtual account,,6.0,22.7,0.0,0.0,6.2,Yes,0
C100280,53.0,Female,Daejeon,Basic,Monthly,Card,2025-10-03,2.0,22.7,1.0,1.0,10.3,No,0
C100034,30.0,Female,Seoul,Standard,Monthly,Mobile,2023-02-17,34.0,52.4,3.0,1.0,13.3,Yes,0
C100021,56.0,Male,Seoul,Standard,Two-year,Card,2025-01-14,11.0,43.5,1.0,0.0,5.2,No,0
C100551,55.0,Male,Seoul,Premium,Monthly,Card,2023-10-22,26.0,78.2,2.0,0.0,4.5,Yes,0
C100140,49.0,Female,Busan,Basic,One-year,Mobile,2025-01-02,11.0,32.6,2.0,2.0,2.6,No,1
C100060,28.0,Female,Daegu,Premium,Two-year,Mobile,2023-11-28,25.0,78.8,0.0,1.0,3.2,Yes,0
C100311,41.0,Male,Daejeon,Standard,Monthly,Mobile,2023-05-29,31.0,44.0,0.0,1.0,5.4,Yes,0
C100163,37.0,Female,Daegu,Standard,Monthly,Virtual account,2023-05-31,31.0,34.7,0.0,2.0,3.9,No,1
C100284,28.0,Female,Busan,Premium,Monthly,Bank transfer,2023-12-11,24.0,81.5,2.0,1.0,1.3,Yes,1
C100132,47.0,Female,Daegu,Standard,Monthly,Mobile,2025-07-28,5.0,46.6,1.0,1.0,4.5,Yes,0
C100068,47.0,Male,Busan,Standard,Monthly,Bank transfer,2022-10-10,38.0,53.4,1.0,1.0,3.8,Yes,0
C100584,49.0,Female,Seoul,Basic,Two-year,Bank transfer,2025-04-12,8.0,13.3,1.0,2.0,10.2,Yes,0
C100578,38.0,,Seoul,Premium,One-year,Mobile,2023-12-19,24.0,81.1,1.0,0.0,6.8,Yes,0
C100523,49.0,Male,Busan,Basic,Monthly,Bank transfer,2025-06-27,6.0,28.2,0.0,1.0,5.0,Yes,0
C100328,41.0,Male,Seoul,Standard,Monthly,Virtual account,2023-04-27,32.0,42.6,3.0,0.0,7.4,No,0
C100095,50.0,Female,Seoul,Standard,Monthly,Mobile,2025-08-01,5.0,41.8,2.0,0.0,7.1,Yes,0
C100226,51.0,Male,Daejeon,Basic,Two-year,Card,2024-02-22,22.0,27.0,6.0,0.0,4.9,Yes,0
C100368,36.0,Male,Gwangju,Standard,Monthly,Bank transfer,2025-10-19,2.0,50.0,3.0,0.0,4.9,No,0
C100310,41.0,Male,Seoul,Standard,Monthly,Card,2025-05-04,7.0,53.1,1.0,2.0,6.8,No,0
C100086,49.0,Female,Seoul,Standard,Monthly,Card,2024-09-19,15.0,47.8,2.0,1.0,5.9,No,0
C100233,58.0,Female,Busan,Basic,Monthly,Card,2025-12-04,1.0,28.9,3.0,2.0,5.0,No,0
C100359,64.0,Female,Seoul,Basic,Monthly,Mobile,2022-02-18,46.0,19.7,2.0,0.0,0.4,Yes,0
C100407,46.0,Male,Busan,Premium,Monthly,Mobile,2025-04-04,8.0,79.3,1.0,1.0,3.8,No,0
C100242,41.0,Male,Daegu,Premium,Monthly,Card,2025-06-22,6.0,75.2,2.0,0.0,6.9,No,0
C100222,38.0,Female,Busan,Basic,One-year,Bank transfer,2025-09-18,3.0,30.0,1.0,0.0,0.5,Yes,0
C100579,51.0,Female,Daejeon,Basic,Monthly,Mobile,2024-05-30,19.0,20.3,3.0,2.0,3.5,Yes,0
C100028,43.0,Female,Busan,Basic,Two-year,Bank transfer,2025-01-26,11.0,28.1,1.0,0.0,2.0,Yes,0
C100085,43.0,Female,Daegu,Standard,One-year,Mobile,2022-04-28,44.0,41.8,2.0,3.0,1.9,Yes,0
C100227,40.0,Male,Daejeon,Basic,Monthly,Bank transfer,2024-11-28,13.0,22.1,2.0,0.0,4.0,Yes,0
C100061,38.0,Male,Seoul,Basic,Two-year,Mobile,2022-07-13,41.0,24.3,2.0,0.0,5.8,Yes,0
C100332,19.0,Male,Seoul,Basic,One-year,Mobile,2023-07-09,29.0,26.9,1.0,0.0,1.6,Yes,1
C100370,33.0,Female,Daegu,Standard,Monthly,Mobile,2025-05-06,7.0,56.2,0.0,0.0,4.8,No,0
C100546,35.0,Female,Seoul,Basic,Monthly,Card,2022-12-04,36.0,28.0,1.0,0.0,6.4,No,0
C100035,34.0,Male,,Premium,Two-year,Card,,47.0,75.7,1.0,0.0,2.4,No,0
C100278,44.0,Female,Seoul,Premium,One-year,Card,2024-04-10,20.0,74.3,2.0,2.0,0.4,Yes,0
C100055,34.0,Female,Busan,Standard,Monthly,Mobile,2022-06-22,42.0,50.5,1.0,0.0,1.8,No,0
C100350,73.0,Female,Seoul,Standard,Monthly,Card,2024-02-01,22.0,48.9,3.0,2.0,15.2,Yes,0
C100071,28.0,Female,Daejeon,Premium,Monthly,Card,2024-11-27,13.0,70.9,0.0,0.0,4.9,No,0
C100595,32.0,Female,Daejeon,Basic,Monthly,Mobile,2022-12-26,36.0,29.5,4.0,1.0,5.4,Yes,0
C100212,36.0,Female,Daegu,Standard,Monthly,Mobile,2024-02-13,22.0,42.2,1.0,0.0,4.9,No,0
