customer_id,signup_date,age,monthly_spend,visits_per_month,support_calls,membership_type,region,device,satisfaction_score,target_segment
CUST0341,2023-04-03,45,160.64,14,0,Basic,Seoul,Android,4.0,3
CUST0342,2025-07-23,38,82.92,12,0,Gold,Incheon,Android,3.4,3
CUST0343,2022-11-05,18,63.74,20,4,Silver,Daegu,Android,1.6,1
CUST0344,2024-09-25,44,157.94,5,3,,Busan,iOS,4.2,1
CUST0345,2022-06-30,21,270.29,10,3,Gold,Busan,iOS,2.8,3
CUST0346,2023-10-22,47,172.61,6,3,Silver,Daegu,Web,3.3,2
CUST0347,2024-02-25,39,62.38,11,2,Gold,Daegu,Android,3.3,2
CUST0348,2025-11-07,28,129.01,12,2,Silver,Daegu,Android,4.3,2
CUST0349,2023-04-05,49,128.57,14,1,VIP,Incheon,Android,4.2,3
CUST0350,2025-08-04,38,101.13,10,0,Gold,Seoul,Android,3.8,3
CUST0351,2024-02-18,38,197.99,26,4,Basic,Seoul,Android,2.7,2
CUST0352,2023-07-07,45,159.42,9,1,Silver,Seoul,iOS,3.4,2
CUST0353,2025-06-01,25,70.43,1,4,Basic,Seoul,iOS,2.2,0
CUST0354,2025-11-10,,170.84,7,2,Basic,Incheon,Web,3.2,1
CUST0355,2024-11-13,48,109.9,18,2,Gold,Busan,Web,4.8,3
CUST0356,2022-12-24,56,170.07,16,0,,Seoul,Android,1.0,2
CUST0357,2022-10-11,55,53.53,6,4,Gold,Seoul,Android,3.0,1
CUST0358,2024-03-31,35,101.23,7,4,Basic,Daegu,Android,2.1,0
CUST0359,2025-11-26,28,165.62,14,0,VIP,Busan,Android,2.5,3
CUST0360,2024-02-17,33,15,12,1,Silver,Incheon,Android,4.3,1
CUST0361,2024-04-22,42,55.65,17,0,Silver,Incheon,Android,3.1,1
CUST0362,2025-10-03,,137.24,10,2,Gold,Busan,Web,4.1,2
CUST0363,2025-02-17,49,82.39,8,0,Silver,Incheon,Android,2.1,1
CUST0364,2024-10-03,51,82.46,22,2,Silver,Busan,Android,2.4,2
CUST0365,2025-03-19,34,174.53,9,4,Gold,Seoul,iOS,2.6,2
CUST0366,2025-01-29,18,164.72,8,2,Basic,Incheon,Android,2.1,1
CUST0367,2024-01-15,44,130.03,5,0,Basic,Incheon,Web,3.0,2
CUST0368,2022-08-22,49,39.83,13,1,Gold,Daegu,iOS,3.5,1
CUST0369,2022-04-04,53,176.36,15,2,Silver,Daegu,iOS,2.3,2
CUST0370,2024-03-15,50,91.34,14,0,Basic,Seoul,Web,2.8,1
CUST0371,2024-07-11,43,230.22,12,4,Silver,Seoul,iOS,3.4,3
CUST0372,2024-09-16,23,149.41,1,2,Silver,Incheon,Web,4.9,2
CUST0373,2024-02-27,57,86.14,17,0,Basic,Daegu,iOS,4.2,3
CUST0374,2025-05-18,24,166.86,9,1,Basic,Busan,Android,2.7,2
CUST0375,2025-07-02,32,43.1,8,5,VIP,Busan,Android,4.3,2
CUST0376,2023-12-23,34,48.3,13,1,Basic,Daegu,iOS,2.8,0
CUST0377,2024-12-06,24,102.26,18,1,Silver,Incheon,Web,2.5,1
CUST0378,2022-05-08,48,163.4,12,2,VIP,Daegu,Android,3.2,3
CUST0379,2025-02-23,35,87.17,11,1,Gold,Busan,iOS,3.6,2
CUST0380,2025-11-04,28,172.28,13,0,Silver,Incheon,Web,3.3,3
CUST0381,2025-12-14,33,194.38,14,2,Gold,Busan,Web,2.3,3
CUST0382,2025-10-30,,79.03,4,0,Basic,Incheon,Android,3.9,1
CUST0383,2023-06-07,66,193.56,10,1,Basic,Busan,iOS,4.1,2
CUST0384,2025-03-18,52,132.19,12,2,Gold,Daegu,iOS,4.5,3
CUST0385,2025-01-04,34,123.37,9,0,Gold,Busan,Android,4.5,3
CUST0386,2025-08-22,29,159.08,16,0,VIP,Incheon,Web,3.0,3
CUST0387,2022-08-21,56,134.52,1,3,VIP,Daegu,Android,2.5,2
CUST0388,2023-08-31,27,175.06,8,6,Gold,Incheon,iOS,3.8,2
CUST0389,2023-03-08,45,,1,2,Silver,Seoul,iOS,4.5,2
CUST0390,2022-05-28,29,46.83,14,0,Gold,Incheon,iOS,4.3,3
CUST0391,2023-04-12,38,98.23,6,2,Gold,Seoul,iOS,3.7,2
CUST0392,2025-06-20,49,100.14,6,3,Basic,Seoul,iOS,3.0,1
CUST0393,2023-07-31,57,165.23,20,3,Basic,Daegu,iOS,2.7,2
CUST0394,2025-01-22,40,71.26,5,4,Basic,Incheon,iOS,2.3,0
CUST0395,2025-02-10,34,204.89,7,6,Silver,Seoul,iOS,5.0,2
CUST0396,2025-08-15,41,142.47,6,1,Basic,Daegu,Android,3.0,1
CUST0397,2025-01-29,42,105.5,13,5,Gold,Seoul,Web,3.4,2
CUST0398,2025-10-06,24,146.74,10,3,Silver,Daegu,Android,4.6,3
CUST0399,2022-11-09,35,109.07,3,0,Silver,Daegu,iOS,3.0,2
CUST0400,2024-01-07,28,109.03,8,4,Basic,Incheon,Android,4.1,1
CUST0401,2022-06-17,51,196.79,15,0,Silver,Busan,iOS,2.9,3
CUST0402,2024-11-04,51,38.79,14,4,Basic,Seoul,Web,3.2,1
CUST0403,2022-11-01,24,55.92,3,0,Basic,Incheon,iOS,3.5,0
CUST0404,2022-01-22,33,159.2,12,0,Silver,Incheon,Android,3.1,3
CUST0405,2025-03-04,26,38.91,13,0,Silver,Busan,iOS,3.9,2
CUST0406,2023-04-25,22,15,10,0,Silver,Seoul,Android,3.0,1
CUST0407,2024-12-03,46,139.95,14,1,Basic,Daegu,Android,2.4,2
CUST0408,2024-02-10,32,97.28,10,0,Silver,Seoul,iOS,2.6,1
CUST0409,2022-10-12,47,123.33,3,4,VIP,Seoul,iOS,2.5,3
CUST0410,2024-04-29,30,144.66,6,2,Silver,Seoul,iOS,3.7,2
CUST0411,2022-09-19,46,48.62,5,2,Gold,Seoul,Android,3.5,2
CUST0412,2024-04-10,32,115.48,10,2,Basic,Busan,iOS,3.1,1
CUST0413,2024-08-23,26,,18,2,Basic,Incheon,iOS,3.0,1
CUST0414,2025-11-05,43,105.09,14,0,Basic,Daegu,Android,3.9,1
CUST0415,2025-05-25,31,180.5,7,1,Basic,Incheon,Web,3.1,2
CUST0416,2025-05-20,50,165.56,9,2,Basic,Incheon,iOS,3.6,1
CUST0417,2024-09-14,38,129.34,17,1,Gold,Incheon,Android,2.5,3
CUST0418,2023-04-22,41,77.77,4,0,Basic,Busan,Android,3.5,0
CUST0419,2022-08-30,43,117.68,5,1,Gold,Seoul,iOS,3.4,2
CUST0420,2025-01-02,27,123.4,13,5,Silver,Daegu,Android,3.0,2
CUST0421,2025-02-19,28,154.24,9,5,Gold,Incheon,Android,3.4,2
CUST0422,2024-07-03,30,115.77,9,4,,Seoul,iOS,3.0,1
CUST0423,2025-07-26,45,15,15,3,Silver,Seoul,Android,3.8,0
CUST0424,2026-01-23,44,130.8,17,6,Basic,Seoul,iOS,3.1,1
CUST0425,2024-06-18,18,235.46,6,0,VIP,Busan,iOS,3.1,3
CUST0426,2025-10-12,62,137.21,16,1,Silver,Busan,iOS,3.9,3
CUST0427,2023-02-15,47,139.14,13,2,,Incheon,Android,5.0,3
CUST0428,2023-07-21,19,120.0,12,2,VIP,Daegu,Android,3.0,3
CUST0429,2023-11-28,43,269.7,6,3,Silver,Seoul,iOS,4.0,3
CUST0430,2023-05-14,59,97.6,20,1,Gold,Incheon,iOS,3.9,3
CUST0431,2023-03-28,40,15,5,3,,Seoul,Android,3.2,0
CUST0432,2024-03-28,35,94.36,5,7,Gold,Busan,Android,3.3,1
CUST0433,2025-10-31,28,39.47,21,4,VIP,Daegu,Android,2.6,3
CUST0434,2023-12-31,,114.84,10,1,Basic,Busan,Web,3.4,2
CUST0435,2024-01-31,42,151.7,17,1,Gold,Seoul,Web,2.8,3
CUST0436,2025-03-27,28,85.96,21,2,VIP,Daegu,Android,4.1,3
CUST0437,2022-09-04,49,178.46,1,4,Gold,Busan,iOS,4.2,2
CUST0438,2023-06-23,34,72.14,10,2,Basic,Daegu,Android,3.7,1
CUST0439,2024-03-31,40,191.9,7,1,Gold,Daegu,Android,2.8,3
CUST0440,2024-02-20,37,164.04,15,4,Basic,Busan,iOS,3.5,2
CUST0441,2023-09-07,46,223.07,10,0,Basic,Daegu,iOS,4.3,3
CUST0442,2023-11-17,38,238.77,13,2,Basic,Seoul,Android,3.7,3
CUST0443,2025-08-23,38,181.89,2,1,Silver,Busan,iOS,2.9,2
CUST0444,2023-08-10,34,102.55,11,0,Gold,Seoul,Android,2.9,2
CUST0445,2022-05-27,18,161.11,15,0,Silver,Incheon,Web,4.2,3
CUST0446,2024-01-14,48,154.07,8,5,Silver,Incheon,iOS,3.1,1
CUST0447,2025-12-06,38,63.28,8,2,Basic,Daegu,Web,3.7,0
CUST0448,2022-06-20,38,92.18,9,3,Basic,Incheon,iOS,4.3,1
CUST0449,2022-09-26,52,176.37,20,4,Gold,Incheon,iOS,2.9,3
CUST0450,2022-10-04,31,124.37,15,2,Silver,Daegu,iOS,4.9,2
CUST0451,2024-09-13,57,113.82,13,4,Silver,Daegu,Web,2.5,1
CUST0452,2024-08-18,18,105.48,6,3,Basic,Busan,Android,3.4,1
CUST0453,2025-01-27,21,111.64,2,2,Gold,Busan,iOS,2.9,2
CUST0454,2022-06-12,30,170.4,6,1,Silver,Incheon,Android,4.2,3
CUST0455,2022-05-21,31,149.11,12,0,,Daegu,Android,3.9,1
CUST0456,2024-12-31,43,171.44,6,0,Basic,Seoul,Android,3.2,2
CUST0457,2023-12-02,70,150.42,10,3,Basic,Seoul,iOS,3.3,1
CUST0458,2024-03-14,20,176.38,6,2,Basic,Busan,Android,3.3,1
CUST0459,2024-06-26,51,156.88,14,6,Basic,Busan,Android,4.1,0
CUST0460,2023-10-02,39,307.5,13,5,Basic,Incheon,iOS,4.5,3
CUST0461,2022-04-17,45,117.39,9,0,Silver,Daegu,Android,3.0,2
CUST0462,2023-05-13,44,100.87,16,4,Basic,Seoul,Android,3.2,1
CUST0463,2025-11-05,,130.9,12,0,Basic,Busan,iOS,2.7,1
CUST0464,2023-04-22,,43.76,18,2,Gold,Seoul,Android,4.6,3
CUST0465,2022-10-03,32,194.22,8,1,Basic,Incheon,Android,4.5,2
CUST0466,2024-08-17,38,145.61,9,0,Silver,Daegu,Android,2.4,2
CUST0467,2024-07-18,35,232.46,16,1,Basic,Daegu,iOS,3.9,3
CUST0468,2022-05-10,56,130.35,8,3,Gold,Busan,Android,5.0,3
CUST0469,2023-10-22,30,72.61,6,4,Silver,Daegu,Android,2.3,0
CUST0470,2022-03-07,50,172.82,19,4,Basic,Incheon,Android,4.7,3
CUST0471,2023-03-04,18,84.85,7,0,Silver,Seoul,Android,3.2,1
CUST0472,2025-12-21,23,25.21,13,0,Gold,Incheon,Web,2.9,2
CUST0473,2023-04-19,54,157.29,2,1,Basic,Seoul,Android,3.6,1
CUST0474,2025-07-31,31,122.95,7,2,Gold,Incheon,iOS,3.0,2
CUST0475,2024-12-29,23,91.87,9,0,Silver,Daegu,iOS,4.7,3
CUST0476,2023-10-25,51,129.41,8,3,Silver,Incheon,Web,4.2,2
CUST0477,2022-01-01,27,85.43,12,5,VIP,Incheon,Web,4.0,3
CUST0478,2023-10-07,33,15,6,1,Basic,Busan,Android,4.2,0
CUST0479,2024-07-31,61,143.89,9,1,VIP,Busan,Android,2.3,3
CUST0480,2023-03-22,34,153.65,6,4,Basic,Incheon,iOS,3.6,2
CUST0481,2023-09-08,37,42.23,11,1,Silver,Seoul,iOS,4.0,1
CUST0482,2022-09-04,,153.26,4,4,Gold,Incheon,Android,4.1,2
CUST0483,2023-10-16,44,101.21,7,0,Silver,Daegu,iOS,5.0,2
CUST0484,2025-03-24,32,122.23,7,2,Silver,Incheon,iOS,4.8,2
CUST0485,2023-06-22,30,,9,4,Silver,Seoul,iOS,3.7,2
CUST0486,2024-12-09,51,163.08,11,1,,Busan,iOS,4.2,3
CUST0487,2023-01-26,39,151.2,11,0,Gold,Incheon,Android,3.7,3
CUST0488,2024-06-21,32,196.66,15,2,VIP,Incheon,iOS,4.6,3
CUST0489,2025-06-25,60,158.26,12,4,Basic,Seoul,Android,3.5,0
CUST0490,2025-01-06,,80.76,11,2,Silver,Seoul,Android,3.2,1
CUST0491,2025-09-20,42,197.19,11,0,Gold,Seoul,Android,1.4,2
CUST0492,2025-09-14,29,122.92,14,2,Silver,Seoul,Android,3.2,2
CUST0493,2024-11-07,35,236.57,5,0,Silver,Busan,Web,5.0,3
CUST0494,2025-12-30,44,126.31,6,6,Silver,Incheon,iOS,2.8,1
CUST0495,2023-09-12,47,135.58,6,2,Basic,Daegu,Android,3.0,1
CUST0496,2023-07-28,41,281.61,1,2,VIP,Seoul,Web,2.1,3
CUST0497,2025-03-19,40,179.71,8,3,Gold,Busan,Android,3.3,2
CUST0498,2023-09-25,,249.6,14,1,Basic,Busan,Web,2.8,3
CUST0499,2025-02-15,29,20.99,15,1,Gold,Busan,Android,4.7,2
CUST0500,2023-09-14,20,111.97,14,6,Basic,Incheon,Web,3.5,1
CUST0501,2025-06-07,18,174.92,20,0,Basic,Busan,Android,3.2,3
CUST0502,2025-05-23,26,79.7,5,0,Basic,Incheon,Android,3.4,1
CUST0503,2022-01-31,21,145.53,12,4,Basic,Incheon,iOS,2.9,1
CUST0504,2024-09-30,65,69.17,12,5,Basic,Incheon,Web,3.6,1
CUST0505,2025-03-17,29,27.88,15,1,Gold,Daegu,Android,3.6,2
CUST0506,2023-05-19,26,92.68,17,0,Gold,Seoul,Web,2.4,3
CUST0507,2023-09-16,27,123.53,10,0,Basic,Daegu,Android,2.1,1
CUST0508,2024-07-14,40,85.36,13,3,VIP,Incheon,Web,4.6,3
CUST0509,2023-01-02,50,164.88,13,4,Silver,Daegu,iOS,4.3,2
CUST0510,2022-09-11,18,163.62,19,0,Silver,Busan,iOS,4.1,3
CUST0511,2024-02-19,54,176.67,9,1,VIP,Busan,Android,3.0,3
CUST0512,2023-09-26,46,139.17,5,5,Basic,Seoul,Android,3.7,0
CUST0513,2024-10-16,35,15,10,3,Basic,Daegu,Android,5.0,0
CUST0514,2025-05-16,,75.68,21,2,Silver,Incheon,Android,3.5,3
CUST0515,2023-12-16,31,105.76,4,1,Basic,Busan,Android,1.8,0
CUST0516,2022-11-27,,154.67,6,0,Basic,Incheon,Web,2.8,2
CUST0517,2022-07-10,31,63.29,8,0,Silver,Daegu,Web,3.5,1
CUST0518,2025-11-23,40,81.76,18,0,Basic,Incheon,Android,3.5,1
CUST0519,2025-11-11,45,92.01,8,3,Silver,Seoul,iOS,3.5,1
CUST0520,2025-06-12,22,70.72,9,0,Silver,Daegu,Web,3.8,1
CUST0521,2022-02-19,25,104.46,7,0,Gold,Busan,Android,3.9,3
CUST0522,2025-07-29,18,151.49,10,1,Basic,Daegu,iOS,2.7,1
CUST0523,2023-11-14,43,206.49,9,1,Silver,Seoul,Android,4.1,3
CUST0524,2022-03-14,28,204.15,10,2,Basic,Incheon,Web,3.8,2
CUST0525,2022-04-25,30,80.03,3,0,Gold,Incheon,Web,2.6,1
CUST0526,2022-11-02,44,90.08,10,0,Gold,Daegu,Android,2.8,2
CUST0527,2023-09-24,38,143.59,17,2,Silver,Seoul,Web,4.0,2
CUST0528,2023-09-12,36,84.08,16,2,Silver,Daegu,Android,2.7,2
CUST0529,2024-09-17,44,,14,2,Gold,Busan,Android,4.3,3
CUST0530,2022-03-16,37,63.43,11,1,VIP,Busan,Android,4.6,3
CUST0531,2022-04-05,20,151.97,10,2,Silver,Seoul,Android,4.6,2
CUST0532,2023-07-21,55,186.58,10,2,Basic,Busan,Android,3.5,1
CUST0533,2023-12-19,18,110.93,9,1,,Seoul,Android,3.6,3
CUST0534,2022-04-14,29,116.65,19,1,,Daegu,iOS,2.9,2
CUST0535,2023-10-02,48,175.25,9,1,Basic,Incheon,iOS,4.3,2
CUST0536,2025-12-01,35,161.77,11,0,Gold,Busan,Android,5.0,3
CUST0537,2024-03-13,26,142.01,7,0,Basic,Daegu,Web,2.8,1
CUST0538,2024-08-02,49,242.18,6,5,Basic,Seoul,Android,2.9,2
CUST0539,2025-08-23,44,93.07,7,4,Gold,Seoul,Android,2.5,1
CUST0540,2023-11-29,,150.11,4,3,Basic,Incheon,Android,3.4,1
CUST0541,2022-06-09,43,211.75,1,4,Gold,Busan,iOS,2.6,2
CUST0542,2024-04-11,37,43.42,12,1,Basic,Incheon,Android,2.7,0
CUST0543,2022-10-12,44,141.18,14,0,Gold,Seoul,Android,2.6,3
CUST0544,2024-07-04,58,52.66,10,2,Silver,Incheon,iOS,3.7,1
CUST0545,2023-12-07,,208.4,8,4,VIP,Incheon,iOS,4.1,3
CUST0546,2025-02-20,,125.57,6,0,Basic,Seoul,Android,4.4,1
CUST0547,2024-04-11,43,83.15,17,0,Silver,Daegu,iOS,3.5,3
CUST0548,2025-10-04,27,176.76,8,0,VIP,Incheon,Android,3.7,3
CUST0549,2025-08-08,40,135.96,9,1,VIP,Busan,Android,4.4,3
CUST0550,2024-07-10,47,27.58,17,0,Silver,Incheon,iOS,4.5,2
CUST0551,2025-01-23,32,156.07,10,2,Gold,Daegu,Android,1.9,2
CUST0552,2026-02-06,36,123.38,16,3,VIP,Seoul,Android,2.6,3
CUST0553,2025-09-21,18,112.01,11,0,Silver,Busan,iOS,2.3,2
CUST0554,2024-11-15,43,124.54,5,0,Basic,Seoul,iOS,3.3,1
CUST0555,2025-02-28,52,90.01,8,4,,Daegu,iOS,4.1,0
CUST0556,2022-06-18,37,207.32,5,1,Gold,Seoul,Android,3.0,3
CUST0557,2025-04-26,42,145.73,11,1,Basic,Seoul,iOS,2.9,1
CUST0558,2022-06-22,37,49.5,8,3,Basic,Seoul,Android,3.5,0
CUST0559,2022-12-09,54,114.92,15,0,Silver,Incheon,iOS,3.4,2
CUST0560,2024-09-02,43,216.86,6,4,Basic,Incheon,iOS,3.4,1
CUST0561,2024-07-08,38,38.12,6,2,Basic,Incheon,Android,3.1,0
CUST0562,2025-08-28,31,162.35,1,1,Silver,Incheon,iOS,4.3,2
CUST0563,2025-04-20,45,91.4,10,3,Gold,Busan,iOS,2.9,1
CUST0564,2022-07-20,40,63.92,4,0,Basic,Seoul,Android,3.3,0
CUST0565,2025-09-06,20,116.78,6,5,Silver,Seoul,Web,3.4,1
CUST0566,2025-08-19,45,106.24,8,1,Silver,Incheon,iOS,3.8,2
CUST0567,2023-07-21,18,72.02,17,0,VIP,Incheon,Web,3.4,3
CUST0568,2023-11-13,41,46.19,6,0,Basic,Seoul,Android,3.3,1
CUST0569,2024-10-04,48,128.92,12,1,Basic,Incheon,Android,5.0,3
CUST0570,2025-03-16,50,173.21,4,3,Basic,Seoul,Android,4.2,2
CUST0571,2025-12-04,36,35.63,16,2,Basic,Incheon,Android,3.4,1
CUST0572,2022-01-07,33,178.05,18,2,Silver,Seoul,iOS,3.5,3
CUST0573,2025-07-18,25,185.84,11,1,Basic,Daegu,Android,1.0,1
CUST0574,2022-12-28,56,128.51,4,5,Gold,Daegu,iOS,2.5,2
CUST0575,2025-07-19,18,81.67,8,1,Gold,Incheon,Android,3.1,2
CUST0576,2024-07-09,31,143.54,12,2,Silver,Daegu,iOS,4.1,2
CUST0577,2025-01-03,41,127.91,8,4,Basic,Incheon,Web,3.2,0
CUST0578,2025-08-21,48,188.28,12,2,Silver,Seoul,Android,4.2,3
CUST0579,2022-08-06,44,154.73,15,3,Basic,Seoul,Web,3.7,1
CUST0580,2025-11-02,51,178.62,9,2,Gold,Incheon,Android,3.6,3
CUST0581,2024-04-30,33,116.27,15,0,Basic,Seoul,Android,3.5,1
CUST0582,2022-02-02,44,176.01,12,3,Gold,Incheon,iOS,3.0,3
CUST0583,2023-02-27,42,114.51,22,2,Basic,Incheon,iOS,3.1,1
CUST0584,2022-06-30,44,164.23,7,2,Silver,Incheon,iOS,4.0,3
CUST0585,2025-01-10,24,61.13,10,2,Silver,Seoul,iOS,3.4,1
CUST0586,2022-11-24,25,127.09,8,1,Basic,Incheon,iOS,3.8,1
CUST0587,2022-04-18,37,115.68,8,1,Gold,Incheon,Android,2.7,2
CUST0588,2025-10-18,45,114.44,12,0,Gold,Daegu,Android,4.8,3
CUST0589,2025-04-13,45,106.3,13,3,Basic,Busan,Android,3.5,2
CUST0590,2023-07-07,18,141.31,18,6,Basic,Busan,iOS,2.5,1
CUST0591,2023-03-27,40,157.41,10,1,Silver,Busan,iOS,4.6,3
CUST0592,2024-12-04,51,81.02,12,0,VIP,Busan,Android,3.0,3
CUST0593,2024-06-08,18,142.29,3,0,,Busan,Android,3.1,3
CUST0594,2024-10-29,18,74.46,8,1,VIP,Seoul,Web,3.3,3
CUST0595,2024-04-12,,144.19,2,2,Basic,Seoul,iOS,3.8,0
CUST0596,2025-04-10,45,120.92,8,5,Basic,Incheon,Web,4.3,1
CUST0597,2022-01-03,52,139.26,12,0,Silver,Incheon,iOS,2.1,3
CUST0598,2022-06-15,41,113.8,14,1,Basic,Busan,iOS,4.3,2
CUST0599,2025-06-21,31,95.84,16,1,Basic,Incheon,Android,4.1,2
CUST0600,2022-08-21,50,143.35,6,0,Basic,Daegu,Android,2.0,0
