customer_id,signup_date,age,monthly_spend,visits_per_month,support_calls,membership_type,region,device,satisfaction_score,target_segment
OH0062,2023-07-08,31,145.07,13,3,VIP,Incheon,iOS,2.9,Platinum
OH0278,2021-02-05,66,116.65,3,1,Gold,Incheon,iOS,3.7,Silver
OH0006,2024-08-17,43,177.08,16,0,VIP,Incheon,Android,4.4,Platinum
OH0590,2025-03-20,52,185.37,19,1,VIP,Busan,iOS,2.9,Platinum
OH0150,2026-01-11,43,161.11,7,0,Gold,Incheon,iOS,3.0,Platinum
OH0124,2024-11-30,42,173.52,13,2,Gold,Seoul,Web,3.7,Platinum
OH0214,2021-04-16,48,158.32,12,2,Silver,Incheon,iOS,3.3,Gold
OH0555,2023-02-14,38,103.36,12,3,VIP,Seoul,Web,3.1,Platinum
OH0010,2022-08-18,40,91.5,11,3,Gold,Seoul,Android,2.6,Gold
OH0336,2023-01-08,61,128.76,13,3,Silver,Seoul,iOS,4.3,Gold
OH0108,2021-08-13,33,34.85,16,3,VIP,Daegu,Android,4.7,Platinum
OH0009,2022-07-07,21,,10,0,VIP,Incheon,iOS,5.0,Platinum
OH0243,2023-02-13,30,208.25,8,1,Silver,Seoul,Android,4.9,Gold
OH0144,2023-01-06,50,240.04,12,2,VIP,Busan,iOS,3.0,Platinum
OH0268,2022-04-22,57,278.91,14,0,,Busan,iOS,3.8,Platinum
OH0081,2022-07-11,50,94.08,12,4,Silver,Daegu,Android,4.4,Gold
OH0451,2023-04-26,27,256.63,22,5,Silver,Busan,Android,3.0,Platinum
OH0265,2023-10-14,54,230.9,13,2,Basic,Daegu,iOS,4.8,Gold
OH0160,2021-02-09,28,234.8,10,2,Gold,Incheon,Android,2.5,Platinum
OH0119,2025-03-29,23,103.79,12,2,Gold,Seoul,iOS,3.4,Platinum
OH0209,2025-02-23,47,113.05,10,1,Basic,Daejeon,Android,2.8,Silver
OH0381,2021-05-29,54,55.02,18,2,Basic,Incheon,Web,4.5,Silver
OH0166,2022-05-05,57,118.66,7,4,Silver,Incheon,Android,4.3,Silver
OH0030,2025-05-28,27,113.53,8,2,Basic,Seoul,iOS,3.1,Bronze
OH0177,2022-10-01,53,180.63,13,2,Basic,Seoul,Android,4.1,Gold
OH0324,2023-02-14,54,210.54,13,2,Basic,Seoul,Web,4.1,Gold
OH0170,2024-08-28,,231.49,11,3,VIP,Busan,Web,2.8,Platinum
OH0276,2021-01-14,44,52.92,9,2,VIP,Busan,Android,3.2,Gold
OH0458,2025-10-13,42,268.07,10,6,Silver,Incheon,iOS,2.9,Platinum
OH0329,2021-10-08,18,151.67,18,5,Gold,Seoul,iOS,3.0,Platinum
OH0496,2023-07-30,42,117.09,15,0,Silver,Seoul,Android,3.3,Gold
OH0310,2023-06-30,33,15.83,14,0,Silver,Daejeon,Android,3.4,Silver
OH0059,2025-08-03,21,112.18,16,1,Basic,Daejeon,Web,4.7,Silver
OH0600,2023-04-29,41,146.99,14,2,Basic,Busan,Android,2.2,Silver
OH0578,2021-06-02,41,211.22,11,0,Silver,Daegu,Android,3.9,Gold
OH0063,2024-12-03,37,90.32,8,4,Silver,Incheon,Android,4.0,Bronze
OH0303,2024-10-07,45,204.19,12,1,Basic,Incheon,iOS,3.3,Gold
OH0380,2025-09-10,46,48.12,12,1,Gold,Daegu,iOS,3.4,Silver
OH0019,2023-01-17,49,126.79,16,2,Gold,Seoul,iOS,3.4,Platinum
OH0084,2024-08-21,39,111.24,17,2,Gold,Daegu,Android,2.0,Gold
OH0353,2022-08-10,35,167.69,10,2,Silver,Incheon,iOS,3.7,Platinum
OH0159,2023-05-02,40,106.85,16,2,Basic,Daegu,Android,3.6,Silver
OH0302,2024-01-03,50,170.66,17,3,Gold,Incheon,iOS,2.4,Gold
OH0607,2023-10-16,50,74.71,90,0,Silver,Seoul,iOS,2.2,Silver
OH0307,2023-10-19,37,156.03,12,4,Basic,Daegu,Android,3.6,Gold
OH0411,2025-10-30,44,165.81,10,2,Gold,Incheon,Android,3.2,Gold
OH0476,2024-02-01,44,227.57,11,3,Gold,Daejeon,Android,3.2,Platinum
OH0069,2023-06-10,40,172.78,20,0,VIP,Daegu,Android,3.3,Platinum
OH0406,2024-10-26,51,181.73,14,3,Basic,Daejeon,iOS,4.2,Silver
OH0251,2023-03-16,50,236.85,11,4,Basic,Seoul,Web,3.0,Silver
OH0483,2025-03-07,36,182.51,15,2,Basic,Busan,iOS,4.0,Gold
OH0557,2025-05-10,39,170.58,6,1,Silver,Busan,Web,2.7,Gold
OH0355,2025-06-22,20,130.1,12,4,Gold,Daegu,Web,3.0,Gold
OH0108,2021-08-13,33,34.85,16,3,VIP,Daegu,Android,4.7,Platinum
OH0263,2025-08-02,44,222.53,12,1,Gold,Incheon,Web,4.4,Platinum
OH0197,2023-12-21,52,,14,2,Gold,Daejeon,Android,3.2,Gold
OH0337,2021-06-21,50,239.11,6,1,Basic,Daegu,Web,4.2,Gold
OH0481,2025-01-26,43,183.55,6,4,Silver,Daegu,iOS,1.9,Silver
OH0533,2024-02-29,43,198.48,8,2,VIP,Daejeon,iOS,3.6,Platinum
OH0537,2025-11-27,40,162.99,9,0,Silver,Daegu,Web,3.4,Gold
OH0284,2022-12-27,45,90.81,8,5,VIP,Busan,Android,5.0,Platinum
OH0148,2024-08-05,43,164.03,10,0,Silver,Busan,iOS,3.9,Silver
OH0102,2024-12-28,29,113.85,20,2,Silver,Daegu,Web,2.3,Gold
OH0011,2025-08-21,38,108.29,8,2,Basic,Daejeon,Android,3.0,Bronze
OH0371,2025-11-10,45,314.25,16,3,,Seoul,Web,2.8,Platinum
OH0512,2022-07-05,24,42.16,9,1,Basic,Busan,Android,2.6,Bronze
OH0110,2025-11-22,53,64.28,12,4,Silver,Busan,Web,3.6,Bronze
OH0091,2021-04-18,51,66.32,4,3,Basic,Daejeon,iOS,3.5,Bronze
OH0540,2025-09-23,18,151.09,13,3,Silver,Daegu,Web,4.5,Gold
OH0422,2024-01-31,40,113.73,14,3,Basic,Daegu,iOS,2.6,Silver
OH0482,2022-09-21,52,176.16,9,5,Basic,Daegu,Android,4.3,Gold
OH0516,2022-05-25,21,44.44,13,2,Basic,Seoul,Web,2.0,Bronze
OH0407,2024-12-10,35,151.23,6,0,Gold,Daegu,Android,3.2,Gold
OH0443,2026-01-23,30,301.38,23,0,Basic,Daegu,iOS,2.2,Platinum
OH0348,2024-11-01,36,125.81,5,2,Gold,Seoul,Android,1.4,Silver
OH0359,2022-07-09,23,91.83,11,2,,Daejeon,iOS,2.9,Gold
OH0330,2022-01-02,18,92.41,15,0,VIP,Seoul,iOS,4.2,Platinum
OH0142,2024-01-05,40,75.01,1,0,Basic,Incheon,Android,4.4,Silver
OH0267,2022-08-27,40,88.6,8,4,Gold,Seoul,Web,3.1,Silver
OH0575,2022-05-12,19,186.58,8,0,Basic,Daejeon,Web,3.6,Gold
OH0478,2022-06-07,40,77.57,8,1,Basic,Busan,Android,3.1,Silver
OH0125,2025-08-14,58,107.67,10,0,Gold,Busan,Android,5.0,Platinum
OH0152,2025-02-14,45,119.18,10,1,Silver,Busan,iOS,3.7,Gold
OH0082,2023-11-18,49,159.31,10,2,Gold,Incheon,Android,4.6,Platinum
OH0606,2024-09-29,37,101.65,10,3,Gold,Incheon,Android,3.2,Gold
OH0498,2025-02-17,40,121.03,5,3,Gold,Busan,Android,2.9,Gold
OH0404,2024-01-20,33,185.05,2,3,Basic,Busan,Android,3.6,Bronze
OH0094,2024-05-29,44,99.07,7,0,Gold,Seoul,iOS,3.9,Gold
OH0184,2021-09-23,75,117.72,8,3,Basic,Daegu,iOS,3.6,Silver
OH0036,2023-04-06,39,,16,7,VIP,Incheon,Android,2.6,Platinum
OH0377,2025-08-28,39,191.82,11,3,Basic,Busan,iOS,3.0,Gold
OH0219,2023-03-19,23,213.88,12,3,Basic,Incheon,Android,4.6,Gold
OH0321,2025-03-31,59,94.6,6,0,Silver,Daegu,Web,4.3,Silver
OH0205,2024-04-22,34,111.79,11,1,VIP,Incheon,Android,2.9,Platinum
OH0439,2022-11-23,39,157.14,12,0,Silver,Daegu,Web,5.0,Gold
OH0143,2023-10-31,59,217.23,5,0,Basic,Seoul,iOS,4.0,Silver
OH0405,2023-01-07,47,207.26,6,1,Silver,Busan,iOS,4.2,Gold
OH0187,2025-08-30,31,127.72,16,1,Gold,Incheon,Web,2.9,Platinum
OH0580,2022-03-27,32,161.69,13,5,Silver,Seoul,iOS,3.7,Gold
OH0027,2024-09-01,47,57.03,13,1,Silver,Seoul,Android,4.1,Silver
OH0360,2022-11-30,23,183.69,15,3,Silver,Daegu,iOS,3.0,Gold
OH0584,2024-02-18,43,233.02,1,1,Basic,Seoul,iOS,4.7,Silver
OH0441,2025-10-18,55,204.51,13,2,Silver,Daegu,iOS,2.9,Platinum
OH0501,2023-08-08,35,49.35,17,0,Gold,Seoul,iOS,3.2,Gold
OH0068,2025-01-31,31,113.32,10,0,Gold,Daegu,iOS,3.1,Gold
OH0323,2023-07-17,42,167.79,5,3,,Daejeon,Android,3.9,Platinum
OH0003,2022-02-19,33,1800.0,10,2,Basic,Seoul,Android,4.5,Silver
OH0239,2021-05-05,115,86.7,13,2,Silver,Busan,iOS,4.4,Silver
OH0612,2025-07-08,37,10,13,0,Silver,Incheon,iOS,2.3,Bronze
OH0074,2022-04-25,47,110.66,21,1,VIP,Busan,Web,3.8,Platinum
OH0249,2021-08-14,38,175.85,4,0,Basic,Seoul,Web,1.6,Silver
OH0066,2022-04-19,54,156.93,15,3,Gold,Daejeon,iOS,4.5,Platinum
OH0437,2021-10-07,62,148.59,8,3,Silver,Daegu,Android,4.6,Silver
OH0064,2023-04-08,39,265.91,20,1,Basic,Seoul,Android,3.9,Platinum
OH0616,2022-12-16,39,187.62,6,4,Basic,Daegu,Android,2.5,Silver
OH0172,2025-01-19,28,100.3,15,0,Basic,Daegu,iOS,3.5,Gold
OH0605,2025-08-18,29,134.88,16,1,Silver,Incheon,Android,5.0,Platinum
OH0078,2021-11-18,19,54.65,13,0,Gold,Busan,iOS,1.6,Gold
OH0504,2023-01-03,71,143.99,8,5,,Incheon,Android,3.3,Gold
OH0454,2024-03-02,51,32.3,12,3,Gold,Daejeon,iOS,2.1,Silver
OH0298,2023-06-03,42,94.66,18,1,Silver,Daegu,Web,3.4,Gold
OH0591,2023-11-30,47,169.19,7,4,Gold,Seoul,iOS,3.2,Gold
OH0423,2022-03-03,43,38.75,10,0,Basic,Busan,Android,3.7,Silver
OH0007,2024-08-14,41,136.01,12,2,VIP,Busan,Android,4.2,Platinum
OH0266,2021-10-23,51,86.44,13,1,Basic,Daejeon,Web,3.0,Bronze
OH0232,2023-12-14,23,93.81,6,0,Silver,Incheon,iOS,5.0,Platinum
OH0586,2023-10-01,39,178.26,10,2,VIP,Daegu,iOS,3.6,Platinum
OH0241,2024-09-02,36,184.52,16,3,Basic,Daejeon,iOS,4.6,Gold
OH0178,2025-02-02,26,108.47,12,4,Basic,Incheon,iOS,2.7,Silver
OH0570,2024-01-08,51,58.39,8,2,Gold,Busan,Android,2.6,Gold
OH0442,2025-11-24,52,213.49,12,2,Basic,Busan,iOS,3.2,Gold
OH0333,2023-06-26,36,180.11,17,3,Silver,Incheon,Android,4.5,Gold
OH0463,2025-05-20,29,85.61,12,1,Silver,Busan,Web,3.5,Gold
OH0528,2021-03-10,41,202.58,9,0,Silver,Daegu,Android,4.1,Gold
OH0514,2024-09-03,55,75.03,6,3,Silver,Seoul,iOS,3.6,Silver
OH0517,2022-10-09,21,107.94,15,6,Basic,Daejeon,Web,3.3,Gold
OH0342,2021-03-03,,23.86,10,3,Silver,Busan,Android,4.0,Bronze
OH0387,2024-12-17,48,202.69,17,0,Silver,Incheon,iOS,3.6,Platinum
OH0085,2022-12-05,32,216.61,20,0,Basic,Busan,iOS,4.0,Platinum
OH0060,2025-02-04,34,174.06,13,5,Basic,Busan,Android,2.8,Silver
OH0222,2022-12-06,41,175.22,5,3,VIP,Busan,Android,2.6,Platinum
OH0281,2022-05-28,52,95.43,13,1,Basic,Seoul,Android,2.9,Silver
OH0274,2021-08-06,53,194.17,10,5,Basic,Daegu,Android,2.0,Bronze
OH0354,2025-10-20,47,210.79,90,2,Basic,Daejeon,Android,4.0,Platinum
OH0026,2023-04-21,,209.85,8,1,Silver,Incheon,Android,2.8,Gold
OH0218,2024-11-08,37,176.83,9,4,Silver,Daegu,Android,3.5,Gold
OH0385,2021-03-12,46,27.01,17,3,Basic,Daegu,Android,3.0,Silver
OH0004,2025-04-10,44,126.6,10,1,Basic,Daejeon,Android,3.8,Silver
OH0016,2024-06-23,29,151.89,19,4,Gold,Daegu,iOS,2.7,Platinum
OH0291,2023-10-09,32,240.73,3,3,Basic,Incheon,iOS,3.1,Bronze
OH0252,2023-05-14,40,227.45,7,1,Basic,Daegu,Web,2.8,Gold
OH0149,2021-05-22,24,155.09,9,1,Gold,Seoul,iOS,4.5,Platinum
OH0304,2022-02-15,52,81.01,5,4,Gold,Busan,Android,4.0,Silver
OH0617,2021-11-10,45,96.25,3,5,Gold,Seoul,Android,3.6,Silver
OH0181,2026-01-03,18,76.06,13,2,Silver,Incheon,Android,4.4,Gold
OH0529,2023-07-01,63,87.78,11,2,VIP,Incheon,iOS,4.5,Platinum
OH0332,2022-02-04,39,134.08,23,1,Basic,Busan,iOS,3.9,Gold
OH0277,2025-01-22,51,192.95,12,2,Gold,Seoul,Android,2.9,Platinum
OH0413,2025-09-04,35,188.44,15,1,Silver,Incheon,Android,4.1,Platinum
OH0427,2022-01-15,53,112.4,1,2,Silver,Busan,iOS,3.4,Silver
OH0495,2023-06-09,47,109.66,16,5,Basic,Daegu,Web,3.3,Silver
OH0466,2021-09-05,66,277.68,13,3,Gold,Daegu,Android,3.8,Platinum
OH0258,2021-04-16,24,236.47,4,2,Gold,Daejeon,Android,3.8,Gold
OH0115,2021-03-20,41,138.78,23,0,Gold,Daegu,Web,1.6,Platinum
OH0254,2023-05-26,53,225.39,17,1,Gold,Daegu,Android,4.9,Platinum
OH0620,2021-09-16,55,160.85,13,0,Gold,Busan,Android,4.0,Platinum
OH0213,2021-07-30,,125.06,3,2,Basic,Daegu,Android,4.3,Silver
OH0223,2025-05-26,31,81.74,10,3,Basic,Incheon,iOS,2.3,Bronze
OH0344,2024-02-05,33,180.05,14,0,Silver,Incheon,iOS,3.7,Platinum
OH0579,2021-09-26,39,103.2,18,4,Silver,Daejeon,Web,3.1,Gold
OH0425,2022-09-20,34,190.62,7,2,VIP,Daegu,iOS,3.3,Platinum
OH0488,2023-01-17,43,198.02,14,2,Silver,Daegu,iOS,5.0,Platinum
OH0369,2025-08-10,36,97.2,9,4,Silver,Daegu,iOS,2.9,Silver
OH0610,2023-06-20,43,142.7,16,4,Basic,Incheon,Web,4.4,Gold
OH0191,2025-05-02,44,140.74,5,3,Silver,Daejeon,iOS,5.0,Gold
OH0396,2024-02-23,44,125.05,9,1,Silver,Incheon,Android,3.8,Gold
OH0403,2022-09-21,28,24.34,11,2,Silver,Incheon,Android,2.8,Gold
OH0306,2023-10-15,31,162.59,10,1,,Incheon,Android,3.2,Gold
OH0013,2021-01-02,41,182.81,5,5,Gold,Seoul,Android,3.4,Gold
OH0543,2024-09-25,43,175.24,15,4,Silver,Incheon,iOS,4.4,Gold
OH0308,2023-04-26,31,130.97,13,3,Silver,Daegu,Android,3.9,Platinum
OH0418,2024-09-05,43,151.68,22,4,Basic,Incheon,Web,3.2,Gold
OH0389,2024-09-22,,208.28,12,2,VIP,Seoul,iOS,2.3,Platinum
OH0461,2024-02-18,39,206.23,14,3,Basic,Daejeon,iOS,3.5,Gold
OH0487,2024-06-05,45,139.45,14,0,Gold,Seoul,Android,2.3,Platinum
OH0542,2022-08-02,30,10,11,4,Basic,Incheon,iOS,3.2,Bronze
OH0296,2021-01-31,47,116.46,7,1,Silver,Incheon,Web,2.7,Silver
OH0538,2025-01-19,40,,10,1,Basic,Seoul,Android,2.4,Silver
OH0055,2021-09-26,58,60.45,11,2,Gold,Daejeon,iOS,3.5,Gold
OH0417,2021-01-09,39,132.43,75,2,Basic,Seoul,Android,4.0,Silver
OH0593,2024-06-15,67,131.33,17,0,VIP,Seoul,Android,4.3,Platinum
OH0520,2025-11-29,29,76.0,18,0,Silver,Daejeon,Android,3.2,Silver
OH0572,2023-06-24,57,51.81,6,3,Basic,Seoul,iOS,4.0,Bronze
OH0237,2022-08-29,33,,6,2,Gold,Daegu,Web,4.9,Platinum
OH0167,2025-07-12,18,199.23,4,2,VIP,Incheon,iOS,3.9,Platinum
OH0210,2024-03-13,31,295.26,13,1,Silver,Seoul,iOS,2.8,Platinum
OH0559,2022-07-17,24,93.42,8,3,Gold,Seoul,Android,1.7,Gold
OH0005,2022-01-25,42,41.66,11,2,VIP,Daejeon,iOS,2.5,Gold
OH0280,2025-02-27,55,,15,0,Silver,Busan,Android,4.0,Gold
OH0001,2025-03-25,37,12.97,12,2,Basic,Incheon,Web,4.2,Bronze
OH0250,2021-11-27,43,136.76,8,2,Silver,Daegu,iOS,2.9,Gold
OH0599,2025-05-04,55,159.59,13,3,Basic,Busan,Android,3.6,Platinum
OH0468,2023-05-08,,192.7,18,4,Silver,Daejeon,iOS,3.8,Gold
OH0316,2024-09-17,45,272.17,6,0,Silver,Incheon,Android,3.8,Platinum
OH0173,2021-09-01,18,167.74,4,2,Gold,Daejeon,Android,4.1,Gold
OH0248,2022-02-23,44,10,20,1,Gold,Seoul,iOS,2.8,Gold
OH0505,2023-12-19,53,196.05,6,3,Gold,Busan,Android,3.8,Platinum
OH0509,2025-08-10,54,152.32,4,2,Basic,Seoul,Android,4.3,Silver
OH0334,2025-03-23,35,256.74,25,1,Silver,Seoul,iOS,3.1,Platinum
OH0162,2021-07-07,42,201.9,11,1,Silver,Busan,Android,4.1,Platinum
OH0057,2025-01-03,46,136.8,5,1,Basic,Incheon,Android,4.0,Silver
OH0168,2022-01-05,28,154.06,13,4,Silver,Daejeon,Android,2.7,Silver
OH0076,2021-11-01,37,258.31,9,3,Silver,Daejeon,iOS,4.0,Platinum
OH0297,2022-09-09,39,121.42,7,2,Silver,Seoul,Android,3.9,Platinum
OH0015,2022-03-30,50,112.0,7,5,Silver,Busan,Android,2.8,Silver
OH0054,2025-05-13,47,156.97,19,0,Silver,Daejeon,Android,3.9,Platinum
OH0604,2025-04-12,40,211.58,15,0,Silver,Incheon,iOS,3.3,Platinum
OH0107,2021-06-26,54,245.25,15,1,Basic,Daejeon,Android,2.9,Platinum
OH0140,2024-01-14,24,151.87,13,0,Gold,Incheon,iOS,2.5,Platinum
OH0464,2025-10-20,25,215.32,9,0,Basic,Incheon,iOS,4.6,Platinum
OH0261,2021-09-18,33,95.07,9,1,Silver,Busan,Android,3.7,Gold
OH0402,2022-08-03,18,10,23,2,Basic,Seoul,Android,2.7,Bronze
OH0366,2022-01-31,29,101.54,8,0,Basic,Incheon,Web,4.3,Gold
OH0272,2021-10-12,40,102.84,10,4,Basic,Incheon,Android,3.4,Bronze
OH0077,2023-08-24,47,60.33,13,2,,Daegu,iOS,2.6,Silver
OH0117,2023-03-19,42,93.88,4,1,Basic,Daejeon,iOS,4.4,Silver
OH0051,2023-07-02,57,135.39,6,3,Basic,Daegu,Android,4.2,Silver
OH0367,2025-09-23,29,30.49,4,3,Silver,Daegu,iOS,3.6,Bronze
OH0274,2021-08-06,53,194.17,10,5,Basic,Daegu,Android,2.0,Bronze
OH0594,2022-12-30,,106.93,11,0,Silver,Seoul,Web,4.4,Gold
OH0438,2022-11-01,42,47.63,19,2,Basic,Daegu,Web,4.0,Silver
OH0486,2023-09-23,44,179.2,17,4,Gold,Daegu,Android,3.5,Platinum
OH0500,2025-11-21,50,220.93,19,1,Basic,Seoul,Android,4.1,Gold
OH0058,2021-05-19,56,180.38,9,3,Basic,Incheon,Web,4.0,Silver
OH0245,2025-11-06,30,161.64,12,2,Gold,Incheon,iOS,3.5,Platinum
OH0502,2025-11-21,42,167.28,22,0,Silver,Incheon,iOS,3.8,Platinum
OH0039,2021-02-03,56,175.55,18,2,,Daegu,Android,3.6,Platinum
OH0182,2021-02-18,39,161.42,9,5,Gold,Busan,Web,3.2,Platinum
OH0408,2023-10-11,38,176.07,11,1,VIP,Daejeon,Web,3.7,Platinum
OH0269,2022-07-16,39,188.92,17,2,Silver,Daegu,Android,2.9,Gold
OH0507,2024-12-28,27,122.81,10,0,Gold,Seoul,Android,4.6,Platinum
OH0525,2022-12-29,54,250.38,11,2,VIP,Daegu,Android,3.6,Platinum
OH0608,2021-05-11,64,42.05,7,3,Basic,Daegu,Web,4.6,Bronze
OH0224,2021-07-21,42,112.55,6,8,Basic,Seoul,Android,4.9,Bronze
OH0447,2024-08-12,31,300.66,2,3,VIP,Incheon,Android,4.9,Platinum
OH0271,2023-06-13,25,206.39,6,1,VIP,Seoul,Android,4.1,Platinum
OH0362,2023-02-25,,90.67,14,3,Silver,Daejeon,iOS,3.8,Platinum
OH0317,2021-05-29,41,168.54,18,0,VIP,Daejeon,Web,4.7,Platinum
OH0111,2023-11-16,30,185.08,16,1,Basic,Daegu,iOS,4.3,Gold
OH0150,2026-01-11,43,161.11,7,0,Gold,Incheon,iOS,3.0,Platinum
OH0045,2021-10-28,48,11.39,18,5,VIP,Seoul,iOS,2.9,Silver
OH0503,2023-08-04,43,126.67,8,0,Basic,Busan,Web,2.1,Gold
OH0061,2023-03-10,,190.88,1,2,Silver,Seoul,Android,4.2,Silver
OH0583,2022-01-03,25,280.31,6,0,Basic,Busan,iOS,2.7,Gold
OH0285,2021-02-02,29,136.32,10,0,Silver,Daejeon,Web,2.2,Gold
OH0116,2024-01-21,,201.03,17,6,Silver,Daegu,Android,3.4,Platinum
OH0096,2024-03-09,28,209.98,4,3,Gold,Daegu,Android,4.6,Platinum
OH0234,2022-11-21,39,152.6,15,1,Basic,Daejeon,iOS,3.9,Platinum
OH0175,2022-05-18,23,141.88,19,1,Basic,Busan,iOS,3.1,Gold
OH0176,2023-10-03,35,201.29,7,2,Silver,Daegu,Android,3.5,Gold
OH0595,2021-12-28,45,161.5,17,1,Basic,Busan,Android,3.9,Platinum
OH0256,2024-12-05,29,86.9,7,2,VIP,Incheon,iOS,3.7,Gold
OH0475,2023-07-30,24,167.49,13,0,VIP,Seoul,Android,3.0,Platinum
OH0131,2025-10-17,22,75.39,11,3,Silver,Daegu,Android,3.9,Gold
OH0490,2023-03-27,26,163.33,22,2,Gold,Incheon,Web,4.3,Platinum
OH0212,2025-11-29,50,169.48,6,4,Basic,Incheon,Android,3.1,Silver
OH0186,2023-05-07,35,156.5,9,1,Gold,Daegu,Web,3.2,Platinum
OH0428,2021-10-26,35,121.15,11,6,Gold,Incheon,iOS,4.2,Gold
OH0286,2021-04-28,26,79.89,12,2,Gold,Daejeon,iOS,3.8,Gold
OH0615,2021-04-11,33,23.36,17,0,Silver,Seoul,Android,2.8,Silver
OH0103,2021-05-18,44,205.11,10,0,Silver,Seoul,Web,3.4,Gold
OH0262,2022-07-09,39,130.39,22,2,Basic,Seoul,iOS,4.2,Platinum
OH0524,2024-07-17,47,139.43,21,1,Basic,Busan,Web,1.5,Bronze
OH0192,2022-08-23,28,116.6,16,1,Gold,Busan,Android,3.4,Platinum
OH0022,2023-08-21,66,128.54,15,1,Gold,Daejeon,iOS,2.7,Gold
OH0220,2022-09-30,19,,12,3,VIP,Busan,Android,2.6,Platinum
OH0242,2023-02-18,32,178.66,9,2,Gold,Daegu,iOS,3.7,Platinum
OH0574,2023-10-08,32,109.97,16,1,Gold,Incheon,Android,3.0,Platinum
OH0519,2021-08-02,47,81.62,8,1,Silver,Daegu,Android,2.5,Bronze
OH0055,2021-09-26,58,60.45,11,2,Gold,Daejeon,iOS,3.5,Gold
OH0400,2023-03-25,57,110.43,9,2,Silver,Daegu,Android,4.0,Gold
OH0556,2023-09-25,49,157.97,9,2,Gold,Daegu,iOS,4.0,Platinum
OH0546,2022-08-18,47,76.43,12,3,Basic,Seoul,Android,2.1,Bronze
OH0460,2021-05-05,54,160.54,11,3,Silver,Daegu,iOS,2.9,Silver
OH0145,2022-12-09,36,160.19,12,0,VIP,Incheon,Web,3.1,Platinum
OH0469,2022-12-03,42,83.63,6,3,Gold,Incheon,iOS,3.1,Bronze
OH0345,2022-05-17,39,100.66,12,1,VIP,Incheon,iOS,4.0,Platinum
OH0365,2024-11-17,35,191.67,1,0,Basic,Busan,Android,4.0,Silver
OH0238,2025-01-25,63,119.4,11,0,Gold,Daegu,iOS,4.7,Platinum
OH0221,2024-11-01,29,133.88,18,5,VIP,Busan,Web,3.3,Platinum
OH0452,2025-04-29,54,56.0,18,5,Silver,Daegu,iOS,3.5,Silver
OH0021,2021-03-14,51,196.71,10,0,Gold,Daejeon,Android,4.6,Platinum
OH0046,2022-09-14,32,203.08,7,1,Gold,Incheon,Web,3.1,Gold
OH0113,2021-05-09,,150.32,15,3,VIP,Incheon,iOS,4.5,Platinum
OH0383,2023-08-07,48,91.61,10,1,Silver,Incheon,Android,2.5,Silver
OH0467,2024-06-15,32,214.74,12,6,Silver,Daejeon,Web,2.8,Gold
OH0156,2021-05-28,26,142.35,12,2,Gold,Busan,Android,1.3,Silver
OH0456,2023-08-17,34,64.46,16,1,Basic,Busan,iOS,1.7,Bronze
OH0090,2024-09-25,33,230.34,8,1,Basic,Daegu,Android,2.3,Silver
OH0535,2023-03-23,36,171.0,4,3,Basic,Daegu,Android,3.4,Silver
OH0346,2025-01-22,27,10,9,3,Silver,Daejeon,Web,3.3,Silver
OH0596,2023-07-08,47,161.17,15,4,Basic,Seoul,Android,4.0,Silver
OH0105,2022-01-18,71,145.83,14,1,Silver,Daejeon,iOS,3.0,Silver
OH0164,2022-12-06,30,,14,0,Basic,Busan,Android,3.6,Silver
OH0043,2021-02-17,,1500.0,20,5,Silver,Busan,Android,3.4,Gold
OH0114,2022-05-05,38,175.41,75,1,VIP,Incheon,Android,3.5,Platinum
