customer_id,signup_date,age,gender,region,service_tier,contract_type,payment_method,auto_payment,tenure_months,monthly_fee,support_calls_90d,late_payments_12m,weekly_usage_hours,monthly_usage_minutes,churn_risk
CUS-10201,2022-08-03,46.0,Male,Daegu,Basic,Monthly,Card,Yes,39.0,20.7,1.0,0.0,4.5,322.0,No
CUS-10202,2023-10-09,56.0,Male,Seoul,Premium,Monthly,Bank transfer,Yes,46.0,46.9,2.0,1.0,4.5,268.0,No
CUS-10203,2022-11-18,49.0,Female,Seoul,Basic,Monthly,Card,Yes,62.0,33.9,2.0,0.0,5.3,362.0,No
CUS-10204,2024-07-07,40.0,Female,Daejeon,Premium,Monthly,Mobile pay,No,37.0,50.7,4.0,0.0,11.9,880.0,No
CUS-10205,2021-12-27,19.0,Female,Seoul,Basic,Two-year,Card,No,72.0,16.3,2.0,3.0,10.7,753.0,No
CUS-10206,2023-12-21,37.0,Female,Gwangju,Basic,Monthly,Virtual account,Yes,24.0,55.6,1.0,0.0,1.7,112.0,No
CUS-10207,2021-11-15,30.0,Female,Seoul,Standard,One-year,Card,No,51.0,71.5,2.0,0.0,3.7,288.0,No
CUS-10208,2023-06-25,28.0,Male,Daegu,Basic,Monthly,Card,Yes,70.0,45.3,5.0,0.0,1.8,145.0,No
CUS-10209,2022-08-03,40.0,Female,Seoul,Basic,Monthly,Card,Yes,14.0,60.8,2.0,3.0,1.3,94.0,Yes
CUS-10210,,29.0,Male,Seoul,Standard,Monthly,Bank transfer,No,10.0,76.8,1.0,1.0,2.5,198.0,No
CUS-10211,2025-09-10,38.0,Male,Gwangju,Premium,One-year,Virtual account,No,11.0,73.8,1.0,0.0,5.9,369.0,Yes
CUS-10212,2024-06-02,40.0,Female,Daegu,Standard,Monthly,Mobile pay,Yes,28.0,42.2,3.0,1.0,5.9,432.0,No
CUS-10213,2024-02-18,31.0,Female,Daejeon,Standard,One-year,Mobile pay,Yes,3.0,90.0,0.0,0.0,4.5,313.0,No
CUS-10214,2021-01-27,35.0,Female,Seoul,Basic,Two-year,Card,No,52.0,83.0,2.0,0.0,2.0,142.0,No
CUS-10215,2023-11-05,45.0,Male,Seoul,Basic,Two-year,Bank transfer,No,23.0,65.9,1.0,1.0,6.3,507.0,No
CUS-10216,2022-01-27,57.0,Female,Seoul,Standard,Monthly,Card,Yes,13.0,72.5,4.0,1.0,20.2,880.0,No
CUS-10217,2025-08-07,38.0,Female,Daejeon,Standard,Monthly,Mobile pay,Yes,66.0,69.5,2.0,0.0,0.7,52.0,No
CUS-10218,2023-07-21,36.0,Female,Gwangju,Basic,Two-year,Card,Yes,36.0,81.3,2.0,1.0,4.6,332.0,Yes
CUS-10219,2023-07-12,59.0,Male,Seoul,Basic,Monthly,Bank transfer,No,66.0,69.1,1.0,1.0,12.9,880.0,No
CUS-10220,2022-04-25,51.0,Male,Seoul,Standard,Two-year,Card,Yes,22.0,43.9,1.0,0.0,4.4,321.0,No
CUS-10221,2023-03-27,47.0,Female,Seoul,Standard,Two-year,Mobile pay,Yes,48.0,29.8,3.0,0.0,2.7,187.0,No
CUS-10222,2024-04-13,60.0,Male,,Premium,Monthly,Card,Yes,3.0,60.2,1.0,0.0,10.1,696.0,No
CUS-10223,2021-02-03,39.0,Female,Seoul,Basic,One-year,Card,Yes,13.0,64.8,1.0,0.0,0.3,30.0,Yes
CUS-10224,2023-10-14,39.0,Female,Seoul,Basic,One-year,Card,No,11.0,59.4,2.0,1.0,11.7,705.0,No
CUS-10225,2025-11-17,52.0,Male,Seoul,Basic,Two-year,Virtual account,No,69.0,46.4,3.0,2.0,1.4,108.0,No
CUS-10226,2025-06-07,35.0,Female,Busan,Standard,Monthly,Virtual account,No,19.0,67.7,2.0,0.0,2.3,186.0,No
CUS-10227,2024-06-11,40.0,Male,,Standard,Monthly,Bank transfer,Yes,50.0,58.1,2.0,2.0,2.3,165.0,No
CUS-10228,2023-12-16,40.0,Male,Seoul,Basic,One-year,Card,No,4.0,73.7,0.0,1.0,3.5,263.0,Yes
CUS-10229,2024-09-25,65.0,Female,Gwangju,Standard,Monthly,Mobile pay,Yes,2.0,47.3,1.0,1.0,10.1,672.0,No
CUS-10230,2024-10-16,29.0,Female,Daegu,Standard,Two-year,Mobile pay,Yes,17.0,49.9,0.0,0.0,4.2,272.0,No
CUS-10231,2024-06-22,48.0,Female,Seoul,Standard,Monthly,Virtual account,Yes,47.0,63.7,2.0,1.0,4.3,343.0,No
CUS-10232,2025-11-28,41.0,Male,Daejeon,Premium,Monthly,Mobile pay,Yes,21.0,12.0,1.0,2.0,1.0,72.0,No
CUS-10233,2022-01-29,49.0,Female,Daejeon,Premium,Monthly,Card,Yes,16.0,78.2,1.0,0.0,5.4,360.0,No
CUS-10234,2024-01-13,39.0,Male,Gwangju,Basic,One-year,Mobile pay,No,45.0,31.8,1.0,0.0,1.7,116.0,No
CUS-10235,2022-12-24,57.0,Female,Busan,Basic,Monthly,Card,Yes,35.0,76.2,0.0,0.0,6.1,374.0,No
CUS-10236,2021-09-07,49.0,Female,Gwangju,Basic,One-year,Bank transfer,Yes,57.0,79.8,0.0,0.0,5.8,388.0,No
CUS-10237,2024-11-03,28.0,Female,Seoul,Basic,Monthly,Bank transfer,Yes,62.0,74.3,1.0,0.0,6.8,433.0,No
CUS-10238,2025-12-24,44.0,Male,Seoul,Basic,Monthly,Card,No,13.0,76.9,1.0,2.0,2.7,215.0,No
CUS-10239,2024-08-12,31.0,Male,Daejeon,Premium,Two-year,Bank transfer,No,39.0,49.2,0.0,1.0,7.4,532.0,No
CUS-10240,2025-06-06,38.0,Female,Daegu,Standard,Two-year,Card,No,54.0,50.6,2.0,0.0,9.1,742.0,No
CUS-10241,2025-01-24,18.0,Male,Daejeon,Standard,One-year,Mobile pay,Yes,5.0,73.1,3.0,0.0,2.5,163.0,No
CUS-10242,2023-08-14,49.0,Female,Seoul,Basic,Monthly,Card,No,54.0,81.5,1.0,1.0,2.9,198.0,No
CUS-10243,2025-11-18,49.0,Male,Gwangju,Standard,Monthly,Bank transfer,Yes,33.0,37.4,2.0,0.0,3.6,305.0,No
CUS-10244,2022-05-27,53.0,Female,Daegu,Standard,Monthly,,Yes,34.0,59.9,3.0,0.0,2.9,187.0,No
CUS-10245,2022-06-25,37.0,Female,,Premium,Monthly,Bank transfer,Yes,18.0,72.2,2.0,0.0,4.5,318.0,No
CUS-10246,2024-06-30,28.0,Female,Seoul,Basic,Monthly,Card,No,48.0,65.8,2.0,1.0,3.0,221.0,No
CUS-10247,2021-08-16,49.0,Male,Seoul,Basic,One-year,Virtual account,Yes,1.0,51.9,2.0,3.0,6.0,444.0,No
CUS-10248,2024-03-16,40.0,Male,Busan,Basic,Two-year,Mobile pay,Yes,51.0,19.6,1.0,2.0,4.3,354.0,No
CUS-10249,2023-08-24,61.0,Male,Seoul,Standard,Two-year,Card,No,47.0,34.2,4.0,1.0,5.1,457.0,No
CUS-10250,2021-10-22,44.0,Female,Seoul,Premium,One-year,Card,Yes,71.0,69.1,1.0,0.0,6.5,414.0,No
CUS-10251,2021-07-14,45.0,Female,Busan,Standard,Two-year,Card,Yes,28.0,34.2,0.0,0.0,8.8,626.0,No
CUS-10252,2023-09-27,46.0,Male,Daegu,Standard,One-year,Virtual account,No,37.0,61.4,2.0,0.0,6.3,448.0,No
CUS-10253,2024-10-02,37.0,Female,Gwangju,Premium,Monthly,Bank transfer,No,13.0,56.5,5.0,2.0,3.9,235.0,No
CUS-10254,2023-07-09,43.0,Female,Daejeon,Standard,Monthly,Mobile pay,No,35.0,43.2,0.0,0.0,7.1,527.0,No
CUS-10255,2022-08-24,51.0,Female,Daejeon,Standard,Monthly,Card,No,13.0,61.2,2.0,0.0,6.1,444.0,No
CUS-10256,2023-04-10,41.0,Male,Seoul,Premium,Two-year,Virtual account,No,54.0,54.8,2.0,1.0,12.3,880.0,No
CUS-10257,2023-07-03,37.0,Female,Daejeon,Standard,Monthly,Bank transfer,No,34.0,78.8,2.0,2.0,,299.0,No
CUS-10258,2022-07-02,30.0,Male,Seoul,Premium,Monthly,Mobile pay,No,48.0,73.7,1.0,1.0,7.0,490.0,No
CUS-10259,2021-10-14,,Male,Daejeon,Basic,Monthly,Card,No,35.0,18.1,3.0,0.0,17.7,880.0,No
CUS-10260,2024-07-23,39.0,Male,Seoul,Premium,Monthly,Virtual account,Yes,68.0,81.4,1.0,0.0,3.1,247.0,No
CUS-10261,2024-09-15,27.0,Male,Seoul,Basic,Monthly,Virtual account,Yes,33.0,81.6,0.0,1.0,9.6,729.0,No
CUS-10262,2021-11-03,27.0,Male,Seoul,Standard,Monthly,Card,Yes,21.0,74.6,2.0,1.0,9.2,673.0,No
CUS-10263,2022-10-02,51.0,Female,Seoul,Standard,One-year,Card,No,4.0,65.1,3.0,4.0,2.6,170.0,No
CUS-10264,2024-07-04,48.0,Male,Seoul,Standard,One-year,Card,No,28.0,69.5,3.0,1.0,10.9,704.0,No
CUS-10265,2025-04-07,42.0,Female,Daegu,Standard,One-year,Mobile pay,Yes,67.0,42.0,0.0,1.0,5.4,431.0,No
CUS-10266,2021-04-27,39.0,,Seoul,Basic,Monthly,Bank transfer,Yes,33.0,47.4,2.0,1.0,4.6,337.0,No
CUS-10267,2021-06-10,43.0,Male,Seoul,Basic,One-year,Card,No,19.0,26.1,2.0,3.0,1.4,77.0,No
CUS-10268,2022-10-02,18.0,Male,Daejeon,Standard,Monthly,Card,Yes,61.0,79.6,1.0,0.0,7.6,652.0,No
CUS-10269,2023-08-15,29.0,Female,Busan,Premium,Two-year,Mobile pay,No,46.0,41.5,1.0,0.0,2.3,195.0,No
CUS-10270,2025-10-07,51.0,Male,Daejeon,Basic,Two-year,Mobile pay,Yes,47.0,40.7,1.0,0.0,4.6,314.0,No
CUS-10271,2023-03-05,36.0,Female,Seoul,Premium,Monthly,Mobile pay,Yes,62.0,37.0,1.0,0.0,4.9,368.0,No
CUS-10272,2024-09-19,,Male,Daejeon,Standard,Two-year,Bank transfer,No,29.0,71.1,3.0,1.0,2.8,167.0,No
CUS-10273,2021-08-10,46.0,Male,Seoul,Basic,Two-year,Card,No,41.0,62.4,8.0,1.0,6.5,350.0,No
CUS-10274,2021-09-09,44.0,Female,Seoul,Premium,Monthly,Mobile pay,Yes,4.0,55.1,1.0,1.0,5.9,497.0,No
CUS-10275,2022-05-30,48.0,Female,Seoul,Premium,Two-year,Card,No,22.0,53.2,1.0,0.0,,167.0,No
CUS-10276,2021-05-26,30.0,Female,Gwangju,Standard,Monthly,Mobile pay,No,15.0,72.4,1.0,2.0,3.7,243.0,No
CUS-10277,2022-09-24,37.0,Male,Busan,Standard,Two-year,Card,Yes,17.0,57.0,3.0,0.0,4.7,310.0,No
CUS-10278,2021-10-12,37.0,Female,Seoul,Standard,One-year,Card,Yes,42.0,63.3,1.0,2.0,2.7,197.0,No
CUS-10279,2025-01-31,46.0,Female,Daejeon,Basic,Monthly,Card,Yes,48.0,78.7,0.0,4.0,2.2,172.0,No
CUS-10280,2024-09-17,37.0,Male,Busan,Premium,Monthly,Card,Yes,35.0,73.1,1.0,1.0,1.3,89.0,No
CUS-10281,2022-11-11,40.0,Male,Busan,Standard,Monthly,Bank transfer,Yes,56.0,71.0,3.0,2.0,3.4,212.0,No
CUS-10282,2024-01-08,55.0,Male,Daegu,Premium,Monthly,Mobile pay,Yes,42.0,64.4,1.0,0.0,6.6,472.0,No
CUS-10283,2021-09-13,53.0,Male,Seoul,Standard,One-year,Virtual account,Yes,27.0,80.8,2.0,0.0,5.6,422.0,No
CUS-10284,2025-08-06,30.0,Female,Gwangju,,Monthly,Bank transfer,No,40.0,75.4,4.0,3.0,11.7,745.0,No
CUS-10285,2025-02-03,33.0,Male,Seoul,Premium,One-year,Bank transfer,Yes,7.0,38.0,3.0,2.0,1.7,127.0,No
CUS-10286,2021-08-04,50.0,Male,Gwangju,Standard,Monthly,Card,Yes,11.0,95.9,4.0,0.0,3.2,250.0,Yes
CUS-10287,2022-09-15,46.0,Male,Seoul,Standard,One-year,Card,No,52.0,39.8,0.0,1.0,22.0,880.0,No
CUS-10288,2021-06-24,47.0,Female,Busan,Standard,One-year,Mobile pay,Yes,28.0,80.2,2.0,0.0,1.0,61.0,No
CUS-10289,2022-05-28,35.0,Female,Seoul,Premium,Monthly,Card,Yes,31.0,73.2,0.0,2.0,8.5,618.0,No
CUS-10290,2023-10-25,41.0,Female,Seoul,Standard,One-year,Card,Yes,20.0,60.8,1.0,1.0,6.5,557.0,No
CUS-10291,2023-09-25,21.0,Male,Busan,Standard,One-year,Card,Yes,60.0,70.2,3.0,0.0,6.9,490.0,No
CUS-10292,2025-07-24,52.0,Female,Busan,Basic,Monthly,Bank transfer,No,53.0,103.1,1.0,2.0,12.2,880.0,No
CUS-10293,2022-02-26,25.0,Female,Seoul,Premium,One-year,Card,No,39.0,52.9,0.0,1.0,5.8,459.0,No
CUS-10294,2025-07-22,44.0,Male,Gwangju,Standard,Monthly,Mobile pay,No,45.0,60.8,3.0,0.0,8.5,555.0,No
CUS-10295,2023-02-08,55.0,Male,Daegu,Premium,One-year,,Yes,45.0,44.6,1.0,1.0,4.1,356.0,No
CUS-10296,2021-04-01,48.0,Female,Busan,Premium,Monthly,Mobile pay,Yes,6.0,85.9,2.0,1.0,2.4,215.0,No
CUS-10297,2022-02-25,52.0,Male,Gwangju,Basic,Monthly,Mobile pay,Yes,19.0,61.2,2.0,1.0,5.8,372.0,No
CUS-10298,2024-07-22,37.0,Male,Gwangju,Premium,One-year,Bank transfer,No,8.0,54.4,2.0,0.0,2.1,173.0,No
CUS-10299,2021-03-04,49.0,Female,Seoul,Standard,One-year,Virtual account,Yes,29.0,39.1,1.0,1.0,15.9,880.0,No
CUS-10300,2022-08-01,57.0,Male,Busan,Standard,Monthly,Mobile pay,Yes,53.0,63.7,3.0,3.0,3.5,267.0,No
CUS-10301,2021-09-25,36.0,Male,Daejeon,Standard,Monthly,Card,No,55.0,61.7,0.0,1.0,1.7,106.0,No
CUS-10302,2025-12-25,36.0,Female,Seoul,Basic,Two-year,Bank transfer,Yes,43.0,47.5,2.0,2.0,14.0,880.0,No
CUS-10303,2023-05-03,42.0,Female,Seoul,Premium,One-year,Bank transfer,No,4.0,53.8,1.0,0.0,4.3,311.0,No
CUS-10304,2022-03-15,45.0,Female,Daejeon,Basic,Monthly,Card,No,23.0,27.2,1.0,0.0,3.0,217.0,No
CUS-10305,2024-05-14,47.0,Male,Gwangju,Premium,Monthly,Card,No,54.0,31.8,2.0,2.0,3.2,254.0,No
CUS-10306,2021-08-29,46.0,Female,Busan,Premium,One-year,Card,Yes,3.0,61.8,1.0,0.0,11.5,880.0,No
CUS-10307,2024-06-16,56.0,Male,Daejeon,Premium,Monthly,Bank transfer,Yes,12.0,42.5,0.0,1.0,4.6,319.0,No
CUS-10308,2025-10-21,64.0,Male,Seoul,Basic,Monthly,Bank transfer,No,53.0,47.7,2.0,1.0,1.8,132.0,No
CUS-10309,2023-12-27,18.0,Female,Seoul,Standard,One-year,Card,No,3.0,39.7,1.0,1.0,3.0,193.0,No
CUS-10310,2023-03-17,48.0,Female,Daegu,,Monthly,Bank transfer,Yes,71.0,50.3,1.0,3.0,4.4,384.0,No
CUS-10311,2022-04-15,52.0,Female,Daegu,Standard,One-year,Card,Yes,2.0,34.3,0.0,1.0,14.2,880.0,No
CUS-10312,2022-02-13,18.0,Male,Gwangju,Basic,One-year,Card,Yes,55.0,46.5,1.0,0.0,8.2,598.0,No
CUS-10313,2024-08-31,36.0,Male,Seoul,Premium,Monthly,Mobile pay,Yes,33.0,17.2,3.0,3.0,3.1,273.0,Yes
CUS-10314,2023-09-11,44.0,Male,Busan,Standard,One-year,Card,No,24.0,75.8,2.0,0.0,5.1,335.0,Yes
CUS-10315,2021-09-22,38.0,Female,Gwangju,Standard,Monthly,Virtual account,Yes,48.0,58.4,4.0,1.0,4.6,390.0,No
CUS-10316,2022-06-03,41.0,Male,Seoul,Standard,Monthly,Bank transfer,Yes,40.0,56.8,3.0,1.0,5.1,380.0,No
CUS-10317,2021-08-02,57.0,Male,Daegu,Premium,Monthly,Virtual account,Yes,28.0,24.7,0.0,3.0,3.1,230.0,Yes
CUS-10318,2022-04-01,35.0,Female,Seoul,Standard,One-year,Mobile pay,Yes,22.0,40.5,3.0,0.0,17.1,880.0,No
CUS-10319,2022-04-27,52.0,Female,Seoul,Standard,Two-year,Bank transfer,Yes,9.0,71.0,0.0,1.0,3.2,240.0,No
CUS-10320,2021-06-12,24.0,Male,Seoul,Standard,Monthly,Mobile pay,Yes,24.0,70.0,3.0,1.0,6.8,508.0,Yes
CUS-10321,2021-10-22,38.0,Male,Daejeon,Basic,Monthly,Mobile pay,Yes,35.0,72.4,2.0,0.0,3.2,238.0,Yes
CUS-10322,2023-05-29,32.0,Female,Seoul,Standard,Monthly,Card,Yes,69.0,51.1,1.0,1.0,4.2,248.0,Yes
CUS-10323,2021-08-01,55.0,Female,Seoul,Premium,Two-year,Mobile pay,No,32.0,64.1,2.0,1.0,9.4,611.0,No
CUS-10324,2021-05-24,25.0,Female,Seoul,Standard,Monthly,Card,Yes,30.0,36.9,4.0,1.0,1.4,104.0,No
CUS-10325,2024-03-28,29.0,Female,Busan,Standard,Monthly,Card,No,63.0,58.0,1.0,0.0,13.4,880.0,No
CUS-10326,2022-06-17,69.0,Female,Busan,Basic,One-year,Virtual account,Yes,66.0,77.2,2.0,1.0,1.4,119.0,No
CUS-10327,2022-04-25,26.0,Male,Seoul,Basic,Monthly,Virtual account,No,13.0,73.4,4.0,0.0,3.3,238.0,Yes
CUS-10328,2023-12-07,47.0,Male,Seoul,Standard,Two-year,Virtual account,No,27.0,75.7,1.0,0.0,7.2,551.0,No
CUS-10329,2021-01-10,43.0,Female,Daegu,Basic,Two-year,Bank transfer,No,72.0,48.6,2.0,1.0,7.7,580.0,No
CUS-10330,2023-04-26,26.0,Female,Seoul,Standard,One-year,Card,Yes,35.0,68.1,0.0,0.0,1.8,137.0,No
CUS-10331,2025-10-12,42.0,Male,Daejeon,Standard,One-year,Mobile pay,Yes,8.0,71.2,3.0,0.0,7.6,501.0,No
CUS-10332,2022-07-12,31.0,Male,Busan,Standard,Two-year,Card,Yes,26.0,50.2,4.0,1.0,3.8,209.0,No
CUS-10333,2025-07-24,55.0,Male,Busan,Premium,Monthly,Card,Yes,65.0,60.8,5.0,0.0,2.3,182.0,No
CUS-10334,2021-10-29,40.0,Female,Seoul,Basic,One-year,Mobile pay,No,33.0,58.4,1.0,0.0,4.3,305.0,No
CUS-10335,2022-07-21,26.0,Male,Daegu,Premium,Monthly,Mobile pay,No,48.0,49.2,1.0,0.0,4.8,426.0,No
CUS-10336,2024-04-07,41.0,Female,Seoul,Premium,One-year,Bank transfer,No,53.0,48.3,1.0,1.0,9.0,857.0,No
CUS-10337,2022-12-07,57.0,Male,Seoul,Standard,Monthly,Mobile pay,Yes,40.0,61.2,1.0,0.0,4.9,387.0,No
CUS-10338,2025-08-30,50.0,Female,Seoul,Standard,One-year,Mobile pay,No,11.0,60.5,1.0,1.0,3.0,229.0,No
CUS-10339,2022-02-08,50.0,Female,Daejeon,Basic,One-year,Virtual account,No,39.0,76.4,1.0,1.0,7.4,539.0,No
CUS-10340,2022-06-11,44.0,Female,Daejeon,Standard,One-year,Bank transfer,Yes,50.0,53.7,6.0,0.0,3.4,261.0,No
CUS-10341,2023-05-05,37.0,Female,Busan,Basic,Monthly,Card,Yes,65.0,74.0,6.0,1.0,3.5,245.0,Yes
CUS-10342,2021-05-03,31.0,Female,Seoul,Standard,Monthly,Mobile pay,No,8.0,57.9,3.0,0.0,5.9,464.0,No
CUS-10343,2024-09-27,24.0,Female,Busan,Basic,Two-year,Card,Yes,56.0,87.3,3.0,1.0,5.1,332.0,No
CUS-10344,2024-10-28,49.0,Female,Seoul,Standard,One-year,Bank transfer,No,47.0,40.4,3.0,0.0,14.5,880.0,No
CUS-10345,2022-11-11,23.0,Male,Daejeon,Basic,Monthly,Card,Yes,61.0,61.7,3.0,0.0,0.9,65.0,No
CUS-10346,2021-01-04,42.0,Male,Seoul,Basic,Monthly,Bank transfer,Yes,43.0,42.3,4.0,1.0,5.5,434.0,Yes
CUS-10347,2025-11-26,45.0,Male,Daejeon,Standard,One-year,Virtual account,Yes,68.0,46.2,1.0,1.0,15.0,880.0,No
CUS-10348,2021-05-05,48.0,Female,Gwangju,Basic,Monthly,Card,Yes,18.0,52.9,3.0,0.0,5.8,400.0,Yes
CUS-10349,2024-04-29,30.0,Female,Busan,Premium,Monthly,Card,No,3.0,99.5,2.0,2.0,3.5,265.0,No
CUS-10350,2024-05-27,56.0,Male,Daejeon,Standard,Monthly,Bank transfer,Yes,49.0,58.5,3.0,1.0,1.0,78.0,Yes
CUS-10351,2021-07-10,45.0,Male,Busan,Basic,Two-year,Mobile pay,Yes,39.0,29.0,1.0,1.0,1.5,99.0,No
CUS-10352,2022-10-02,27.0,Female,Gwangju,Standard,Monthly,Bank transfer,Yes,65.0,60.0,2.0,0.0,6.0,513.0,No
CUS-10353,2023-05-15,37.0,Female,Busan,Basic,Monthly,Virtual account,Yes,67.0,19.1,3.0,0.0,3.5,227.0,No
CUS-10354,2022-12-19,40.0,Male,Daegu,Standard,Monthly,Card,Yes,10.0,86.8,1.0,0.0,4.4,329.0,No
CUS-10355,2025-11-19,40.0,Male,Busan,Premium,Monthly,Mobile pay,Yes,50.0,90.4,0.0,2.0,5.2,421.0,No
CUS-10356,2024-02-24,38.0,Male,Gwangju,Basic,Monthly,Card,Yes,26.0,61.9,1.0,1.0,5.2,368.0,Yes
CUS-10357,2025-01-06,40.0,Female,Seoul,Basic,Monthly,Card,No,24.0,53.0,1.0,1.0,4.8,371.0,No
CUS-10358,2025-08-06,31.0,Female,Daejeon,Standard,Two-year,Virtual account,Yes,72.0,43.2,4.0,1.0,7.9,597.0,No
CUS-10359,2025-09-03,76.0,Female,Daegu,Standard,Monthly,Mobile pay,Yes,27.0,53.9,0.0,0.0,13.5,880.0,No
CUS-10360,2024-04-14,32.0,Male,Seoul,Basic,One-year,Card,No,31.0,16.6,2.0,0.0,5.6,379.0,No
CUS-10361,2021-11-26,37.0,Male,Seoul,Basic,Two-year,Card,No,58.0,65.6,3.0,1.0,4.7,375.0,No
CUS-10362,2022-05-25,44.0,Male,Seoul,Premium,Two-year,Virtual account,No,61.0,47.7,2.0,0.0,3.9,251.0,No
CUS-10363,2024-04-28,51.0,Male,Seoul,Standard,Monthly,Card,No,56.0,20.4,2.0,1.0,3.9,263.0,No
CUS-10364,2023-01-21,42.0,Male,Daejeon,Premium,Two-year,Virtual account,Yes,49.0,44.3,1.0,0.0,5.0,354.0,No
CUS-10365,2021-10-30,49.0,Male,Daegu,Basic,Monthly,Card,No,9.0,40.7,2.0,0.0,4.0,245.0,No
CUS-10366,2024-07-02,53.0,Female,Seoul,Standard,Monthly,Bank transfer,No,5.0,98.2,3.0,1.0,6.4,415.0,No
CUS-10367,2024-06-22,46.0,Female,Daejeon,Basic,Monthly,Card,No,55.0,61.9,1.0,0.0,2.5,153.0,No
CUS-10368,2022-03-08,36.0,Female,Daegu,Basic,Monthly,Bank transfer,Yes,60.0,55.3,2.0,0.0,5.7,386.0,No
CUS-10369,2023-08-05,52.0,Female,Gwangju,Basic,One-year,Bank transfer,Yes,44.0,35.5,2.0,0.0,3.2,250.0,No
CUS-10370,2025-03-23,,Male,Seoul,Basic,Monthly,Bank transfer,Yes,41.0,48.4,2.0,1.0,8.7,582.0,No
CUS-10371,2022-05-16,42.0,Male,Daegu,Premium,Monthly,Bank transfer,Yes,2.0,99.7,1.0,0.0,6.2,578.0,Yes
CUS-10372,2025-04-16,34.0,Male,Seoul,Basic,One-year,Bank transfer,Yes,7.0,47.4,5.0,0.0,11.4,875.0,No
CUS-10373,2021-07-01,37.0,Female,Seoul,Basic,Two-year,Virtual account,Yes,11.0,50.3,0.0,0.0,3.4,250.0,No
CUS-10374,,39.0,Male,Daejeon,Standard,Monthly,Bank transfer,No,44.0,78.9,2.0,2.0,8.9,553.0,No
CUS-10375,2023-05-30,33.0,Male,Daegu,Basic,Monthly,Mobile pay,Yes,70.0,12.0,1.0,0.0,0.7,46.0,No
CUS-10376,2023-08-29,22.0,Female,Daejeon,Basic,Two-year,Virtual account,No,58.0,52.0,2.0,2.0,3.5,224.0,No
CUS-10377,2024-07-10,37.0,Male,Seoul,Premium,Two-year,Bank transfer,Yes,5.0,55.3,1.0,1.0,5.0,403.0,No
CUS-10378,2021-09-03,18.0,Male,Daejeon,Basic,Two-year,Bank transfer,Yes,39.0,59.2,0.0,0.0,3.5,284.0,No
CUS-10379,2025-01-29,39.0,Male,Daegu,Standard,Monthly,Bank transfer,No,66.0,42.7,2.0,1.0,1.6,110.0,No
CUS-10380,2021-09-10,47.0,Male,Seoul,,Monthly,Card,No,52.0,46.0,3.0,0.0,8.6,601.0,Yes
CUS-10381,2022-03-08,71.0,Male,Busan,Standard,Monthly,Mobile pay,No,14.0,49.1,5.0,1.0,11.3,801.0,No
CUS-10382,2025-01-05,53.0,Female,Daegu,Standard,Monthly,Card,Yes,27.0,57.2,3.0,1.0,1.9,127.0,No
CUS-10383,2023-02-02,63.0,Male,Gwangju,Basic,One-year,Mobile pay,Yes,44.0,52.9,1.0,1.0,1.4,90.0,No
CUS-10384,2023-08-31,29.0,Female,Busan,Premium,Monthly,Card,Yes,54.0,61.0,2.0,0.0,3.8,231.0,No
CUS-10385,2022-09-13,29.0,Female,Busan,Basic,Monthly,Bank transfer,Yes,31.0,28.7,0.0,1.0,2.1,125.0,No
CUS-10386,2024-10-13,38.0,Male,Seoul,Basic,Monthly,Virtual account,No,19.0,112.4,0.0,1.0,2.7,212.0,No
CUS-10387,2025-09-19,25.0,Male,Seoul,Standard,One-year,Card,No,39.0,43.1,0.0,0.0,2.3,149.0,No
CUS-10388,2023-06-18,27.0,Female,Gwangju,Basic,Monthly,Virtual account,Yes,23.0,39.1,2.0,0.0,4.0,271.0,Yes
CUS-10389,2021-11-05,35.0,Female,Gwangju,Premium,Monthly,Bank transfer,Yes,49.0,74.1,3.0,0.0,3.1,188.0,No
CUS-10390,2025-01-03,36.0,Female,Busan,Basic,One-year,Mobile pay,No,67.0,63.1,0.0,2.0,7.1,596.0,No
CUS-10391,2025-09-08,23.0,Male,Seoul,Premium,Monthly,Mobile pay,No,71.0,85.7,4.0,1.0,6.2,478.0,No
CUS-10392,2024-10-30,49.0,Female,Gwangju,Standard,One-year,Card,Yes,26.0,46.5,2.0,0.0,3.7,288.0,No
CUS-10393,2022-02-05,43.0,Female,Seoul,Standard,Monthly,Card,Yes,53.0,35.4,2.0,1.0,3.3,262.0,No
CUS-10394,2025-03-30,30.0,Female,Daegu,Standard,One-year,Bank transfer,Yes,33.0,72.8,2.0,0.0,0.9,64.0,No
CUS-10395,2024-06-20,24.0,Female,Daegu,Premium,Monthly,Mobile pay,No,3.0,78.5,1.0,0.0,8.1,637.0,No
CUS-10396,2025-08-07,36.0,Male,Busan,Premium,Monthly,Card,Yes,31.0,61.0,0.0,0.0,17.9,880.0,No
CUS-10397,2021-11-25,49.0,Female,Busan,Basic,Monthly,Mobile pay,Yes,41.0,51.4,3.0,0.0,3.9,289.0,No
CUS-10398,2021-06-05,41.0,Male,Seoul,Premium,Monthly,Card,No,41.0,37.1,2.0,1.0,7.2,483.0,No
CUS-10399,2023-06-11,18.0,Female,Seoul,Basic,Monthly,Bank transfer,No,56.0,82.9,2.0,2.0,12.1,880.0,No
CUS-10400,2021-02-28,35.0,Male,Seoul,Premium,Monthly,Mobile pay,No,23.0,90.6,1.0,1.0,6.0,350.0,No
