customer_id,age,gender,monthly_fee,usage_time,contract_type,support_count,churn
C10459,45.0,Female,93700.0,61.5,Monthly,2.0,0
C10460,41.0,Female,64100.0,92.5,One-year,0.0,1
C10461,45.0,Female,52700.0,147.5,Monthly,1.0,0
C10462,31.0,Female,56900.0,48.4,Monthly,1.0,0
C10463,22.0,Female,96000.0,91.2,Two-year,1.0,0
C10464,18.0,Male,79800.0,125.4,Monthly,1.0,0
C10465,28.0,Male,59500.0,3.0,Two-year,0.0,0
C10466,35.0,Male,62800.0,141.5,Monthly,2.0,0
C10467,37.0,Female,33500.0,41.8,One-year,4.0,0
C10468,64.0,Male,76500.0,109.9,Two-year,2.0,0
C10469,54.0,Male,29300.0,106.1,Monthly,6.0,0
C10470,29.0,Female,84500.0,143.8,Two-year,0.0,0
C10471,45.0,Male,70800.0,119.8,One-year,2.0,0
C10472,36.0,Male,120500.0,3.0,One-year,1.0,1
C10473,38.0,Female,43800.0,59.7,Monthly,2.0,0
C10474,43.0,Female,65700.0,101.2,One-year,1.0,1
C10475,48.0,Male,107600.0,86.2,One-year,3.0,0
C10476,37.0,Male,,116.5,Monthly,0.0,0
C10477,54.0,Male,52700.0,130.5,Monthly,0.0,0
C10478,27.0,Female,72900.0,122.4,Monthly,0.0,0
C10479,41.0,Female,68000.0,85.4,Two-year,3.0,0
C10480,72.0,Male,74200.0,11.9,Monthly,3.0,0
C10481,44.0,Female,52600.0,74.5,One-year,3.0,0
C10482,58.0,Male,66000.0,113.7,Two-year,0.0,0
C10483,42.0,Male,32800.0,45.9,Monthly,2.0,0
C10484,48.0,Female,71000.0,123.4,Monthly,3.0,1
C10485,40.0,Male,77900.0,135.9,One-year,1.0,0
C10486,39.0,Male,63000.0,100.7,Monthly,4.0,1
C10487,32.0,Male,32500.0,3.0,One-year,3.0,0
C10488,46.0,Female,89700.0,37.5,One-year,1.0,0
C10489,31.0,Female,76000.0,179.9,One-year,0.0,0
C10490,49.0,Female,52000.0,70.4,Monthly,3.0,1
C10491,54.0,Male,61800.0,5.7,One-year,1.0,0
C10492,45.0,Male,35000.0,150.6,One-year,2.0,0
C10493,38.0,Female,45400.0,95.6,Monthly,0.0,0
C10494,46.0,Male,56200.0,144.7,One-year,0.0,0
C10495,37.0,Female,95000.0,107.5,Two-year,2.0,0
C10496,52.0,Female,53900.0,115.6,One-year,0.0,0
C10497,19.0,Male,82100.0,111.3,Monthly,1.0,0
C10498,37.0,Female,56200.0,126.4,Monthly,6.0,0
C10499,18.0,Male,73500.0,197.5,Monthly,0.0,1
C10500,23.0,Male,64900.0,138.7,Monthly,1.0,0
C10501,57.0,Female,87200.0,23.9,Monthly,4.0,0
C10502,52.0,Female,56200.0,115.1,Two-year,1.0,0
C10503,32.0,Female,33400.0,146.4,Monthly,4.0,1
C10504,23.0,Female,37600.0,149.1,One-year,2.0,0
C10505,18.0,Female,56300.0,75.8,Monthly,1.0,0
C10506,34.0,Female,40500.0,147.4,Monthly,0.0,0
C10507,70.0,Female,77000.0,136.7,Monthly,1.0,0
C10508,46.0,Male,57800.0,210.8,Monthly,1.0,0
C10509,34.0,Female,120200.0,61.2,One-year,1.0,0
C10510,47.0,Female,29800.0,72.2,Two-year,1.0,0
C10511,22.0,Male,72500.0,81.2,Two-year,1.0,0
C10512,37.0,Male,43200.0,72.9,Monthly,1.0,0
C10513,42.0,Male,57100.0,54.9,One-year,3.0,0
C10514,40.0,Male,71100.0,3.0,Monthly,2.0,0
C10515,50.0,Female,18000.0,,Two-year,3.0,1
C10516,45.0,Male,73200.0,111.6,Monthly,1.0,0
C10517,49.0,Female,109900.0,72.8,Monthly,1.0,0
C10518,33.0,Female,58000.0,182.1,Monthly,3.0,0
C10519,52.0,Female,73700.0,95.6,Monthly,1.0,0
C10520,61.0,Male,90500.0,153.1,Monthly,3.0,1
C10521,29.0,Male,64400.0,106.8,Two-year,0.0,0
C10522,30.0,,55200.0,132.2,One-year,1.0,0
C10523,57.0,Female,18000.0,107.6,Two-year,1.0,0
C10524,39.0,Female,82100.0,156.6,,2.0,0
C10525,58.0,Female,65500.0,97.5,One-year,0.0,0
C10526,36.0,Male,45700.0,117.3,Monthly,0.0,0
C10527,58.0,Female,70800.0,111.5,One-year,1.0,0
C10528,43.0,Male,55200.0,82.0,Monthly,0.0,0
C10529,44.0,Male,56400.0,113.2,Monthly,1.0,1
C10530,60.0,Female,81300.0,195.5,One-year,2.0,0
C10531,37.0,Male,38600.0,82.8,Monthly,0.0,0
C10532,30.0,Male,91000.0,113.9,,1.0,1
C10533,36.0,Male,37300.0,151.6,One-year,3.0,0
C10534,46.0,Male,53400.0,146.3,Monthly,3.0,1
C10535,22.0,Female,110300.0,95.5,Two-year,1.0,0
C10536,49.0,Male,92800.0,,Monthly,0.0,1
C10537,35.0,Female,70100.0,118.3,One-year,3.0,0
C10538,55.0,Female,47300.0,3.0,One-year,1.0,0
C10539,18.0,Male,56400.0,161.1,One-year,2.0,0
C10540,32.0,Male,69600.0,102.6,One-year,5.0,0
C10541,21.0,Female,68800.0,140.0,Two-year,0.0,0
C10542,31.0,Female,66000.0,54.4,One-year,1.0,0
C10543,44.0,Female,67300.0,25.1,Monthly,2.0,1
C10544,39.0,Female,63300.0,106.7,Monthly,2.0,0
C10545,38.0,Male,36300.0,93.5,One-year,0.0,0
C10546,39.0,Male,,72.9,Monthly,0.0,1
C10547,43.0,Female,88100.0,98.8,Monthly,2.0,1
C10548,29.0,Male,37900.0,219.5,Monthly,2.0,0
C10549,49.0,Female,63800.0,132.6,One-year,0.0,0
C10550,49.0,Female,50000.0,142.2,Monthly,2.0,0
C10551,46.0,Female,70400.0,133.0,One-year,3.0,0
C10552,48.0,Male,59500.0,161.6,One-year,2.0,0
C10553,45.0,Male,100500.0,86.4,Two-year,3.0,0
C10554,65.0,Male,79100.0,3.0,Monthly,1.0,0
C10555,40.0,Male,39100.0,86.5,One-year,3.0,0
C10556,37.0,Female,82800.0,131.5,One-year,1.0,0
C10557,32.0,Male,51000.0,51.4,Monthly,3.0,1
C10558,29.0,Male,55300.0,87.1,One-year,0.0,0
C10559,26.0,Male,74900.0,63.9,Monthly,2.0,0
C10560,30.0,Male,57200.0,162.6,Two-year,0.0,0
C10561,40.0,Female,87600.0,128.7,Monthly,1.0,0
C10562,45.0,Male,51000.0,124.3,Two-year,1.0,0
C10563,42.0,Female,54400.0,123.0,One-year,2.0,0
C10564,32.0,Male,53600.0,93.3,Monthly,1.0,0
C10565,52.0,Female,55600.0,103.9,One-year,0.0,0
C10566,50.0,Male,92200.0,41.7,Monthly,1.0,1
C10567,39.0,Male,81800.0,3.0,One-year,2.0,0
C10568,33.0,Female,105600.0,101.8,One-year,0.0,0
C10569,48.0,Female,117900.0,109.6,Monthly,4.0,0
C10570,43.0,Female,45300.0,149.4,Monthly,2.0,0
C10571,24.0,Male,69500.0,165.7,One-year,2.0,0
C10572,40.0,Male,42100.0,165.6,Monthly,2.0,0
C10573,44.0,Female,50900.0,50.1,Two-year,0.0,0
C10574,30.0,Male,54100.0,,One-year,2.0,1
C10575,43.0,Female,44700.0,116.6,One-year,1.0,0
C10576,24.0,Female,44900.0,208.9,Monthly,0.0,0
C10577,57.0,Female,64800.0,161.6,One-year,2.0,0
C10578,56.0,Female,41200.0,145.4,Two-year,2.0,0
C10579,38.0,Female,,77.5,Monthly,2.0,1
C10580,45.0,Male,47800.0,55.3,Monthly,1.0,1
C10581,18.0,Male,129800.0,130.5,Monthly,1.0,1
C10582,27.0,Female,58100.0,45.5,Monthly,3.0,0
C10583,37.0,Male,69600.0,84.3,One-year,2.0,0
C10584,28.0,Male,39500.0,89.8,Monthly,2.0,0
C10585,50.0,Male,105500.0,166.7,One-year,2.0,0
C10586,65.0,Female,92600.0,79.0,Monthly,2.0,0
C10587,27.0,Female,74500.0,3.0,Monthly,1.0,0
C10588,31.0,Female,38400.0,,Monthly,2.0,0
C10589,44.0,Male,72600.0,63.5,Two-year,1.0,0
C10590,60.0,Male,43300.0,96.9,One-year,1.0,0
C10591,26.0,Female,100200.0,91.1,Monthly,6.0,1
C10592,44.0,Male,85800.0,82.7,One-year,3.0,0
C10593,63.0,Female,70100.0,130.6,Monthly,2.0,1
C10594,21.0,Female,18000.0,26.0,Monthly,2.0,0
C10595,26.0,Male,46400.0,71.7,Monthly,0.0,0
C10596,36.0,,83100.0,125.8,Two-year,1.0,0
C10597,35.0,Male,94700.0,67.4,One-year,5.0,1
C10598,51.0,Female,92400.0,22.6,One-year,2.0,1
C10599,44.0,Female,33000.0,125.1,Monthly,3.0,1
C10600,20.0,Male,74600.0,145.5,Monthly,1.0,0
