customer_id,signup_date,age,monthly_visits,avg_session_min,cart_adds,purchase_count,return_rate,discount_usage,days_since_last_visit,device_type,membership,region,preferred_category,contact_channel,customer_segment
CUST-001489,2024-10-12,52.0,15,16.55,5,2,0.089,0.51,8.6,mobile,Basic,Seoul,beauty,email,Explorer
CUST-001490,2022-05-27,54.0,9,17.92,5,3,0.017,0.829,2.0,mobile,Basic,Busan,home,email|sms,Explorer
CUST-001491,2023-01-09,33.0,8,12.58,10,6,0.067,0.307,18.7,mobile,Silver,Gyeonggi,home,push|sms,Bargain
CUST-001492,2024-10-14,33.0,5,12.68,5,4,0.235,0.549,8.7,mobile,Basic,Seoul,home,sms,Explorer
CUST-001493,2026-01-30,,9,27.3,2,3,0.191,0.209,5.6,mobile,Basic,Seoul,fashion,email|sms,Explorer
CUST-001494,2022-04-03,26.0,7,13.77,7,3,0.236,0.25,4.6,desktop,Silver,Daegu,home,sms,Explorer
CUST-001495,2025-07-19,42.0,8,11.8,4,2,0.104,0.4,10.7,mobile,Basic,Gyeonggi,sports,email|sms,Explorer
CUST-001496,2022-08-15,46.0,10,19.13,9,10,0.062,0.252,8.0,tablet,Basic,Seoul,electronics,email|push,Explorer
CUST-001497,2026-06-16,34.0,6,11.69,6,3,0.002,0.151,9.2,mobile,Basic,Seoul,beauty,email|sms,Bargain
CUST-001498,2025-07-27,51.0,9,28.59,4,6,0.026,0.497,0.6,mobile,Basic,Gyeonggi,beauty,email|push|sms,Loyal
CUST-001499,2023-09-22,51.0,5,14.79,8,4,0.198,0.621,7.1,mobile,Silver,Daegu,sports,push,Bargain
CUST-001500,2024-10-11,39.0,6,19.38,8,4,0.038,0.103,53.6,desktop,Silver,Daegu,beauty,email,Bargain
CUST-001501,2024-05-28,46.0,6,26.33,4,5,0.343,0.112,5.8,desktop,Gold,Busan,sports,email,Loyal
CUST-001502,2024-11-29,18.0,11,13.41,6,6,0.059,0.43,48.2,mobile,Basic,Daegu,sports,email|push,Explorer
CUST-001503,2025-09-21,41.0,11,22.45,6,3,0.073,0.389,0.9,mobile,Basic,Gyeonggi,beauty,sms,Explorer
CUST-001504,2022-12-05,24.0,5,14.1,4,2,0.276,0.537,6.4,desktop,Basic,Seoul,fashion,sms,Bargain
CUST-001505,2022-06-03,29.0,8,3.65,7,4,0.409,0.105,25.6,mobile,Basic,Gyeonggi,fashion,email|sms,Explorer
CUST-001506,2023-08-19,19.0,11,12.96,3,1,0.242,0.221,4.0,desktop,Gold,Busan,sports,sms,Explorer
CUST-001507,2025-01-20,40.0,12,27.06,3,5,0.392,0.337,8.7,mobile,Basic,Seoul,electronics,push,Explorer
CUST-001508,2024-11-24,43.0,10,10.84,7,5,0.086,0.657,4.0,desktop,Silver,Daejeon,home,email|push|sms,Explorer
CUST-001509,2022-07-19,53.0,5,22.82,13,4,0.164,0.521,26.7,tablet,Silver,Gyeonggi,home,push|sms,Explorer
CUST-001510,2024-05-13,28.0,8,19.16,10,2,0.17,0.358,41.6,desktop,Basic,Gyeonggi,sports,email,Explorer
CUST-001511,2025-04-15,50.0,1,10.85,6,2,0.105,0.272,12.0,desktop,Silver,Seoul,beauty,push,Bargain
CUST-001512,2026-07-17,49.0,7,35.35,4,3,0.075,0.43,11.7,desktop,Gold,Seoul,electronics,email,Explorer
CUST-001513,2024-05-25,50.0,17,12.08,8,4,0.411,0.373,6.8,desktop,Basic,Daegu,fashion,push,Explorer
CUST-001514,2024-05-13,63.0,5,24.38,5,5,0.095,0.566,15.0,desktop,Silver,Gyeonggi,home,email,Loyal
CUST-001515,2026-05-31,34.0,8,36.92,5,2,0.524,0.29,9.3,mobile,Basic,Seoul,electronics,push,Explorer
CUST-001516,2022-12-21,50.0,14,15.25,4,0,0.091,0.338,9.8,mobile,Silver,Gyeonggi,electronics,email|push,Explorer
CUST-001517,2024-01-25,46.0,10,14.86,2,2,0.223,0.202,7.8,tablet,Basic,Daegu,fashion,sms,Explorer
CUST-001518,2022-06-24,40.0,6,27.11,9,2,0.126,0.302,8.3,desktop,Silver,Gyeonggi,beauty,email|push,Explorer
CUST-001519,2025-01-04,26.0,7,18.37,9,3,0.069,0.69,6.6,mobile,Gold,Gyeonggi,beauty,email,Bargain
CUST-001520,2025-03-19,39.0,10,23.18,6,4,0.119,0.344,15.6,mobile,Basic,Seoul,electronics,email,Explorer
CUST-001521,2024-01-11,23.0,11,7.34,5,6,0.139,0.101,10.6,desktop,Gold,Seoul,electronics,email|push,Loyal
CUST-001522,2022-08-17,33.0,5,7.08,6,2,0.271,0.094,8.6,desktop,Basic,Seoul,sports,push,Bargain
CUST-001523,2023-09-23,49.0,13,8.87,1,2,0.232,0.818,2.3,desktop,Basic,Seoul,fashion,email|push|sms,Explorer
CUST-001524,2022-12-28,32.0,8,10.92,7,2,0.115,0.491,4.9,mobile,Basic,Seoul,home,email|sms,Bargain
CUST-001525,2024-06-29,28.0,9,36.73,7,8,0.257,0.144,5.0,desktop,Silver,Gyeonggi,home,email,Explorer
CUST-001526,2022-11-25,36.0,10,27.92,9,4,0.15,0.492,22.4,desktop,Basic,Daejeon,fashion,email|sms,Bargain
CUST-001527,2025-06-08,19.0,13,17.55,6,3,0.279,0.43,3.0,mobile,Silver,Busan,electronics,push,Bargain
CUST-001528,2022-05-07,23.0,9,8.82,3,3,0.228,0.307,4.5,mobile,Silver,Seoul,sports,push,Loyal
CUST-001529,2022-10-19,54.0,8,20.22,5,8,0.199,0.31,16.1,tablet,Basic,Daegu,beauty,push,Loyal
CUST-001530,2026-03-12,67.0,9,41.24,5,3,0.081,0.187,2.7,desktop,Silver,Gyeonggi,beauty,email,Explorer
CUST-001531,2024-11-28,38.0,6,9.47,4,4,0.483,0.335,3.4,desktop,Basic,Gyeonggi,beauty,email,Bargain
CUST-001532,2025-08-27,39.0,4,9.22,7,3,0.098,0.529,20.1,mobile,Basic,Seoul,beauty,email|push,Bargain
CUST-001533,2023-02-15,48.0,10,4.13,10,3,0.318,0.232,2.8,desktop,Silver,Daejeon,fashion,push,Explorer
CUST-001534,2024-01-15,34.0,13,40.21,8,5,0.143,0.45,37.2,desktop,Basic,Daejeon,fashion,push|sms,Explorer
CUST-001535,2024-03-05,59.0,13,4.59,5,5,0.523,0.728,9.4,mobile,Basic,Gyeonggi,electronics,email|sms,Bargain
CUST-001536,2026-02-22,23.0,6,17.19,6,8,0.119,0.138,13.2,mobile,Silver,Gyeonggi,beauty,email,Loyal
CUST-001537,2024-11-13,39.0,3,28.0,6,6,0.169,0.19,10.1,desktop,Basic,Gyeonggi,fashion,email|push|sms,Explorer
CUST-001538,2024-02-15,46.0,9,26.05,7,2,0.077,0.676,4.2,desktop,Gold,Gyeonggi,electronics,email,Explorer
CUST-001539,2023-07-08,58.0,11,19.76,6,4,0.188,0.56,12.8,mobile,Basic,Daejeon,beauty,email,Explorer
CUST-001540,2024-08-15,33.0,7,3.36,2,2,0.348,0.261,31.7,tablet,Basic,Seoul,electronics,email,Explorer
CUST-001541,2023-02-15,52.0,8,25.99,4,6,0.132,0.561,8.0,mobile,Silver,Seoul,home,push|sms,Loyal
CUST-001542,2023-07-22,25.0,11,9.38,8,1,0.407,0.563,31.5,mobile,Silver,Gyeonggi,home,push,Bargain
CUST-001543,2023-01-14,29.0,11,23.77,3,4,0.061,0.349,6.5,mobile,Silver,Daegu,beauty,push,Explorer
CUST-001544,2025-04-05,56.0,5,18.19,6,5,0.047,0.794,22.3,desktop,Gold,Gyeonggi,electronics,email,Explorer
CUST-001545,2023-05-17,39.0,11,9.72,4,2,0.108,0.732,9.3,mobile,Basic,Seoul,fashion,push,Loyal
CUST-001546,2022-09-23,51.0,10,25.01,9,4,0.229,0.39,32.6,mobile,Gold,Busan,home,email|push|sms,Explorer
CUST-001547,2023-04-16,42.0,14,17.74,8,5,0.077,0.144,31.6,mobile,Gold,Seoul,beauty,sms,Loyal
CUST-001548,2024-08-25,23.0,7,39.04,6,4,0.28,0.268,17.0,mobile,Silver,Seoul,fashion,push,Bargain
CUST-001549,2022-05-02,18.0,8,12.23,8,2,0.299,0.436,18.0,desktop,Basic,Daegu,electronics,push,Bargain
CUST-001550,2024-11-29,25.0,12,18.57,6,6,0.139,0.407,20.0,mobile,Basic,Daegu,electronics,email,Loyal
CUST-001551,2024-05-22,37.0,9,22.04,6,3,0.082,0.39,5.0,mobile,Basic,Daejeon,fashion,push,Bargain
CUST-001552,2026-07-22,21.0,7,25.16,4,5,0.153,0.355,5.7,desktop,Silver,Seoul,fashion,sms,Loyal
CUST-001553,2025-06-25,23.0,6,35.01,10,4,0.213,0.661,4.3,mobile,Silver,Daejeon,home,email,Bargain
CUST-001554,2024-01-01,18.0,8,13.58,0,3,0.357,0.123,7.6,desktop,Basic,Gyeonggi,home,email,Explorer
CUST-001555,2025-07-10,54.0,8,13.51,4,6,0.064,0.589,1.6,mobile,Silver,Daejeon,home,email,Explorer
CUST-001556,2022-11-14,44.0,4,13.62,6,4,0.009,0.4,15.5,mobile,Basic,Seoul,home,push,Explorer
CUST-001557,2024-02-18,35.0,9,11.35,9,3,0.128,0.461,6.0,mobile,Basic,Busan,beauty,email,Bargain
CUST-001558,2022-12-13,52.0,9,21.16,6,4,0.178,0.264,5.1,mobile,Basic,Daegu,beauty,push,Explorer
CUST-001559,2026-07-04,36.0,7,24.3,5,8,0.074,0.796,2.2,tablet,Basic,Seoul,electronics,push,Bargain
CUST-001560,2026-01-06,24.0,6,9.8,3,4,0.301,0.14,14.8,desktop,Silver,Busan,fashion,push,Explorer
CUST-001561,2026-02-03,40.0,6,23.95,5,6,0.152,0.573,10.5,mobile,Basic,Seoul,fashion,email|push,Bargain
CUST-001562,2024-01-10,32.0,9,25.81,10,1,0.351,0.443,3.9,desktop,Basic,Daegu,sports,email,Bargain
CUST-001563,2025-12-31,60.0,5,7.58,6,4,0.038,0.39,14.3,desktop,Basic,Seoul,electronics,email,Bargain
CUST-001564,2023-08-05,36.0,6,24.1,4,3,0.232,0.256,15.8,mobile,Basic,Seoul,electronics,email|push,Explorer
CUST-001565,2023-01-01,24.0,12,20.37,8,6,0.39,0.628,8.7,mobile,Basic,Seoul,beauty,email|sms,Explorer
CUST-001566,2023-04-30,43.0,4,5.2,4,4,0.06,0.501,17.9,mobile,Basic,Seoul,electronics,email|push|sms,Explorer
CUST-001567,2026-07-03,46.0,4,19.38,5,2,0.182,0.511,0.9,mobile,Basic,Seoul,home,sms,Bargain
CUST-001568,2024-08-21,40.0,8,14.42,12,2,0.104,0.61,35.9,desktop,Gold,Daejeon,home,email,Bargain
CUST-001569,2025-08-20,58.0,7,25.6,9,3,0.029,0.131,6.0,mobile,Silver,Daejeon,home,push,Explorer
CUST-001570,2024-03-10,38.0,13,25.16,6,1,0.309,0.536,27.8,desktop,Silver,Seoul,fashion,email,Explorer
CUST-001571,2025-01-24,32.0,12,26.16,3,2,0.344,0.845,41.2,desktop,Gold,Daegu,beauty,push,Explorer
CUST-001572,2022-10-19,40.0,7,13.09,1,4,0.109,0.678,10.5,mobile,Basic,Seoul,fashion,email|sms,Bargain
CUST-001573,2023-12-20,42.0,4,13.03,4,3,0.29,0.629,0.9,mobile,Silver,Daejeon,sports,push,Bargain
CUST-001574,2025-03-18,41.0,7,7.49,6,5,0.294,0.296,3.1,mobile,Silver,Seoul,beauty,email,Loyal
CUST-001575,2024-11-05,38.0,10,13.74,4,2,0.039,0.346,9.4,mobile,Gold,Gyeonggi,home,email|push|sms,Loyal
CUST-001576,2023-01-31,50.0,9,16.2,6,3,0.114,0.145,4.1,mobile,Basic,Seoul,electronics,email|sms,Explorer
CUST-001577,2024-07-09,48.0,6,11.92,3,7,0.342,0.394,28.8,tablet,Gold,Busan,fashion,push,Loyal
CUST-001578,2025-03-29,49.0,9,18.68,7,2,0.243,0.333,27.4,mobile,Basic,Busan,beauty,sms,Explorer
CUST-001579,2024-12-21,35.0,11,17.81,7,7,0.059,0.334,16.3,desktop,Silver,Gyeonggi,sports,email,Loyal
CUST-001580,2025-02-21,23.0,9,41.64,6,6,0.067,0.58,11.7,mobile,Silver,Gyeonggi,home,email|push,Explorer
CUST-001581,2024-11-16,39.0,15,15.17,10,3,0.113,0.77,7.2,tablet,Basic,Gyeonggi,home,push|sms,Explorer
CUST-001582,2025-12-17,49.0,14,29.72,9,5,0.084,0.88,18.7,tablet,Silver,Gyeonggi,fashion,sms,Explorer
CUST-001583,2025-05-03,36.0,9,10.22,10,4,0.137,0.342,36.2,mobile,Silver,Seoul,fashion,sms,Bargain
CUST-001584,2026-01-22,51.0,9,2.81,3,9,0.107,0.538,3.5,desktop,Gold,Gyeonggi,fashion,email|push,Loyal
CUST-001585,2026-03-09,45.0,6,6.16,7,7,0.058,0.249,8.1,tablet,Basic,Seoul,electronics,email|sms,Loyal
CUST-001586,2025-01-15,47.0,7,20.9,8,3,0.216,0.385,27.3,mobile,Basic,Gyeonggi,fashion,push,Bargain
CUST-001587,2025-01-26,32.0,7,3.28,15,4,0.249,0.425,3.8,mobile,Basic,Seoul,electronics,sms,Bargain
CUST-001588,2025-03-12,39.0,7,48.08,4,3,0.08,0.364,37.0,desktop,Gold,Gyeonggi,beauty,email|push,Explorer
CUST-001589,2022-10-03,38.0,5,13.19,6,8,0.172,0.441,40.8,mobile,Gold,Gyeonggi,beauty,email,Loyal
CUST-001590,2023-04-27,48.0,8,13.48,8,2,0.232,0.316,4.3,desktop,Basic,Busan,home,push,Bargain
CUST-001591,2023-01-07,30.0,12,20.06,4,2,0.124,0.802,24.8,desktop,Silver,Daegu,fashion,push,Bargain
CUST-001592,2023-05-29,26.0,9,7.03,9,4,0.027,0.555,3.7,desktop,Basic,Gyeonggi,home,email,Bargain
CUST-001593,2024-02-05,21.0,12,34.91,8,6,0.103,0.36,19.2,mobile,Silver,Gyeonggi,electronics,push,Explorer
CUST-001594,2024-05-13,20.0,7,6.5,5,3,0.539,0.419,8.9,desktop,Basic,Gyeonggi,home,email,Bargain
CUST-001595,2024-03-18,52.0,6,32.93,9,8,0.072,0.906,14.3,desktop,Silver,Gyeonggi,home,email,Bargain
CUST-001596,2022-05-20,51.0,12,13.48,3,4,0.074,0.426,24.8,mobile,Basic,Gyeonggi,beauty,sms,Bargain
CUST-001597,2024-02-18,27.0,10,8.87,5,0,0.073,0.118,13.8,mobile,Silver,Gyeonggi,electronics,email|sms,Explorer
CUST-001598,2024-06-07,38.0,6,8.54,6,2,0.052,0.712,30.6,desktop,Basic,Gyeonggi,sports,email,Explorer
CUST-001599,2026-04-19,46.0,6,20.6,6,2,0.048,0.798,11.4,mobile,Gold,Busan,fashion,push,Bargain
CUST-001600,2026-01-18,53.0,6,12.93,12,2,0.143,0.48,11.9,mobile,Silver,Gyeonggi,beauty,push,Bargain
CUST-001601,2025-04-20,29.0,10,31.37,3,5,0.097,0.825,6.8,desktop,Basic,Busan,home,email,Explorer
CUST-001602,2026-05-05,30.0,12,11.43,5,4,0.119,0.792,6.5,tablet,Basic,Gyeonggi,beauty,sms,Bargain
CUST-001603,2024-08-22,47.0,7,7.71,5,6,0.144,0.259,6.5,mobile,Silver,Busan,beauty,email|push,Bargain
CUST-001604,2026-01-24,39.0,7,23.01,3,4,0.365,0.529,26.9,desktop,Basic,Seoul,sports,email,At_Risk
CUST-001605,2024-06-15,29.0,9,26.0,4,6,0.062,0.456,5.8,mobile,Silver,Gyeonggi,electronics,email|sms,Loyal
CUST-001606,2023-02-21,48.0,6,6.67,3,2,0.474,0.704,16.2,mobile,Silver,Daegu,fashion,sms,Bargain
CUST-001607,2025-08-13,45.0,11,16.56,8,3,0.214,0.35,12.2,desktop,Silver,Daejeon,sports,email,Bargain
CUST-001608,2024-03-06,50.0,12,15.83,11,4,0.06,0.475,5.0,desktop,Basic,Busan,electronics,push|sms,Explorer
CUST-001609,2023-06-24,52.0,7,27.87,11,2,0.01,0.661,9.6,mobile,Gold,Daejeon,sports,sms,Bargain
CUST-001610,2023-03-12,34.0,10,12.8,5,4,0.125,0.607,31.1,desktop,Silver,Daegu,home,sms,Bargain
CUST-001611,2024-11-08,55.0,8,14.62,4,9,0.324,0.237,1.2,tablet,Silver,Seoul,beauty,sms,Loyal
CUST-001612,2022-07-09,36.0,6,22.36,5,6,0.069,0.394,9.6,mobile,Silver,Seoul,electronics,email,Loyal
CUST-001613,2023-09-02,23.0,8,22.36,10,2,0.258,0.271,19.0,mobile,Basic,Daejeon,beauty,push,Explorer
CUST-001614,2022-10-06,36.0,10,13.7,3,2,0.086,0.87,15.4,desktop,Silver,Gyeonggi,fashion,email|push|sms,Bargain
CUST-001615,2023-09-06,56.0,5,16.92,8,4,0.058,0.579,8.2,mobile,Silver,Daegu,electronics,email|push|sms,Bargain
CUST-001616,2023-03-09,40.0,8,33.35,6,2,0.102,0.268,23.9,mobile,Basic,Seoul,beauty,email,Explorer
CUST-001617,2024-12-31,43.0,14,17.02,9,2,0.088,0.721,1.3,mobile,Gold,Seoul,electronics,push,Explorer
CUST-001618,2025-04-30,24.0,9,26.86,3,1,0.061,0.66,17.8,desktop,Basic,Seoul,home,email|sms,Explorer
CUST-001619,2024-05-18,29.0,11,10.24,8,7,0.166,0.317,2.4,mobile,Silver,Gyeonggi,electronics,email,Bargain
CUST-001620,2023-05-26,49.0,9,19.94,5,6,0.284,0.53,9.9,mobile,Basic,Gyeonggi,fashion,email|sms,Bargain
CUST-001621,2022-01-29,55.0,10,10.47,7,3,0.192,0.533,24.1,mobile,Silver,Gyeonggi,electronics,email,Bargain
CUST-001622,2024-10-06,36.0,11,22.34,11,4,0.126,0.696,19.6,mobile,Basic,Gyeonggi,fashion,email,Explorer
CUST-001623,2026-06-06,48.0,13,18.24,7,5,0.115,0.651,45.2,mobile,Silver,Gyeonggi,electronics,email,Bargain
CUST-001624,2024-07-19,37.0,16,12.04,5,2,0.134,0.381,19.7,desktop,Gold,Gyeonggi,electronics,push,Bargain
CUST-001625,2025-08-19,59.0,10,39.89,6,3,0.45,0.577,12.5,mobile,Gold,Seoul,home,push,Bargain
CUST-001626,2023-09-01,36.0,14,29.06,13,7,0.083,0.224,11.5,mobile,Gold,Daegu,electronics,push,Explorer
CUST-001627,2024-02-21,31.0,5,23.3,3,4,0.336,0.55,12.5,mobile,Basic,Seoul,electronics,email|push|sms,Bargain
CUST-001628,2023-07-07,31.0,10,23.56,6,4,0.127,0.689,9.4,desktop,Silver,Gyeonggi,beauty,email|push,Bargain
CUST-001629,2024-06-14,34.0,12,50.28,7,6,0.099,0.8,16.0,mobile,Basic,Gyeonggi,beauty,email,Explorer
CUST-001630,2022-12-02,45.0,9,15.0,6,0,0.171,0.159,8.3,mobile,Basic,Daejeon,beauty,push|sms,Explorer
CUST-001631,2022-07-29,54.0,10,10.59,6,2,0.051,0.538,22.3,mobile,Basic,Gyeonggi,sports,push|sms,Explorer
CUST-001632,2022-10-02,41.0,9,33.81,5,5,0.035,0.294,18.8,tablet,Silver,Seoul,beauty,push,Explorer
CUST-001633,2022-01-13,39.0,7,14.8,4,2,0.177,0.584,7.9,mobile,Basic,Gyeonggi,fashion,sms,Bargain
CUST-001634,2022-07-19,29.0,11,10.96,4,3,0.084,0.587,25.6,mobile,Basic,Gyeonggi,fashion,email|push,Bargain
CUST-001635,2023-06-09,46.0,10,39.18,5,4,0.256,0.367,12.2,desktop,Silver,Gyeonggi,beauty,sms,Explorer
CUST-001636,2023-09-16,28.0,13,13.65,2,1,0.407,0.439,8.0,desktop,Silver,Gyeonggi,home,email,Bargain
CUST-001637,2022-08-31,29.0,1,36.19,7,7,0.176,0.42,17.2,tablet,Silver,Daejeon,beauty,email,Explorer
CUST-001638,2022-01-21,42.0,8,22.46,4,5,0.172,0.615,8.8,desktop,Silver,Seoul,fashion,push,Explorer
CUST-001639,2024-05-21,26.0,7,14.57,5,3,0.032,0.763,0.3,desktop,Basic,Daejeon,sports,sms,Explorer
CUST-001640,2023-07-24,39.0,10,6.97,10,4,0.078,0.15,3.9,desktop,Silver,Gyeonggi,home,email|push|sms,Loyal
CUST-001641,2025-06-11,65.0,13,11.74,5,4,0.105,0.453,29.7,desktop,Basic,Gyeonggi,beauty,email,Loyal
CUST-001642,2025-04-17,40.0,9,24.0,2,4,0.31,0.501,16.3,desktop,Silver,Seoul,electronics,email|push,Explorer
CUST-001643,2023-10-13,52.0,9,26.96,1,7,0.087,0.215,14.4,desktop,Basic,Daegu,home,email,Explorer
CUST-001644,2023-12-13,33.0,14,3.49,11,3,0.19,0.71,17.7,desktop,Basic,Busan,fashion,email,Bargain
CUST-001645,2024-03-07,26.0,11,13.8,8,2,0.102,0.659,21.3,tablet,Basic,Seoul,sports,sms,Bargain
CUST-001646,2024-05-17,47.0,12,33.52,4,8,0.446,0.486,36.7,mobile,Gold,Seoul,home,push,Explorer
CUST-001647,2023-09-02,43.0,9,30.54,7,3,0.057,0.446,23.8,mobile,Basic,Busan,beauty,push,Bargain
CUST-001648,2026-04-28,36.0,9,33.67,5,3,0.247,0.266,10.3,desktop,Basic,Busan,fashion,email,Explorer
CUST-001649,2022-12-28,42.0,11,29.95,3,1,0.041,0.662,3.7,mobile,Basic,Gyeonggi,fashion,sms,Bargain
CUST-001650,2022-09-01,45.0,9,14.14,4,6,0.288,0.237,33.8,mobile,Basic,Seoul,home,push|sms,Explorer
CUST-001651,2022-07-04,48.0,9,16.95,6,4,0.032,0.705,24.4,mobile,Gold,Seoul,electronics,email|sms,Bargain
CUST-001652,2026-03-02,44.0,7,18.63,7,2,0.226,0.671,7.1,mobile,Basic,Gyeonggi,fashion,email|push,Explorer
CUST-001653,2023-12-18,64.0,10,20.61,4,0,0.172,0.563,14.0,desktop,Basic,Daejeon,fashion,email|push,Explorer
CUST-001654,2026-07-24,52.0,4,22.05,5,3,0.188,0.492,4.0,mobile,Silver,Daegu,electronics,push,Explorer
CUST-001655,2025-09-11,29.0,11,11.77,7,4,0.246,0.431,3.6,mobile,Silver,Busan,beauty,push,Bargain
CUST-001656,2025-02-05,49.0,11,14.41,7,3,0.018,0.597,8.3,desktop,Basic,Seoul,beauty,email,Bargain
CUST-001657,2022-05-21,70.0,9,12.8,3,3,0.404,0.366,28.5,mobile,Silver,Seoul,fashion,push,Bargain
CUST-001658,2022-04-05,37.0,5,12.82,6,1,0.185,0.242,5.8,mobile,Basic,Daegu,sports,email|push,Bargain
CUST-001659,2022-12-11,31.0,8,34.41,3,3,0.092,0.551,12.7,desktop,Basic,Seoul,beauty,email|push,Explorer
CUST-001660,2024-08-27,54.0,5,19.88,7,9,0.221,0.347,7.1,mobile,Gold,Gyeonggi,beauty,email|sms,Loyal
CUST-001661,2023-12-24,31.0,6,44.19,6,3,0.127,0.394,17.2,desktop,Basic,Daejeon,beauty,email|push|sms,Explorer
CUST-001662,2026-06-16,50.0,10,26.72,5,3,0.142,0.12,10.8,desktop,Silver,Gyeonggi,beauty,sms,Explorer
CUST-001663,2025-07-10,25.0,7,7.37,7,5,0.11,0.333,21.3,mobile,Silver,Gyeonggi,fashion,email|sms,Bargain
CUST-001664,2024-01-22,30.0,8,16.02,11,0,0.138,0.715,4.9,desktop,Silver,Daegu,home,email,Bargain
CUST-001665,2025-02-19,35.0,7,21.44,6,3,0.107,0.379,5.7,mobile,Basic,Busan,sports,email,Bargain
CUST-001666,2024-02-16,31.0,9,12.81,5,5,0.09,0.516,12.9,mobile,Basic,Gyeonggi,sports,email|push|sms,Bargain
CUST-001667,2023-06-19,30.0,9,13.94,5,3,0.169,0.417,5.6,mobile,Basic,Daegu,home,email|push,Explorer
CUST-001668,2024-11-21,35.0,13,14.4,5,1,0.128,0.291,0.9,desktop,Basic,Gyeonggi,fashion,sms,Explorer
CUST-001669,2026-02-04,18.0,8,14.98,2,6,0.217,0.694,4.2,mobile,Silver,Seoul,electronics,sms,Loyal
CUST-001670,2025-11-03,35.0,7,4.77,7,2,0.17,0.126,18.1,mobile,Silver,Seoul,fashion,sms,Loyal
CUST-001671,2022-12-10,40.0,8,23.15,5,2,0.057,0.483,8.7,desktop,Silver,Gyeonggi,electronics,push,Explorer
CUST-001672,2023-09-13,52.0,7,18.66,6,4,0.097,0.579,14.8,mobile,Silver,Seoul,fashion,email,Bargain
CUST-001673,2026-03-06,49.0,12,13.4,5,2,0.28,0.311,22.1,desktop,Basic,Seoul,electronics,push,Explorer
CUST-001674,2026-02-01,42.0,6,12.8,7,4,0.194,0.381,9.7,mobile,Basic,Seoul,beauty,email|sms,Loyal
CUST-001675,2024-10-02,52.0,10,23.0,5,4,0.176,0.05,2.7,desktop,Basic,Daegu,home,push,Explorer
CUST-001676,2024-05-16,35.0,6,55.17,9,6,0.055,0.237,20.3,mobile,Silver,Busan,home,email|sms,Loyal
CUST-001677,2023-01-18,49.0,3,12.86,6,2,0.144,0.263,12.8,mobile,Basic,Daegu,beauty,email|push,Explorer
CUST-001678,2025-07-17,52.0,11,25.6,6,4,0.076,0.33,27.1,mobile,Basic,Daegu,beauty,sms,Bargain
CUST-001679,2024-07-19,44.0,11,17.2,2,1,0.042,0.722,14.4,mobile,Silver,Seoul,electronics,email,Explorer
CUST-001680,2025-03-19,42.0,8,9.4,6,4,0.197,0.706,53.3,tablet,Basic,Seoul,electronics,email|push|sms,At_Risk
CUST-001681,2022-01-20,30.0,6,47.29,7,6,0.256,0.444,24.4,mobile,Silver,Gyeonggi,home,sms,Explorer
CUST-001682,2024-07-11,22.0,8,24.62,6,5,0.24,0.174,3.7,mobile,Basic,Busan,electronics,sms,Loyal
CUST-001683,2026-01-26,41.0,12,20.15,6,6,0.393,0.352,15.8,desktop,Gold,Busan,sports,sms,Loyal
CUST-001684,2025-12-21,41.0,14,19.31,3,0,0.272,0.61,22.2,desktop,Basic,Busan,home,email,Bargain
CUST-001685,2024-02-21,35.0,11,30.15,3,3,0.092,0.112,16.2,mobile,Silver,Busan,home,email|push|sms,Explorer
CUST-001686,2026-05-28,39.0,6,35.61,6,2,0.177,0.558,11.9,mobile,Silver,Seoul,fashion,email|push,Explorer
CUST-001687,2024-08-30,41.0,13,28.3,6,3,0.258,0.238,4.0,desktop,Gold,Gyeonggi,electronics,push,Explorer
CUST-001688,2026-05-18,34.0,6,20.97,8,5,0.314,0.459,26.9,tablet,Basic,Busan,electronics,sms,Explorer
CUST-001689,2024-07-31,40.0,8,41.49,8,3,0.289,0.346,13.0,desktop,Basic,Gyeonggi,beauty,sms,Explorer
CUST-001690,2023-04-02,32.0,7,8.08,6,7,0.091,0.799,15.0,mobile,Silver,Busan,sports,email,Bargain
CUST-001691,2024-06-20,50.0,4,21.55,5,2,0.059,0.373,28.7,mobile,Silver,Daegu,home,email|push|sms,Bargain
CUST-001692,2025-11-28,47.0,6,7.08,10,5,0.085,0.535,6.1,mobile,Silver,Gyeonggi,electronics,push,Loyal
CUST-001693,2024-02-12,59.0,11,16.67,4,6,0.115,0.175,23.8,mobile,Gold,Gyeonggi,fashion,email|sms,Loyal
CUST-001694,2026-01-13,41.0,8,9.24,4,5,0.031,0.748,19.6,mobile,Gold,Daegu,beauty,email|sms,Bargain
CUST-001695,2026-03-22,40.0,9,26.93,9,0,0.262,0.527,16.3,mobile,Silver,Seoul,electronics,sms,Explorer
CUST-001696,2024-05-01,39.0,11,14.62,7,3,0.144,0.42,16.4,desktop,Basic,Busan,sports,email|push|sms,Bargain
CUST-001697,2026-04-21,44.0,12,24.55,11,2,0.299,0.068,12.5,mobile,Gold,Gyeonggi,beauty,push,Loyal
CUST-001698,2022-07-02,36.0,12,13.98,11,6,0.13,0.276,9.4,mobile,Basic,Seoul,beauty,email|push|sms,Bargain
CUST-001699,2024-07-20,40.0,6,19.94,10,2,0.075,0.703,3.0,mobile,Basic,Seoul,beauty,email|push,Bargain
