order_id,order_date,city,weather,traffic_level,distance_km,items_count,prep_minutes,courier_experience_years,vehicle_type,order_channel,delivery_minutes
ORD-20260397,2026-04-02,Seoul,Clear,Low,5.7,6,21.6,2.3,Scooter,Web,53.2
ORD-20260352,2026-02-13,Seoul,Clear,Medium,8.4,5,18.0,2.2,Scooter,App,54.7
ORD-20260066,2026-07-24,Daegu,,Medium,12.5,5,24.8,0.8,Bike,Web,71.8
ORD-20260064,2026-07-02,Seoul,Rain,High,1.2,5,28.3,2.8,Car,App,55.8
ORD-20260428,2026-05-10,Busan,Clear,Medium,4.3,4,19.1,,Scooter,App,39.9
ORD-20260189,2026-05-03,Incheon,Cloudy,Low,3.8,3,13.8,5.2,Bike,App,38.6
ORD-20260077,2026-06-24,Busan,Cloudy,High,4.4,3,10.8,4.7,Car,App,43.7
ORD-20260018,2026-05-13,Incheon,Clear,High,5.2,4,21.7,2.1,Scooter,App,47.3
ORD-20260110,2026-06-27,Busan,Cloudy,Medium,10.9,3,27.0,6.3,Bike,App,64.6
ORD-20260089,2026-05-07,Busan,Snow,Low,7.1,5,23.6,4.8,Scooter,App,61.4
ORD-20260219,2026-04-30,Seoul,Clear,Low,9.6,3,16.7,2.7,Bike,App,48.7
ORD-20260170,2026-04-03,Incheon,Cloudy,Medium,4.5,2,21.8,4.8,Car,App,49.2
ORD-20260220,2026-02-18,Seoul,Clear,Medium,5.8,3,17.4,1.4,Scooter,Web,41.3
ORD-20260083,2026-02-07,Daejeon,Rain,Low,4.9,3,19.0,1.5,Bike,App,50.0
ORD-20260519,2026-06-30,Busan,Cloudy,Low,0.4,4,18.0,5.2,Car,App,31.0
ORD-20260369,2026-02-26,Busan,Cloudy,High,5.9,5,22.9,0,Scooter,App,46.1
ORD-20260058,2026-05-31,Daejeon,Cloudy,High,2.5,2,19.1,0.7,Scooter,App,47.6
ORD-20260469,2026-01-17,Seoul,Clear,Low,1.8,3,22.1,0,Car,App,52.6
ORD-20260434,2026-03-02,Incheon,Clear,Low,3.4,2,13.2,2.4,Car,App,32.7
ORD-20260393,2026-06-20,Busan,Rain,Low,5.4,5,27.2,1.4,Bike,App,59.1
ORD-20260312,2026-07-08,Daegu,Clear,Low,10.1,4,17.4,6.5,Car,Phone,50.0
ORD-20260119,2026-03-10,Daejeon,Cloudy,High,2.2,3,24.4,2.9,Car,App,58.3
ORD-20260471,2026-01-22,Daejeon,Clear,High,3.4,1,11.7,4.1,Scooter,App,37.9
ORD-20260370,2026-07-04,Seoul,Cloudy,Low,8.7,4,18.3,4.1,Scooter,App,43.2
ORD-20260182,2026-03-21,Daejeon,Clear,Medium,4.1,4,27.0,1.3,Bike,App,49.5
ORD-20260190,2026-06-14,Daegu,,Low,7.8,1,6.8,5.1,Car,Web,42.1
ORD-20260124,2026-02-07,Incheon,Rain,Medium,6.3,4,21.8,3.1,Scooter,App,55.6
ORD-20260406,2026-07-01,Daegu,,Medium,8.4,5,23.4,5.1,Car,App,71.5
ORD-20260458,2026-03-20,Busan,Clear,Medium,25.9,4,26.3,0.7,Scooter,Web,97.6
ORD-20260489,2026-04-28,Incheon,Cloudy,High,2.4,4,18.3,3.9,Scooter,Phone,43.4
ORD-20260071,2026-03-12,Daegu,Cloudy,High,9.0,2,18.0,2.4,Car,Web,52.5
ORD-20260365,2026-06-07,Incheon,Rain,Low,5.8,3,23.7,3.9,Scooter,App,50.0
ORD-20260180,2026-02-21,Seoul,Clear,High,3.5,3,20.7,1.4,Car,Web,48.5
ORD-20260240,2026-04-05,Busan,Clear,Low,7.3,4,17.2,1.7,Bike,App,46.0
ORD-20260214,2026-02-25,Incheon,Rain,Medium,7.7,4,24.6,0.1,Scooter,App,58.1
ORD-20260011,2026-05-23,Daejeon,Cloudy,Medium,8.1,4,20.0,2.1,Scooter,Web,50.9
ORD-20260375,2026-03-18,Seoul,Rain,Low,2.7,4,23.1,3.5,Car,App,45.3
ORD-20260253,2026-04-03,Daegu,Rain,Low,1.8,1,10.6,5.6,Scooter,App,30.7
ORD-20260472,2026-07-03,Busan,Cloudy,High,8.7,4,14.7,0.9,Scooter,Phone,50.1
ORD-20260322,2026-05-28,Busan,Clear,Medium,8.1,2,18.4,4.3,Bike,Web,49.8
ORD-20260184,2026-04-18,Seoul,Cloudy,Medium,9.3,5,20.5,5.0,Scooter,Phone,57.7
ORD-20260142,2026-06-04,Incheon,Cloudy,Medium,7.1,4,21.4,0.2,Bike,Phone,56.3
ORD-20260178,2026-06-30,Seoul,Cloudy,Low,13.7,4,21.6,1.2,Bike,App,63.5
ORD-20260318,2026-07-12,Busan,Clear,Medium,2.4,2,10.9,6.8,Scooter,Web,24.7
ORD-20260112,2026-03-22,Incheon,,High,5.4,3,22.6,2.5,Scooter,App,59.9
ORD-20260195,2026-05-20,Daejeon,Clear,Low,3.3,7,25.4,2.0,Bike,App,38.7
ORD-20260029,2026-07-19,Seoul,Rain,Low,7.3,3,24.4,2.9,Scooter,App,60.8
ORD-20260247,2026-06-28,Seoul,,Medium,4.8,3,14.6,3.5,Scooter,App,47.2
ORD-20260016,2026-02-06,Daejeon,Clear,Medium,9.4,3,21.9,,Scooter,App,46.4
ORD-20260341,2026-06-23,Seoul,Cloudy,High,6.1,6,29.0,5.0,Scooter,App,62.0
ORD-20260480,2026-01-06,Incheon,Clear,High,7.0,3,17.7,3.9,Car,App,58.4
ORD-20260238,2026-03-05,Daejeon,Clear,Medium,6.9,4,20.4,4.3,Scooter,App,48.1
ORD-20260231,2026-05-14,Busan,Rain,Low,7.4,4,22.2,5.6,Bike,Web,47.7
ORD-20260483,2026-02-17,Busan,Cloudy,Low,6.1,4,23.5,3.9,Scooter,Web,40.8
ORD-20260356,2026-01-13,Daegu,Clear,High,5.3,6,24.5,2.0,Bike,App,46.8
ORD-20260120,2026-07-26,Seoul,Rain,Low,10.1,2,13.8,0.9,Scooter,Phone,54.6
ORD-20260499,2026-07-04,Busan,Snow,Low,5.0,1,12.6,3.1,Scooter,Phone,39.9
ORD-20260192,2026-06-17,Seoul,Cloudy,Medium,5.9,3,26.9,2.3,Scooter,App,57.8
ORD-20260470,2026-07-01,Daejeon,Cloudy,Medium,30.9,3,17.0,1.0,Scooter,App,99.2
ORD-20260294,2026-01-23,Seoul,Rain,Low,9.8,3,23.7,3.0,Car,Web,59.0
ORD-20260213,2026-04-23,Incheon,Clear,Low,4.9,3,18.7,4.6,Scooter,App,36.3
ORD-20260500,2026-03-15,Busan,Rain,Medium,5.1,3,17.5,4.9,Car,App,51.5
ORD-20260324,2026-02-28,Daejeon,Cloudy,Low,7.6,1,16.8,2.2,Bike,Web,46.0
ORD-20260497,2026-02-17,Seoul,Clear,High,22.9,5,31.3,0.2,Scooter,App,106.0
ORD-20260380,2026-04-21,Daegu,Rain,Medium,8.3,3,16.1,1.0,Scooter,App,55.2
ORD-20260188,2026-04-26,Incheon,Rain,High,0.4,4,18.6,4.8,Bike,App,42.8
ORD-20260167,2026-04-13,Seoul,Cloudy,Medium,2.8,2,23.1,4.3,Scooter,Web,39.2
ORD-20260113,2026-06-05,Daegu,Rain,Low,7.7,6,27.4,2.5,Car,App,64.4
ORD-20260054,2026-05-21,Busan,Rain,Medium,5.3,1,18.5,4.4,Bike,App,44.4
ORD-20260331,2026-06-05,Seoul,Rain,Medium,4.5,5,25.4,2.3,Bike,App,55.7
ORD-20260311,2026-01-26,Busan,Cloudy,High,3.2,2,17.3,0,Car,App,52.3
ORD-20260363,2026-05-24,Seoul,Clear,Medium,0.4,2,19.7,2.3,Scooter,App,33.2
ORD-20260313,2026-04-28,Incheon,Clear,Medium,9.3,3,17.5,1.5,Scooter,App,55.6
ORD-20260451,2026-04-28,Seoul,Cloudy,Low,10.0,1,18.7,0.7,Scooter,App,53.5
ORD-20260168,2026-06-09,Seoul,Clear,Medium,2.0,3,20.6,5.4,Car,App,37.8
ORD-20260003,2026-07-15,Busan,Clear,Low,4.8,4,16.5,3.1,Scooter,Web,34.4
ORD-20260261,2026-07-11,Incheon,Clear,High,,6,14.6,1.8,Scooter,App,50.3
ORD-20260041,2026-05-03,Busan,Clear,Low,2.9,3,23.0,1.8,Car,App,42.1
ORD-20260422,2026-06-02,Seoul,Cloudy,Medium,9.0,3,21.9,5.0,Bike,App,59.0
ORD-20260104,2026-07-27,Seoul,Clear,Medium,7.4,2,28.1,2.9,Scooter,App,60.3
ORD-20260123,2026-03-08,Daejeon,Clear,Medium,8.2,4,17.5,4.0,Scooter,Web,49.7
ORD-20260255,2026-05-11,Daegu,Clear,Medium,0.8,4,25.1,2.9,Scooter,Web,40.5
ORD-20260216,2026-02-05,Incheon,Cloudy,Medium,4.2,1,16.8,2.0,Scooter,App,42.6
ORD-20260351,2026-03-25,Seoul,Rain,High,,5,18.9,,Bike,App,52.2
ORD-20260081,2026-03-29,Incheon,Cloudy,Medium,8.6,1,9.7,0.8,Scooter,Web,51.5
ORD-20260038,2026-05-10,Busan,Clear,Medium,1.4,5,23.6,2.5,Car,App,35.6
ORD-20260378,2026-06-16,Busan,Clear,Medium,4.1,5,18.6,3.4,Bike,App,40.7
ORD-20260416,2026-07-27,Seoul,Clear,High,5.9,2,14.7,3.5,Scooter,App,44.4
ORD-20260498,2026-07-12,Busan,Clear,Low,5.1,3,19.2,0,Scooter,App,41.7
ORD-20260001,2026-02-02,Incheon,Clear,Low,5.5,5,24.5,3.0,Scooter,App,44.9
ORD-20260477,2026-06-23,Incheon,Clear,High,8.8,3,20.4,3.7,Bike,Web,63.7
ORD-20260329,2026-07-05,Daejeon,Cloudy,Medium,5.3,6,25.6,2.3,Scooter,Web,55.0
ORD-20260036,2026-06-19,Seoul,Clear,High,5.6,3,22.0,2.0,Scooter,App,59.0
ORD-20260009,2026-03-31,Busan,Rain,Medium,9.7,5,23.3,3.0,Scooter,App,63.5
ORD-20260476,2026-06-12,Busan,Cloudy,Medium,6.7,1,9.7,4.9,Bike,App,36.6
ORD-20260431,2026-06-14,Seoul,Clear,High,3.2,3,16.9,5.4,Scooter,App,41.9
ORD-20260248,2026-03-29,Daejeon,Clear,Low,7.9,2,13.9,2.7,Scooter,App,42.0
ORD-20260087,2026-02-22,Busan,Clear,High,3.3,1,15.7,1.7,Bike,Web,37.9
ORD-20260389,2026-04-05,Daejeon,Snow,Low,6.6,5,29.0,0.0,Scooter,App,56.0
ORD-20260242,2026-02-25,Busan,Rain,Medium,6.3,1,10.4,0.7,Scooter,Web,45.4
ORD-20260254,2026-04-11,Daejeon,Clear,Medium,4.5,3,22.5,4.5,Scooter,App,45.6
ORD-20260150,2026-01-10,Incheon,Clear,Medium,2.3,4,27.5,4.1,Car,App,47.9
ORD-20260274,2026-03-06,Incheon,Clear,High,5.9,3,30.1,0.5,Bike,App,63.3
ORD-20260279,2026-07-04,Busan,Rain,High,4.9,9,33.5,0,Scooter,App,64.3
ORD-20260224,2026-02-05,Seoul,Clear,Low,9.1,5,14.0,2.5,Scooter,Phone,47.4
ORD-20260440,2026-07-01,Busan,Clear,Low,,5,21.1,6.4,Scooter,App,40.5
ORD-20260358,2026-06-17,Seoul,Cloudy,Medium,1.7,2,11.1,,Scooter,App,34.6
ORD-20260199,2026-07-29,Daejeon,Cloudy,Low,0.4,1,7.9,3.6,Scooter,Web,20.9
ORD-20260134,2026-03-15,Daegu,Cloudy,Medium,4.4,2,19.0,0.7,Car,Phone,47.7
ORD-20260243,2026-07-05,Seoul,Cloudy,High,3.8,1,9.2,3.2,Car,App,40.4
ORD-20260156,2026-02-23,Daejeon,Clear,Medium,8.4,5,17.0,2.8,Scooter,Web,47.0
ORD-20260314,2026-02-28,Seoul,Clear,Low,6.5,3,25.0,0.6,Scooter,App,55.9
ORD-20260090,2026-04-28,Incheon,Rain,Medium,0.4,3,20.1,4.2,Scooter,App,36.1
ORD-20260030,2026-02-19,Seoul,Clear,High,6.9,5,28.3,3.4,Car,App,59.2
ORD-20260447,2026-04-02,Daejeon,Clear,Low,6.6,4,26.0,2.4,Scooter,App,48.4
ORD-20260264,2026-03-02,Busan,Clear,High,3.0,3,23.0,2.2,Scooter,App,41.2
ORD-20260407,2026-06-01,Seoul,Clear,Medium,5.3,1,13.8,1.7,Scooter,App,33.9
ORD-20260421,2026-05-27,Incheon,Clear,High,7.7,1,17.5,1.9,Scooter,Web,56.7
ORD-20260326,2026-07-13,Incheon,Snow,High,9.8,2,15.3,3.2,Bike,App,63.9
ORD-20260227,2026-01-22,Busan,Clear,Medium,1.9,4,16.3,5.4,Scooter,App,35.1
ORD-20260298,2026-06-17,Seoul,Clear,Medium,3.3,2,20.6,0,Bike,App,42.9
ORD-20260072,2026-07-20,Incheon,Clear,Low,6.7,2,27.7,3.2,Scooter,App,47.1
ORD-20260013,2026-03-10,Incheon,Clear,High,7.5,5,26.8,0.9,Bike,App,63.5
ORD-20260286,2026-05-18,Busan,Cloudy,Medium,18.8,7,19.3,2.0,Car,App,76.4
ORD-20260074,2026-06-28,Busan,Clear,Low,2.9,4,18.4,0.5,Scooter,App,28.3
ORD-20260043,2026-05-27,Daejeon,Clear,Medium,10.5,1,16.2,3.8,Bike,Web,58.6
ORD-20260484,2026-05-15,Seoul,Clear,Medium,5.2,1,19.8,2.5,Scooter,App,43.8
ORD-20260236,2026-02-10,Seoul,Clear,Low,3.4,5,21.0,2.5,Scooter,App,40.5
ORD-20260309,2026-01-27,Seoul,Clear,Low,4.9,8,34.1,4.4,Scooter,App,46.6
ORD-20260448,2026-05-15,Daegu,Clear,Low,5.8,5,19.9,,Scooter,App,43.8
ORD-20260319,2026-06-15,Busan,Clear,High,6.6,1,17.7,4.5,Scooter,App,49.1
ORD-20260210,2026-06-04,Incheon,Cloudy,Medium,4.4,4,23.7,4.3,Scooter,App,46.3
ORD-20260094,2026-06-27,Seoul,Clear,High,8.3,1,8.9,3.8,Bike,App,46.2
ORD-20260280,2026-07-22,Seoul,Clear,High,8.2,4,14.9,,Scooter,App,52.9
ORD-20260316,2026-03-27,Busan,Clear,Medium,6.3,5,15.1,2.3,Bike,App,40.8
ORD-20260165,2026-03-30,Seoul,Clear,High,5.7,3,19.4,2.1,Scooter,App,54.9
ORD-20260205,2026-07-28,Seoul,Clear,High,2.6,4,27.8,0.6,Bike,App,53.5
ORD-20260285,2026-02-20,Daegu,Rain,Low,5.1,4,22.1,2.4,Scooter,Phone,45.9
ORD-20260181,2026-02-19,Busan,Rain,Medium,9.7,1,5.7,2.1,Scooter,App,47.4
ORD-20260088,2026-04-25,Incheon,Cloudy,Medium,6.1,5,23.8,1.4,Car,App,50.1
ORD-20260420,2026-01-10,Seoul,Rain,Medium,9.3,4,17.9,2.4,Car,App,61.6
ORD-20260109,2026-02-23,Incheon,Cloudy,Medium,9.5,3,21.9,5.0,Bike,Web,60.9
ORD-20260301,2026-02-24,Busan,Rain,High,2.3,3,14.8,2.7,Bike,App,46.6
ORD-20260307,2026-02-03,Seoul,Clear,Low,4.9,3,17.9,3.6,Scooter,App,46.0
ORD-20260409,2026-01-16,Daegu,Clear,Medium,10.1,4,19.0,1.2,Bike,App,61.1
ORD-20260452,2026-06-13,Busan,,High,0.4,3,24.0,1.3,Bike,App,53.9
ORD-20260209,2026-02-03,Daegu,Clear,Medium,4.4,3,25.8,,Scooter,App,44.7
ORD-20260337,2026-07-29,Daejeon,Clear,Medium,9.6,2,17.5,6.0,Scooter,Web,47.7
ORD-20260430,2026-05-23,Seoul,Clear,Low,4.1,5,17.6,4.6,Scooter,App,43.0
ORD-20260306,2026-06-05,Seoul,,Low,8.4,5,29.0,3.8,Scooter,App,59.8
ORD-20260133,2026-01-29,Seoul,Rain,Medium,18.1,3,16.5,3.2,Bike,App,83.0
ORD-20260462,2026-06-25,Seoul,Cloudy,Medium,3.7,6,26.3,5.3,Scooter,App,42.6
ORD-20260454,2026-04-14,Busan,Cloudy,Medium,7.5,4,21.6,1.0,Scooter,App,63.5
ORD-20260065,2026-05-16,Incheon,,Medium,8.8,1,17.8,0.4,Car,App,58.5
ORD-20260516,2026-05-09,Incheon,,Medium,9.5,5,26.8,,Car,App,74.9
ORD-20260101,2026-04-01,Seoul,Clear,Medium,1.5,2,11.4,1.3,Bike,App,26.1
ORD-20260222,2026-07-22,Seoul,Clear,Low,9.8,7,23.7,0.3,Scooter,App,56.7
ORD-20260300,2026-06-02,Incheon,Cloudy,Low,12.0,5,23.7,1.3,Scooter,App,66.8
ORD-20260022,2026-01-05,Seoul,Clear,Medium,6.7,5,24.5,5.7,Bike,Web,52.3
ORD-20260456,2026-07-13,Daejeon,Snow,High,13.3,4,24.1,3.3,Scooter,App,85.0
ORD-20260391,2026-07-16,Seoul,Clear,Medium,3.2,5,24.0,2.0,Car,App,47.0
ORD-20260131,2026-06-25,Daegu,Clear,Medium,6.7,3,16.5,2.3,Scooter,Web,42.6
ORD-20260023,2026-01-21,Daejeon,Cloudy,Low,3.5,3,16.8,4.2,Bike,App,35.9
ORD-20260196,2026-01-28,Seoul,Cloudy,Medium,6.8,1,13.3,2.7,Scooter,App,43.7
ORD-20260073,2026-04-02,Busan,Clear,Low,6.9,2,11.8,,Scooter,Phone,41.2
ORD-20260346,2026-07-15,Daegu,Rain,Medium,9.3,2,10.5,0.9,Car,App,60.3
ORD-20260174,2026-04-06,Daegu,Clear,Low,5.3,1,19.5,,Car,Web,33.2
ORD-20260429,2026-07-17,Seoul,Cloudy,Low,11.1,2,20.6,0.2,Scooter,Phone,55.4
ORD-20260223,2026-07-05,Seoul,Clear,Medium,2.4,3,13.8,2.3,Car,App,34.7
ORD-20260121,2026-07-21,Incheon,Clear,Medium,9.8,1,8.9,2.4,Scooter,Web,46.5
ORD-20260376,2026-07-28,Daejeon,Clear,Low,6.4,4,17.0,4.0,Bike,App,39.0
ORD-20260402,2026-03-31,Daejeon,Clear,Medium,3.6,4,22.3,4.1,Bike,App,47.7
ORD-20260151,2026-06-08,Daegu,Rain,Low,7.9,5,24.9,0.4,Scooter,App,55.0
ORD-20260512,2026-01-14,Seoul,Clear,Medium,0.4,4,20.6,2.7,Bike,App,38.8
ORD-20260093,2026-03-09,Busan,Clear,Low,22.1,3,27.8,6.9,Scooter,App,80.9
ORD-20260388,2026-07-06,Seoul,Clear,Low,4.9,2,17.4,3.2,Scooter,App,37.2
ORD-20260127,2026-06-11,Seoul,Clear,High,5.8,4,19.7,1.2,Car,Phone,58.8
ORD-20260002,2026-04-19,Busan,Clear,Medium,27.6,4,22.8,2.3,Scooter,App,97.9
ORD-20260204,2026-02-03,Seoul,Clear,Medium,5.4,6,26.9,3.2,Car,App,57.2
ORD-20260225,2026-01-11,Busan,Clear,Medium,8.5,4,17.7,5.6,Bike,Phone,55.2
ORD-20260333,2026-03-22,Daegu,Clear,Medium,3.8,4,24.8,2.1,Scooter,App,51.3
ORD-20260465,2026-01-30,Daegu,Clear,High,6.3,5,30.0,3.3,Car,App,60.3
ORD-20260051,2026-06-01,Daegu,Cloudy,Medium,9.3,4,18.5,,Scooter,Web,57.9
ORD-20260467,2026-05-14,Seoul,Clear,Low,7.6,5,18.0,4.3,Scooter,App,41.6
ORD-20260070,2026-03-13,Incheon,Clear,High,9.1,3,21.0,4.2,Scooter,App,65.6
ORD-20260390,2026-05-19,Incheon,Cloudy,Low,1.7,3,21.2,4.6,Scooter,App,41.2
ORD-20260269,2026-04-29,Daejeon,Clear,Low,4.1,4,21.5,3.2,Scooter,App,36.2
ORD-20260303,2026-04-15,Daejeon,Clear,Medium,10.2,3,17.1,0,Scooter,Web,54.4
ORD-20260445,2026-06-03,Seoul,Clear,High,3.0,4,17.7,2.3,Bike,App,55.1
ORD-20260446,2026-05-15,Seoul,Clear,Low,4.2,2,25.3,2.1,Bike,App,44.3
ORD-20260293,2026-01-08,Seoul,Cloudy,Medium,6.2,7,24.4,,Bike,App,55.5
ORD-20260366,2026-06-12,Busan,Clear,Medium,5.1,1,16.2,5.2,Scooter,App,33.3
ORD-20260276,2026-04-14,Busan,Rain,High,5.6,4,18.2,5.7,Scooter,App,50.9
ORD-20260317,2026-07-25,Daegu,Rain,High,2.9,2,21.0,2.4,Scooter,App,53.3
ORD-20260335,2026-02-26,Busan,Clear,Medium,9.0,4,23.8,1.3,Scooter,App,59.3
ORD-20260059,2026-06-06,Incheon,Clear,Medium,10.0,2,17.3,0,Scooter,App,61.6
ORD-20260206,2026-03-09,Seoul,Clear,High,3.1,5,27.3,0.7,Scooter,Web,62.9
ORD-20260491,2026-03-04,Daejeon,Rain,Medium,6.5,1,20.0,0.2,Scooter,App,58.9
ORD-20260310,2026-05-23,Daegu,Clear,Medium,2.0,3,11.8,3.7,Scooter,App,28.8
ORD-20260450,2026-04-10,Incheon,Clear,High,9.9,4,21.9,,Scooter,App,63.7
ORD-20260394,2026-03-18,Daejeon,Clear,Medium,2.9,4,14.2,0.5,Bike,App,37.8
ORD-20260478,2026-03-08,Seoul,Cloudy,Low,4.2,1,16.0,0,Scooter,App,38.5
ORD-20260139,2026-06-14,Seoul,Clear,Low,6.4,4,23.6,,Bike,App,45.2
ORD-20260379,2026-02-04,Daegu,Cloudy,High,6.5,1,12.7,2.4,Scooter,App,49.9
ORD-20260296,2026-01-28,Seoul,Clear,Low,1.9,2,19.6,3.9,Scooter,App,24.6
ORD-20260418,2026-07-07,Seoul,Rain,Medium,1.1,4,26.1,4.4,Scooter,App,38.8
ORD-20260034,2026-05-22,Daejeon,Cloudy,High,6.3,5,33.9,,Bike,App,66.1
ORD-20260374,2026-01-16,Incheon,Clear,Medium,3.0,4,23.2,3.4,Scooter,App,34.4
ORD-20260299,2026-04-25,Busan,Clear,Low,3.0,7,20.3,0,Scooter,App,39.4
ORD-20260425,2026-03-12,Seoul,Cloudy,Medium,6.9,4,18.3,3.5,Bike,App,50.5
ORD-20260367,2026-06-08,Seoul,Clear,Low,3.6,2,19.2,2.5,Bike,App,30.7
ORD-20260229,2026-02-04,Busan,Clear,Medium,4.3,3,25.1,,Scooter,Web,38.0
ORD-20260328,2026-04-24,Seoul,Clear,Low,5.6,2,23.3,,Scooter,App,39.2
ORD-20260153,2026-02-24,Incheon,Cloudy,Low,4.3,3,11.7,1.8,Scooter,Phone,39.9
ORD-20260218,2026-06-23,Busan,Cloudy,Medium,7.1,4,19.4,3.9,Scooter,App,53.0
ORD-20260417,2026-07-08,Seoul,Clear,Medium,3.3,4,28.3,2.4,Scooter,App,41.7
ORD-20260308,2026-01-23,Incheon,Clear,Medium,7.3,3,13.9,0.0,Car,Web,46.5
ORD-20260340,2026-06-02,Incheon,Rain,High,3.4,2,21.7,4.4,Scooter,App,51.0
ORD-20260067,2026-03-31,Seoul,Clear,High,9.5,3,26.7,0,Scooter,Phone,72.4
ORD-20260321,2026-04-08,Daegu,Clear,Medium,7.6,3,19.9,4.3,Scooter,Web,49.0
ORD-20260031,2026-04-10,Seoul,Clear,Medium,5.9,4,20.4,4.2,Bike,Web,52.5
ORD-20260482,2026-01-11,Incheon,,High,6.0,2,18.8,3.0,Scooter,App,52.0
ORD-20260234,2026-04-01,Daejeon,Clear,High,9.6,3,16.7,3.8,Scooter,App,57.3
ORD-20260342,2026-06-21,Daejeon,Rain,Low,11.0,4,15.9,2.4,Car,App,61.1
ORD-20260262,2026-03-03,Daegu,Rain,High,0.4,1,19.2,1.3,Scooter,App,42.5
ORD-20260233,2026-05-02,Daejeon,Clear,High,6.4,3,21.0,2.9,Scooter,App,54.6
ORD-20260106,2026-02-10,Incheon,Rain,Low,3.0,5,21.8,3.8,Scooter,Web,41.4
ORD-20260347,2026-04-13,Busan,Rain,High,6.1,1,8.0,4.0,Car,Web,52.1
ORD-20260061,2026-02-16,Daejeon,Clear,Medium,7.7,4,23.0,3.1,Scooter,App,54.5
ORD-20260035,2026-07-16,Incheon,Clear,Medium,6.0,2,25.6,3.8,Car,Web,55.1
ORD-20260400,2026-07-10,Busan,Clear,Medium,8.2,3,12.8,3.3,Scooter,Web,45.7
ORD-20260355,2026-01-27,Daegu,Rain,Medium,6.9,2,22.6,6.1,Scooter,App,53.0
ORD-20260198,2026-02-14,Busan,Rain,High,4.5,2,22.3,0.9,Car,Phone,60.9
ORD-20260183,2026-05-09,Incheon,Clear,High,2.9,7,33.1,2.3,Scooter,App,55.5
ORD-20260171,2026-02-27,Daegu,Cloudy,Low,6.4,3,20.8,5.7,Scooter,App,40.4
ORD-20260503,2026-03-18,Daejeon,Cloudy,Low,3.8,6,30.2,1.5,Scooter,App,39.4
ORD-20260033,2026-07-17,Daegu,Rain,Medium,8.0,1,15.7,2.4,Bike,App,49.3
ORD-20260304,2026-05-03,Busan,Clear,High,10.4,6,21.2,0,Scooter,App,58.4
ORD-20260439,2026-04-20,Busan,Cloudy,Low,3.5,4,19.2,3.0,Bike,App,34.7
ORD-20260166,2026-01-05,Daejeon,Snow,Low,9.1,3,29.1,0,Car,App,73.4
ORD-20260256,2026-05-04,Busan,Clear,Medium,4.6,3,21.8,1.9,Scooter,App,41.6
ORD-20260163,2026-01-01,Incheon,Cloudy,High,8.6,5,18.5,1.6,Scooter,Web,52.5
ORD-20260186,2026-03-27,Seoul,Clear,High,2.9,2,26.0,3.8,Scooter,Web,46.8
ORD-20260246,2026-06-29,Busan,Clear,Medium,11.6,3,19.5,2.6,Scooter,App,66.6
ORD-20260099,2026-01-06,Incheon,Clear,High,7.6,2,18.4,1.9,Bike,Web,54.7
ORD-20260154,2026-07-12,Incheon,Clear,Medium,6.8,4,25.3,1.8,Bike,App,59.2
ORD-20260284,2026-02-17,Busan,Clear,Low,5.8,2,19.7,3.5,Scooter,Web,37.4
ORD-20260468,2026-01-10,Incheon,Clear,High,2.0,5,18.7,4.7,Scooter,Web,37.1
ORD-20260260,2026-05-30,Daegu,Cloudy,Medium,8.0,1,16.0,5.4,Scooter,App,41.4
ORD-20260063,2026-04-12,Busan,Clear,Low,7.4,4,19.4,3.5,Scooter,App,44.7
ORD-20260297,2026-03-03,Incheon,Clear,Low,5.6,5,23.8,5.4,Scooter,App,47.8
ORD-20260144,2026-03-28,Seoul,Rain,Low,4.8,4,27.5,5.4,Bike,App,54.4
ORD-20260459,2026-03-30,Daejeon,Snow,High,3.3,3,18.5,7.3,Scooter,App,38.9
ORD-20260211,2026-03-16,Daegu,Clear,Medium,2.5,4,19.8,3.6,Scooter,App,24.0
ORD-20260474,2026-01-15,Daegu,Clear,Low,5.7,6,19.7,3.0,Scooter,App,35.2
ORD-20260164,2026-07-01,Busan,Clear,Low,5.1,1,12.7,6.2,Scooter,App,39.9
ORD-20260251,2026-05-21,Seoul,Snow,Low,6.6,1,16.6,2.0,Bike,App,52.1
