customer_id,signup_date,age,monthly_usage_hours,support_tickets,satisfaction_score,monthly_fee,contract_type,payment_method,region,auto_renew,churn_risk
CUS-0227,2021-08-05,50,38.2,0,1.8,61.2,annual,mobile,daegu,0,low
CUS-0363,2025-09-02,43,47.9,0,3.5,52.8,monthly,bank_transfer,gwangju,0,low
CUS-0214,2026-01-18,29,11.0,2,3.6,51.8,monthly,bank_transfer,seoul,1,medium
CUS-0172,2022-07-15,58,56.0,1,4.1,60.7,annual,mobile,gwangju,0,medium
CUS-0099,2022-12-19,52,41.4,0,2.8,63.4,monthly,card,busan,1,medium
CUS-0293,2021-12-02,27,22.7,1,4.8,76.9,monthly,cash,gwangju,0,medium
CUS-0216,2022-11-24,25,42.4,4,3.4,100.9,annual,bank_transfer,daegu,0,low
CUS-0062,2023-03-22,37,38.8,0,,40.7,monthly,bank_transfer,busan,0,medium
CUS-0048,2022-11-12,47,42.3,6,3.0,70.5,two_year,card,daegu,1,medium
CUS-0033,2022-08-23,45,30.2,1,3.5,37.8,annual,bank_transfer,gwangju,1,low
CUS-0268,2023-01-18,40,20.4,0,2.9,27.2,annual,card,seoul,1,medium
CUS-0201,2022-04-21,24,25.7,2,2.4,66.8,two_year,bank_transfer,gwangju,0,medium
CUS-0378,2025-11-26,54,21.6,0,2.7,65.4,annual,mobile,busan,1,low
CUS-0028,2026-06-30,46,52.1,4,4.0,75.5,annual,card,seoul,1,medium
CUS-0333,2023-12-22,22,37.8,2,,40.7,annual,mobile,seoul,1,low
CUS-0231,2023-04-09,46,52.8,0,5.0,76.5,annual,mobile,daegu,0,low
CUS-0261,2023-03-14,21,44.6,1,3.8,37.8,two_year,mobile,daegu,1,low
CUS-0289,2021-08-10,42,30.5,2,4.2,61.4,two_year,bank_transfer,busan,0,low
CUS-0163,2021-11-09,60,21.9,3,3.6,58.5,annual,card,busan,1,medium
CUS-0361,2024-03-20,46,66.0,4,3.8,122.3,monthly,cash,seoul,0,medium
CUS-0139,2022-03-12,63,28.7,1,3.8,31.7,monthly,mobile,seoul,1,low
CUS-0063,2026-07-20,47,34.5,1,3.7,20.0,annual,mobile,daegu,1,low
CUS-0136,2023-06-24,64,32.8,0,2.8,41.9,annual,cash,seoul,0,medium
CUS-0129,2025-08-04,38,48.6,1,4.7,62.8,annual,mobile,daejeon,0,low
CUS-0009,2023-03-26,26,40.2,4,2.7,63.0,annual,card,busan,0,high
CUS-0327,2023-08-03,49,51.1,0,2.7,39.0,two_year,card,seoul,1,low
CUS-0065,2021-10-22,40,,2,3.0,66.3,monthly,bank_transfer,busan,1,medium
CUS-0301,2026-01-25,32,30.0,3,2.8,66.0,two_year,bank_transfer,busan,0,medium
CUS-0015,2025-06-06,62,27.8,1,5.0,56.2,monthly,bank_transfer,seoul,1,low
CUS-0157,2024-01-06,45,32.7,2,4.3,71.6,two_year,card,daegu,1,low
CUS-0041,2022-09-22,63,53.2,3,4.4,59.6,annual,card,busan,1,low
CUS-0389,2022-07-19,37,59.8,2,2.3,81.0,monthly,card,seoul,0,medium
CUS-0393,2026-05-24,39,45.9,3,4.8,45.7,annual,bank_transfer,busan,1,low
CUS-0217,2024-12-17,54,40.2,4,3.8,87.1,monthly,bank_transfer,seoul,0,medium
CUS-0280,2025-01-16,44,33.0,0,3.8,81.7,annual,,seoul,0,low
CUS-0367,2024-06-11,41,37.0,1,3.7,72.9,annual,card,daegu,0,medium
CUS-0338,2026-05-05,61,36.6,1,4.2,99.1,monthly,card,busan,0,medium
CUS-0237,2024-03-02,23,55.6,5,3.0,67.2,annual,card,busan,0,medium
CUS-0208,2023-12-25,43,19.5,3,4.6,55.7,monthly,card,seoul,1,medium
CUS-0213,2025-03-30,55,31.6,7,4.1,44.4,two_year,card,busan,1,low
CUS-0296,2023-03-18,23,21.8,0,2.7,71.7,annual,,busan,0,medium
CUS-0387,2026-05-27,28,20.9,1,3.2,74.1,monthly,card,busan,0,medium
CUS-0252,2023-03-21,30,22.2,1,4.1,81.2,monthly,mobile,seoul,0,low
CUS-0414,2026-03-19,38,29.5,0,4.4,65.6,annual,card,seoul,0,low
CUS-0388,2026-02-26,25,48.0,0,3.7,52.3,annual,mobile,seoul,1,low
CUS-0304,2025-10-07,60,32.4,2,3.3,64.7,annual,card,seoul,0,low
CUS-0270,2021-10-18,57,41.3,4,4.4,54.9,annual,mobile,daegu,1,medium
CUS-0202,2023-04-24,42,36.6,3,2.9,65.4,monthly,bank_transfer,gwangju,1,medium
CUS-0162,2024-06-01,53,30.9,0,3.9,100.4,monthly,bank_transfer,seoul,1,medium
CUS-0044,2024-02-24,58,32.9,0,4.9,50.7,two_year,bank_transfer,seoul,1,low
CUS-0218,2025-10-12,62,41.0,3,,94.1,monthly,mobile,daegu,0,low
CUS-0191,2024-10-16,40,54.6,5,2.1,74.9,annual,bank_transfer,seoul,0,medium
CUS-0310,2023-07-16,37,28.5,1,4.0,43.5,two_year,card,busan,0,low
CUS-0260,2026-01-14,25,25.0,2,3.3,35.5,monthly,bank_transfer,busan,1,low
CUS-0106,2025-01-03,39,29.2,3,3.8,33.3,annual,mobile,busan,1,low
CUS-0054,2025-09-16,47,37.5,1,3.4,66.5,monthly,bank_transfer,daejeon,0,medium
CUS-0002,2023-04-02,45,48.5,3,3.2,70.4,annual,card,seoul,0,medium
CUS-0050,2025-12-14,49,31.8,1,3.8,95.5,monthly,bank_transfer,seoul,0,high
CUS-0081,2026-02-14,40,66.9,1,3.3,69.0,monthly,mobile,seoul,1,low
CUS-0206,2024-11-29,30,44.6,0,2.8,86.9,annual,mobile,daegu,1,low
CUS-0035,2024-02-04,62,41.9,1,3.1,61.4,two_year,,seoul,1,low
CUS-0264,2023-06-17,28,46.6,4,5.0,92.8,monthly,card,gwangju,0,medium
CUS-0092,2023-03-08,30,57.4,2,4.5,108.1,monthly,mobile,daegu,1,medium
CUS-0340,2023-09-12,48,45.9,1,4.5,85.3,annual,bank_transfer,busan,1,low
CUS-0053,2023-05-28,59,42.3,2,1.9,43.1,monthly,cash,daegu,0,high
CUS-0346,2026-06-13,22,21.4,1,2.7,71.2,monthly,card,gwangju,1,medium
CUS-0265,2022-12-25,44,44.5,3,4.2,59.7,annual,card,daejeon,0,medium
CUS-0242,2022-12-13,29,29.0,1,4.3,25.6,annual,card,seoul,1,low
CUS-0014,2025-05-04,22,32.5,2,3.1,84.9,monthly,card,seoul,1,high
CUS-0316,2024-08-19,26,32.0,1,4.0,41.0,two_year,card,seoul,0,low
CUS-0089,2025-07-15,52,47.8,3,4.1,96.3,annual,card,seoul,1,low
CUS-0274,2025-02-18,27,19.7,1,3.4,48.0,annual,card,seoul,0,medium
CUS-0167,2024-07-17,31,27.1,0,1.6,70.7,two_year,card,daegu,1,low
CUS-0329,2026-06-08,32,30.5,1,3.6,72.3,annual,cash,gwangju,0,low
CUS-0417,2022-07-05,30,39.4,2,3.7,96.6,annual,card,seoul,0,medium
CUS-0135,2021-12-21,62,30.4,2,4.4,77.2,monthly,,busan,0,medium
CUS-0307,2022-09-06,62,35.7,1,3.7,80.0,annual,card,daejeon,1,low
CUS-0407,2025-08-05,29,39.8,2,1.7,106.8,monthly,cash,busan,0,high
CUS-0320,2022-04-06,44,45.9,1,3.3,48.0,annual,card,busan,0,low
CUS-0244,2023-08-21,30,49.9,3,3.2,104.7,monthly,card,daegu,0,high
CUS-0055,2022-10-04,43,28.2,2,4.1,76.7,monthly,mobile,daegu,1,high
CUS-0364,2026-02-17,51,46.8,3,3.6,61.7,two_year,bank_transfer,seoul,1,low
CUS-0051,2023-02-19,26,17.1,20,4.7,82.7,monthly,card,seoul,0,high
CUS-0175,2025-05-25,54,21.3,5,2.2,51.9,monthly,mobile,seoul,0,high
CUS-0190,2024-09-14,42,60.2,2,4.8,47.7,annual,bank_transfer,seoul,1,low
CUS-0018,2021-10-19,59,23.2,4,4.2,78.0,monthly,card,seoul,0,medium
CUS-0188,2023-06-12,19,66.1,2,4.8,67.2,monthly,bank_transfer,daegu,0,low
CUS-0170,2025-12-18,53,46.8,0,3.0,89.2,monthly,card,busan,1,medium
CUS-0059,2024-01-25,25,45.6,2,2.8,89.0,monthly,mobile,daegu,0,high
CUS-0049,2024-11-02,58,40.3,1,4.3,76.0,monthly,bank_transfer,daejeon,1,medium
CUS-0345,2026-05-17,65,23.3,4,4.1,44.9,two_year,card,daegu,1,low
CUS-0236,2026-03-31,58,41.3,0,2.2,33.2,annual,bank_transfer,seoul,0,medium
CUS-0253,2021-08-10,56,31.2,1,4.3,69.7,monthly,card,daegu,0,medium
CUS-0022,2024-01-26,34,39.8,4,5.0,58.6,annual,card,daejeon,1,low
CUS-0314,2025-02-21,55,42.8,2,2.5,96.9,two_year,card,busan,0,medium
CUS-0161,2024-12-07,46,35.6,4,,56.4,monthly,cash,seoul,1,high
CUS-0277,2022-05-25,52,50.0,3,4.9,81.5,monthly,card,seoul,1,low
CUS-0192,2023-11-26,26,51.9,6,2.0,48.6,monthly,bank_transfer,seoul,1,medium
CUS-0386,2023-07-17,65,36.2,5,2.5,53.6,monthly,bank_transfer,daegu,0,high
CUS-0294,2023-01-17,63,63.9,3,2.4,70.3,annual,card,daejeon,0,medium
CUS-0344,2023-05-07,58,27.5,1,3.1,60.7,monthly,card,seoul,0,medium
CUS-0258,2024-08-27,30,18.9,2,2.6,69.7,monthly,card,gwangju,0,high
CUS-0309,2023-08-26,56,35.6,3,2.7,72.2,monthly,card,gwangju,1,high
CUS-0150,2025-10-19,34,52.5,3,4.2,98.8,monthly,bank_transfer,seoul,0,low
CUS-0131,2024-04-09,55,13.0,0,,65.3,monthly,,seoul,1,low
CUS-0152,2024-01-05,63,,5,5.0,54.4,monthly,mobile,busan,1,low
CUS-0360,2024-02-24,51,39.5,3,2.9,52.5,two_year,bank_transfer,busan,0,medium
CUS-0100,2022-03-08,33,31.3,3,3.1,77.1,monthly,card,seoul,1,medium
CUS-0373,2024-01-22,37,46.4,2,4.3,58.2,monthly,card,seoul,0,medium
CUS-0088,2024-09-24,33,23.3,0,1.3,79.3,monthly,bank_transfer,busan,0,medium
CUS-0331,2026-05-08,40,52.3,4,3.7,82.6,monthly,card,busan,1,medium
CUS-0215,2022-06-02,42,35.1,0,,74.4,annual,card,daejeon,1,low
CUS-0122,2025-02-10,34,42.1,0,3.6,63.0,monthly,mobile,gwangju,0,medium
CUS-0309,2023-08-26,56,35.6,3,2.7,72.2,monthly,card,gwangju,1,high
CUS-0021,2022-07-24,28,12.9,3,2.2,86.5,monthly,card,seoul,1,high
CUS-0189,2025-02-09,65,,1,3.9,46.8,monthly,card,busan,1,low
CUS-0072,2023-11-27,65,34.3,4,4.3,31.2,annual,card,busan,0,low
CUS-0107,2025-07-23,32,41.8,3,3.8,87.2,monthly,card,seoul,0,high
CUS-0271,2022-11-17,33,32.4,2,2.3,59.9,two_year,cash,daejeon,1,low
CUS-0349,2023-02-05,53,24.1,2,4.2,57.3,annual,card,seoul,1,low
CUS-0103,2026-01-30,46,42.7,3,4.5,269.1,two_year,card,daejeon,0,high
